family,model,size_name,parameter_count,log10_params,input_dim,output_dim,rank,rank_label,mknn,dense_raw,dense_ridge,pca_minus_dense_ridge,train_mse,test_mse,train_mse_full_ridge,test_mse_full_ridge
dinov2,official_legacy_cross_dino_base,base,86000000,7.9344984512435675,768,768,256,256,0.041806530363137015,0.019530057979859627,0.03286542569423253,0.008941104668904486,0.15863975882530212,0.16633333265781403,0.05082308128476143,0.05899922922253609
dinov2,official_legacy_cross_dino_base,base,86000000,7.9344984512435675,768,768,512,512,0.044949649069270674,0.019530057979859627,0.03286542569423253,0.012084223375038144,0.07833678275346756,0.08650778234004974,0.05082308128476143,0.05899922922253609
dinov2,official_legacy_cross_dino_base,base,86000000,7.9344984512435675,768,768,768,full,0.03286542569423253,0.019530057979859627,0.03286542569423253,0.0,0.05082308128476143,0.05899922922253609,0.05082308128476143,0.05899922922253609
dinov2,official_legacy_cross_dino_large,large,300000000,8.477121254719663,1024,1024,8,8,0.0164174549893195,0.022245956667683857,0.03756484589563625,-0.021147390906316753,2.9439759254455566,2.9317893981933594,0.03045310452580452,0.03710823133587837
dinov2,official_legacy_cross_dino_large,large,300000000,8.477121254719663,1024,1024,16,16,0.024382056759231004,0.022245956667683857,0.03756484589563625,-0.013182789136405249,1.7036961317062378,1.6904480457305908,0.03045310452580452,0.03710823133587837
dinov2,official_legacy_cross_dino_large,large,300000000,8.477121254719663,1024,1024,32,32,0.031339639914555996,0.022245956667683857,0.03756484589563625,-0.006225205981080256,0.9400529265403748,0.9371386170387268,0.03045310452580452,0.03710823133587837
dinov2,official_legacy_cross_dino_large,large,300000000,8.477121254719663,1024,1024,64,64,0.03918217882209338,0.022245956667683857,0.03756484589563625,0.0016173329264571254,0.49920517206192017,0.5003249049186707,0.03045310452580452,0.03710823133587837
dinov2,official_legacy_cross_dino_large,large,300000000,8.477121254719663,1024,1024,128,128,0.04256942325297528,0.022245956667683857,0.03756484589563625,0.0050045773573390295,0.25868144631385803,0.26358741521835327,0.03045310452580452,0.03710823133587837
dinov2,official_legacy_cross_dino_large,large,300000000,8.477121254719663,1024,1024,256,256,0.046902654867256637,0.022245956667683857,0.03756484589563625,0.009337808971620384,0.13056038320064545,0.13678346574306488,0.03045310452580452,0.03710823133587837
dinov2,official_legacy_cross_dino_large,large,300000000,8.477121254719663,1024,1024,512,512,0.0484589563625267,0.022245956667683857,0.03756484589563625,0.010894110466890448,0.06410524994134903,0.07061837613582611,0.03045310452580452,0.03710823133587837
dinov2,official_legacy_cross_dino_large,large,300000000,8.477121254719663,1024,1024,1024,full,0.03756484589563625,0.022245956667683857,0.03756484589563625,0.0,0.03045310452580452,0.03710823133587837,0.03045310452580452,0.03710823133587837
dinov2,official_legacy_cross_dino_giant,giant,1100000000,9.041392685158225,1536,1536,8,8,0.016814159292035398,0.022123893805309734,0.038999084528532194,-0.022184925236496796,8.559094429016113,8.763014793395996,0.05321749672293663,0.07475139945745468
dinov2,official_legacy_cross_dino_giant,giant,1100000000,9.041392685158225,1536,1536,16,16,0.025724748245346353,0.022123893805309734,0.038999084528532194,-0.01327433628318584,4.973459243774414,5.087888240814209,0.05321749672293663,0.07475139945745468
dinov2,official_legacy_cross_dino_giant,giant,1100000000,9.041392685158225,1536,1536,32,32,0.034025022886786695,0.022123893805309734,0.038999084528532194,-0.004974061641745499,2.7370424270629883,2.8003766536712646,0.05321749672293663,0.07475139945745468
dinov2,official_legacy_cross_dino_giant,giant,1100000000,9.041392685158225,1536,1536,64,64,0.040494354592615196,0.022123893805309734,0.038999084528532194,0.0014952700640830027,1.435362696647644,1.476841688156128,0.05321749672293663,0.07475139945745468
dinov2,official_legacy_cross_dino_giant,giant,1100000000,9.041392685158225,1536,1536,128,128,0.045956667683857186,0.022123893805309734,0.038999084528532194,0.006957583155324992,0.7388784289360046,0.7692909836769104,0.05321749672293663,0.07475139945745468
dinov2,official_legacy_cross_dino_giant,giant,1100000000,9.041392685158225,1536,1536,256,256,0.05041196216051267,0.022123893805309734,0.038999084528532194,0.011412877631980477,0.36946988105773926,0.3942410945892334,0.05321749672293663,0.07475139945745468
dinov2,official_legacy_cross_dino_giant,giant,1100000000,9.041392685158225,1536,1536,512,512,0.05355508086664632,0.022123893805309734,0.038999084528532194,0.014555996338114129,0.1799769252538681,0.20281526446342468,0.05321749672293663,0.07475139945745468
dinov2,official_legacy_cross_dino_giant,giant,1100000000,9.041392685158225,1536,1536,1536,full,0.038999084528532194,0.022123893805309734,0.038999084528532194,0.0,0.05321749672293663,0.07475139945745468,0.05321749672293663,0.07475139945745468
vit,official_legacy_cross_vit_base,base,86000000,7.9344984512435675,768,768,8,8,0.010375343301800427,0.015257857796765334,0.02688434543790052,-0.01650900213610009,0.17926114797592163,0.1783556193113327,0.002600919920951128,0.0030116511043161154
vit,official_legacy_cross_vit_base,base,86000000,7.9344984512435675,768,768,16,16,0.017912725053402502,0.015257857796765334,0.02688434543790052,-0.008971620384498016,0.10440389066934586,0.10451890528202057,0.002600919920951128,0.0030116511043161154
vit,official_legacy_cross_vit_base,base,86000000,7.9344984512435675,768,768,32,32,0.02380225816295392,0.015257857796765334,0.02688434543790052,-0.0030820872749465975,0.05795815587043762,0.05807953700423241,0.002600919920951128,0.0030116511043161154
vit,official_legacy_cross_vit_base,base,86000000,7.9344984512435675,768,768,64,64,0.02883735123588648,0.015257857796765334,0.02688434543790052,0.0019530057979859627,0.030828366056084633,0.03108045645058155,0.002600919920951128,0.0030116511043161154
vit,official_legacy_cross_vit_base,base,86000000,7.9344984512435675,768,768,128,128,0.031339639914555996,0.015257857796765334,0.02688434543790052,0.0044552944766554775,0.016000909730792046,0.016312435269355774,0.002600919920951128,0.0030116511043161154
