family,model,pair,size_label,size_order,parameter_count,log10_parameter_count,approx_params_m,reference_model,comparison_mode,representation,metric,k_or_keff,dense_score,bootstrap_low,bootstrap_high,null_score,seed_std,n,protocol,method_raw,other_score,model_o,size_label_o,parameter_count_o,log10_parameter_count_o,lift,score
dinov2,DINOv2 Base,official_legacy_cross_dino_base,base,1,86000000.0,7.9344984512435675,86.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,10,0.00999755859375,,,,,16384,paper_full_catalog,dense_cosine,0.016356423558132438,DINOv2 Base,base,86000000.0,7.9344984512435675,0.006358864964382437,0.006358864964382437
dinov2,DINOv2 Base,official_legacy_cross_dino_base,base,1,86000000.0,7.9344984512435675,86.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,20,0.0123046875,,,,,16384,paper_full_catalog,dense_cosine,0.02245956667683857,DINOv2 Base,base,86000000.0,7.9344984512435675,0.010154879176838572,0.010154879176838572
dinov2,DINOv2 Base,official_legacy_cross_dino_base,base,1,86000000.0,7.9344984512435675,86.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,50,0.0196826171875,,,,,16384,paper_full_catalog,dense_cosine,0.037552639609398836,DINOv2 Base,base,86000000.0,7.9344984512435675,0.017870022421898835,0.017870022421898835
dinov2,DINOv2 Large,official_legacy_cross_dino_large,large,2,300000000.0,8.477121254719663,300.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,10,0.01168212890625,,,,,16384,paper_full_catalog,dense_cosine,0.017638083613060726,DINOv2 Large,large,300000000.0,8.477121254719663,0.005955954706810726,0.005955954706810726
dinov2,DINOv2 Large,official_legacy_cross_dino_large,large,2,300000000.0,8.477121254719663,300.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,20,0.01383056640625,,,,,16384,paper_full_catalog,dense_cosine,0.024732987488556606,DINOv2 Large,large,300000000.0,8.477121254719663,0.010902421082306607,0.010902421082306607
dinov2,DINOv2 Large,official_legacy_cross_dino_large,large,2,300000000.0,8.477121254719663,300.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,50,0.021649169921875,,,,,16384,paper_full_catalog,dense_cosine,0.04010985657613671,DINOv2 Large,large,300000000.0,8.477121254719663,0.018460686654261708,0.018460686654261708
dinov2,DINOv2 Giant,official_legacy_cross_dino_giant,giant,3,1100000000.0,9.041392685158225,1100.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,10,0.0127197265625,,,,,16384,paper_full_catalog,dense_cosine,0.020781202319194385,DINOv2 Giant,giant,1100000000.0,9.041392685158225,0.008061475756694384,0.008061475756694384
dinov2,DINOv2 Giant,official_legacy_cross_dino_giant,giant,3,1100000000.0,9.041392685158225,1100.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,20,0.01514892578125,,,,,16384,paper_full_catalog,dense_cosine,0.027387854745193774,DINOv2 Giant,giant,1100000000.0,9.041392685158225,0.012238928963943775,0.012238928963943775
dinov2,DINOv2 Giant,official_legacy_cross_dino_giant,giant,3,1100000000.0,9.041392685158225,1100.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,50,0.022960205078125,,,,,16384,paper_full_catalog,dense_cosine,0.043576441867561794,DINOv2 Giant,giant,1100000000.0,9.041392685158225,0.020616236789436793,0.020616236789436793
vit,ViT Base,official_legacy_cross_vit_base,base,0,86000000.0,7.9344984512435675,86.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,10,0.007208251953125,,,,,16384,paper_full_catalog,dense_cosine,0.012511443393347574,ViT Base,base,86000000.0,7.9344984512435675,0.005303191440222574,0.005303191440222574
vit,ViT Base,official_legacy_cross_vit_base,base,0,86000000.0,7.9344984512435675,86.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,20,0.0088775634765625,,,,,16384,paper_full_catalog,dense_cosine,0.016753127860848337,ViT Base,base,86000000.0,7.9344984512435675,0.007875564384285837,0.007875564384285837
vit,ViT Base,official_legacy_cross_vit_base,base,0,86000000.0,7.9344984512435675,86.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,50,0.014718017578125,,,,,16384,paper_full_catalog,dense_cosine,0.028519987793713765,ViT Base,base,86000000.0,7.9344984512435675,0.013801970215588766,0.013801970215588766
vit,ViT Large,official_legacy_cross_vit_large,large,1,307000000.0,8.487138375477187,307.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,10,0.01473388671875,,,,,16384,paper_full_catalog,dense_cosine,0.01922490082392432,ViT Large,large,307000000.0,8.487138375477187,0.00449101410517432,0.00449101410517432
vit,ViT Large,official_legacy_cross_vit_large,large,1,307000000.0,8.487138375477187,307.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,20,0.017401123046875,,,,,16384,paper_full_catalog,dense_cosine,0.02638083613060726,ViT Large,large,307000000.0,8.487138375477187,0.008979713083732258,0.008979713083732258
vit,ViT Large,official_legacy_cross_vit_large,large,1,307000000.0,8.487138375477187,307.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,50,0.025894775390625,,,,,16384,paper_full_catalog,dense_cosine,0.041574610924626186,ViT Large,large,307000000.0,8.487138375477187,0.015679835534001187,0.015679835534001187
vit,ViT Huge,official_legacy_cross_vit_huge,huge,2,632000000.0,8.800717078282386,632.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,10,0.014373779296875,,,,,16384,paper_full_catalog,dense_cosine,0.01925541653951785,ViT Huge,huge,632000000.0,8.800717078282386,0.004881637242642851,0.004881637242642851
vit,ViT Huge,official_legacy_cross_vit_huge,huge,2,632000000.0,8.800717078282386,632.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,20,0.0171844482421875,,,,,16384,paper_full_catalog,dense_cosine,0.027220018309429356,ViT Huge,huge,632000000.0,8.800717078282386,0.010035570067241855,0.010035570067241855
vit,ViT Huge,official_legacy_cross_vit_huge,huge,2,632000000.0,8.800717078282386,632.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,50,0.025076904296875,,,,,16384,paper_full_catalog,dense_cosine,0.044937442783033264,ViT Huge,huge,632000000.0,8.800717078282386,0.019860538486158263,0.019860538486158263
ijepa,IJEPA Huge,official_legacy_cross_ijepa_huge,huge,0,630000000.0,8.799340549453582,630.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,10,0.010443115234375,,,,,16384,paper_full_catalog,dense_cosine,0.027525175465364666,IJEPA Huge,huge,630000000.0,8.799340549453582,0.017082060230989668,0.017082060230989668
ijepa,IJEPA Huge,official_legacy_cross_ijepa_huge,huge,0,630000000.0,8.799340549453582,630.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,20,0.0132476806640625,,,,,16384,paper_full_catalog,dense_cosine,0.03797680805614891,IJEPA Huge,huge,630000000.0,8.799340549453582,0.024729127392086412,0.024729127392086412
ijepa,IJEPA Huge,official_legacy_cross_ijepa_huge,huge,0,630000000.0,8.799340549453582,630.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,50,0.02052734375,,,,,16384,paper_full_catalog,dense_cosine,0.058608483368935003,IJEPA Huge,huge,630000000.0,8.799340549453582,0.038081139618935,0.038081139618935
ijepa,IJEPA Giant,official_legacy_cross_ijepa_giant,giant,1,1000000000.0,9.0,1000.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,10,0.017822265625,,,,,16384,paper_full_catalog,dense_cosine,0.03207201708880073,IJEPA Giant,giant,1000000000.0,9.0,0.014249751463800732,0.014249751463800732
ijepa,IJEPA Giant,official_legacy_cross_ijepa_giant,giant,1,1000000000.0,9.0,1000.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,20,0.021881103515625,,,,,16384,paper_full_catalog,dense_cosine,0.04284406469331706,IJEPA Giant,giant,1000000000.0,9.0,0.020962961177692058,0.020962961177692058
ijepa,IJEPA Giant,official_legacy_cross_ijepa_giant,giant,1,1000000000.0,9.0,1000.0,paired_legacysurvey_same_size,paper_same_size_cross_survey,bsf,mknn_lift_vs_dense,50,0.0318310546875,,,,,16384,paper_full_catalog,dense_cosine,0.06509002136100092,IJEPA Giant,giant,1000000000.0,9.0,0.03325896667350092,0.03325896667350092
