family,model,parameter_count,log10_params,mode,k,k_frac,energy_retained,mknn,mknn_dense,mknn_full_ridge,lift,lift_frac_of_full
convnext,official_legacy_cross_convnext_base,89000000,7.949390006644912,energy,308,0.30078125,0.99,0.04531583765639304,0.019743667989014342,0.045437900518767164,0.0255721696673787,0.995249406175772
convnext,official_legacy_cross_convnext_base,89000000,7.949390006644912,energy,1024,1.0,1.0,0.045437900518767164,0.019743667989014342,0.045437900518767164,0.025694232529752822,1.0
convnext,official_legacy_cross_convnext_large,198000000,8.296665190261532,rank,8,0.005208333333333333,0.5608873389917801,0.031339639914555996,0.02108635947512969,0.047238327738785474,0.010253280439426304,0.3920653442240373
convnext,official_legacy_cross_convnext_large,198000000,8.296665190261532,rank,16,0.010416666666666666,0.6752414853698484,0.04101312175770522,0.02108635947512969,0.047238327738785474,0.019926762282575526,0.7619603267211202
convnext,official_legacy_cross_convnext_large,198000000,8.296665190261532,rank,32,0.020833333333333332,0.7783360466807351,0.044980164784864204,0.02108635947512969,0.047238327738785474,0.023893805309734513,0.9136522753792299
convnext,official_legacy_cross_convnext_large,198000000,8.296665190261532,rank,64,0.041666666666666664,0.8613579386907774,0.04623130912419896,0.02108635947512969,0.047238327738785474,0.02514494964906927,0.9614935822637106
convnext,official_legacy_cross_convnext_large,198000000,8.296665190261532,rank,128,0.08333333333333333,0.9246183786334915,0.046780592004882514,0.02108635947512969,0.047238327738785474,0.025694232529752822,0.9824970828471412
convnext,official_legacy_cross_convnext_large,198000000,8.296665190261532,rank,256,0.16666666666666666,0.9686949575232418,0.04711626487641135,0.02108635947512969,0.047238327738785474,0.02602990540128166,0.9953325554259043
convnext,official_legacy_cross_convnext_large,198000000,8.296665190261532,rank,1536,1.0,1.0,0.047238327738785474,0.02108635947512969,0.047238327738785474,0.026151968263655782,1.0
convnext,official_legacy_cross_convnext_large,198000000,8.296665190261532,energy,6,0.00390625,0.5,0.026823314006713457,0.02108635947512969,0.047238327738785474,0.0057369545315837656,0.2193698949824971
convnext,official_legacy_cross_convnext_large,198000000,8.296665190261532,energy,26,0.016927083333333332,0.75,0.04379005187671651,0.02108635947512969,0.047238327738785474,0.022703692401586817,0.868144690781797
convnext,official_legacy_cross_convnext_large,198000000,8.296665190261532,energy,96,0.0625,0.9,0.04671956057369545,0.02108635947512969,0.047238327738785474,0.02563320109856576,0.9801633605600933
convnext,official_legacy_cross_convnext_large,198000000,8.296665190261532,energy,184,0.11979166666666667,0.95,0.04720781202319194,0.02108635947512969,0.047238327738785474,0.02612145254806225,0.9988331388564761
convnext,official_legacy_cross_convnext_large,198000000,8.296665190261532,energy,454,0.2955729166666667,0.99,0.04714678059200488,0.02108635947512969,0.047238327738785474,0.02606042111687519,0.9964994165694282
convnext,official_legacy_cross_convnext_large,198000000,8.296665190261532,energy,1536,1.0,1.0,0.047238327738785474,0.02108635947512969,0.047238327738785474,0.026151968263655782,1.0
dinov2,official_legacy_cross_dino_small,22000000,7.342422680822207,rank,8,0.020833333333333332,0.6200706074179879,0.026548672566371685,0.022886786695148,0.034543790051876716,0.0036618858712236836,0.31413612565445054
dinov2,official_legacy_cross_dino_small,22000000,7.342422680822207,rank,16,0.041666666666666664,0.7581429096456616,0.03158376563930424,0.022886786695148,0.034543790051876716,0.00869697894415624,0.7460732984293194
dinov2,official_legacy_cross_dino_small,22000000,7.342422680822207,rank,32,0.08333333333333333,0.8710907278319069,0.03329264571254196,0.022886786695148,0.034543790051876716,0.010405859017393958,0.8926701570680629
dinov2,official_legacy_cross_dino_small,22000000,7.342422680822207,rank,64,0.16666666666666666,0.9487456984424254,0.03429966432712847,0.022886786695148,0.034543790051876716,0.01141287763198047,0.9790575916230366
dinov2,official_legacy_cross_dino_small,22000000,7.342422680822207,rank,128,0.3333333333333333,0.9883416965665474,0.034482758620689655,0.022886786695148,0.034543790051876716,0.011595971925541654,0.9947643979057592
dinov2,official_legacy_cross_dino_small,22000000,7.342422680822207,rank,256,0.6666666666666666,0.9995816852069738,0.03457430576747025,0.022886786695148,0.034543790051876716,0.011687519072322246,1.0026178010471205
dinov2,official_legacy_cross_dino_small,22000000,7.342422680822207,rank,384,1.0,1.0,0.034543790051876716,0.022886786695148,0.034543790051876716,0.011657003356728715,1.0
dinov2,official_legacy_cross_dino_small,22000000,7.342422680822207,energy,5,0.013020833333333334,0.5,0.022123893805309734,0.022886786695148,0.034543790051876716,-0.0007628928898382667,-0.06544502617801047
dinov2,official_legacy_cross_dino_small,22000000,7.342422680822207,energy,16,0.041666666666666664,0.75,0.03158376563930424,0.022886786695148,0.034543790051876716,0.00869697894415624,0.7460732984293194
