model,raw,controlled,n,p_raw,p_ctl
A_baseline,0.09869854362347834,0.15243697229663286,384,0.05329732322905869,0.0027451183240726922
B_plus_AH,0.09869854362347834,0.15243697229663286,384,0.05329732322905869,0.0027451183240726922
C_plus_AB,0.09869854362347834,0.15243697229663286,384,0.05329732322905869,0.0027451183240726922
D_plus_AH_AB,0.09869854362347834,0.15243697229663286,384,0.05329732322905869,0.0027451183240726922
