dataset_id,label,scientific,tmax,curve_p,curve_p_report,n_perm,family,wy_adjusted_p,survives_wy,wy_adjusted_p_report
physics_vit_base,photo_z,True,0.2574277678230051,9.999000099990002e-05,<9.999e-05,10000,scientific,0.0004999500049995,True,0.00049995
physics_vit_base,smooth_fraction,True,0.18037539982948236,0.0014998500149985001,0.00149985,10000,scientific,0.006099390060993901,True,0.00609939
physics_vit_base,stellar_mass,True,0.23721556944525576,0.00019998000199980003,0.00019998,10000,scientific,0.0008999100089991,True,0.00089991
physics_vit_base,sfr,True,0.5210803689064558,0.008899110088991101,0.00889911,10000,scientific,0.03519648035196481,True,0.0351965
