dataset_id,label,cutoff,cutoff_source,n_ranks_kept,peak_d,peak_controlled,smooth_fraction_d43_kept,desi_mag_d36_kept,R_H,m_d,df_ratio,dS,fail_frozen,weak_0.4,weak_0.5,weak_0.6
physics_vit_base,sfr,overlay,per_rank,,27,0.3943346508563899,,,0.495979232566697,378.0,0.369140625,0.0037224880429675977,False,False,True,True
physics_vit_base,sfr,overlay,per_rank,,28,0.2300395256916995,,,0.4869018154576424,406.0,0.396484375,0.0036084362366182177,False,False,True,True
physics_vit_base,sfr,overlay,per_rank,,29,0.2565217391304347,,,0.4794397634975195,435.0,0.4248046875,0.0035226804412028896,False,False,True,True
physics_vit_base,sfr,overlay,per_rank,,30,0.1999999999999999,,,0.4736020115743098,465.0,0.4541015625,0.003452546229179158,False,False,True,True
physics_vit_base,sfr,overlay,per_rank,,31,0.2258234519104084,,,0.4697720722425091,496.0,0.484375,0.003385866303574403,False,False,True,True
physics_vit_base,sfr,overlay,per_rank,,32,0.3026350461133069,,,0.4644611115410671,528.0,0.515625,0.0032901027045681985,False,False,True,True
physics_vit_base,sfr,overlay,per_rank,,33,0.3886693017127799,,,0.4566088918614011,561.0,0.5478515625,0.003203057585778879,False,False,True,True
physics_vit_base,sfr,overlay,per_rank,,34,0.4537549407114624,,,0.4523712264215344,595.0,0.5810546875,0.0031029581176653664,False,False,True,True
physics_vit_base,sfr,overlay,per_rank,,35,0.3779973649538866,,,0.443780296262821,630.0,0.615234375,0.0030450396293796684,False,False,True,True
physics_vit_base,sfr,overlay,per_rank,,36,0.3729907773386033,,,0.4394984959305925,666.0,0.650390625,0.002963931651531008,False,False,True,True
physics_vit_base,sfr,overlay,per_rank,,37,0.3640316205533596,,,0.4335168339647235,703.0,0.6865234375,0.002868824205393139,False,False,True,True
physics_vit_base,sfr,overlay,per_rank,,38,0.3399209486166007,,,0.4243145577499184,741.0,0.7236328125,0.002798542836596122,False,False,True,True
physics_vit_base,sfr,overlay,per_rank,,39,0.3274044795783926,,,0.4181060516738235,780.0,0.76171875,0.0027146717176265156,False,False,True,True
physics_vit_base,sfr,overlay,per_rank,,40,0.3213438735177865,,,0.4132479478892014,820.0,0.80078125,0.0026424465823235246,False,False,True,True
physics_vit_base,sfr,overlay,per_rank,,41,0.3114624505928853,,,0.4035458117449791,861.0,0.8408203125,0.00259458082666697,False,False,True,True
physics_vit_base,sfr,overlay,per_rank,,42,0.2376811594202898,,,0.4003372547887288,903.0,0.8818359375,0.002511246540924124,False,False,True,True
physics_vit_base,sfr,overlay,per_rank,,43,0.2276679841897232,,,0.3964807568486408,946.0,0.923828125,0.002456425721902633,False,True,True,True
physics_vit_base,sfr,overlay,per_rank,,44,0.2915678524374176,,,0.3891850100825742,990.0,0.966796875,0.0023819781757386713,False,True,True,True
physics_vit_base,smooth_fraction,0.2,frozen_gate,39,43,0.2377711366029228,True,False,,,,,,,,
physics_vit_base,smooth_fraction,0.4,descriptive_stricter,37,42,0.2292829855746672,False,False,,,,,,,,
physics_vit_base,smooth_fraction,0.5,descriptive_stricter,21,25,0.1366562095878966,False,False,,,,,,,,
physics_vit_base,smooth_fraction,0.6,descriptive_stricter,0,,,False,False,,,,,,,,
physics_vit_base,smooth_fraction,overlay,per_rank,,6,0.0739000576498323,,,0.5157246446498049,21.0,0.0205078125,0.0035887929971825847,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,7,0.0787494206406426,,,0.5156920386211349,28.0,0.02734375,0.003884932030662943,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,8,0.0726934166180291,,,0.5249911306748358,36.0,0.03515625,0.004084798260964817,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,9,0.0501853949943351,,,0.5122163515943452,45.0,0.0439453125,0.004276706763812399,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,10,0.0900689223057644,,,0.5276850998498144,55.0,0.0537109375,0.004453260994523589,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,11,0.0143808973060505,,,0.5213222979810785,66.0,0.064453125,0.00455301781144044,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,12,0.0194687989952049,,,0.5264760741959892,78.0,0.076171875,0.004641362080201361,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,13,-0.007144269778327,,,0.5358096958690266,91.0,0.0888671875,0.004673105462825333,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,14,0.0221620153408635,,,0.5286536068791441,105.0,0.1025390625,0.004726898298804372,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,15,0.0930895482141426,,,0.5271277276999978,120.0,0.1171875,0.004694744267635543,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,16,0.1054466216912143,,,0.5140178048328532,136.0,0.1328125,0.004643543944484917,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,17,0.0889938888316682,,,0.5143718269929936,153.0,0.1494140625,0.0045467008094419725,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,18,0.0722570195465833,,,0.5094080609850065,171.0,0.1669921875,0.004467049549157309,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,19,0.0405738411382337,,,0.5145532265039472,190.0,0.185546875,0.004410371031826798,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,20,0.0660173729128758,,,0.5155509716501046,210.0,0.205078125,0.004367288155958705,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,21,0.0630403777709113,,,0.5143797619804373,231.0,0.2255859375,0.004240529654983523,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,22,0.0949437663794188,,,0.5139056173204031,253.0,0.2470703125,0.004147209729277771,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,23,0.1227900301552969,,,0.5148168256578034,276.0,0.26953125,0.004086146411585409,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,24,0.1003465606081413,,,0.5097807936922768,300.0,0.29296875,0.0039848733965754946,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,25,0.1366562095878966,,,0.5073449508844395,325.0,0.3173828125,0.003880329966856759,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,26,0.0996622370709879,,,0.5033931103437779,351.0,0.3427734375,0.0038146632975895045,False,False,False,True
physics_vit_base,smooth_fraction,overlay,per_rank,,27,0.1273472994701365,,,0.495979232566697,378.0,0.369140625,0.0037224880429675977,False,False,True,True
physics_vit_base,smooth_fraction,overlay,per_rank,,28,0.1327891646925533,,,0.4869018154576424,406.0,0.396484375,0.0036084362366182177,False,False,True,True
physics_vit_base,smooth_fraction,overlay,per_rank,,29,0.1142915972865954,,,0.4794397634975195,435.0,0.4248046875,0.0035226804412028896,False,False,True,True
physics_vit_base,smooth_fraction,overlay,per_rank,,30,0.1109129845160847,,,0.4736020115743098,465.0,0.4541015625,0.003452546229179158,False,False,True,True
physics_vit_base,smooth_fraction,overlay,per_rank,,31,0.1047888521246037,,,0.4697720722425091,496.0,0.484375,0.003385866303574403,False,False,True,True
physics_vit_base,smooth_fraction,overlay,per_rank,,32,0.0850290323411267,,,0.4644611115410671,528.0,0.515625,0.0032901027045681985,False,False,True,True
physics_vit_base,smooth_fraction,overlay,per_rank,,33,0.1389053398336022,,,0.4566088918614011,561.0,0.5478515625,0.003203057585778879,False,False,True,True
physics_vit_base,smooth_fraction,overlay,per_rank,,34,0.0956195962222908,,,0.4523712264215344,595.0,0.5810546875,0.0031029581176653664,False,False,True,True
physics_vit_base,smooth_fraction,overlay,per_rank,,35,0.0937852264794406,,,0.443780296262821,630.0,0.615234375,0.0030450396293796684,False,False,True,True
physics_vit_base,smooth_fraction,overlay,per_rank,,36,0.1026601535230771,,,0.4394984959305925,666.0,0.650390625,0.002963931651531008,False,False,True,True
physics_vit_base,smooth_fraction,overlay,per_rank,,37,0.1217895623762602,,,0.4335168339647235,703.0,0.6865234375,0.002868824205393139,False,False,True,True
physics_vit_base,smooth_fraction,overlay,per_rank,,38,0.197611519523695,,,0.4243145577499184,741.0,0.7236328125,0.002798542836596122,False,False,True,True
physics_vit_base,smooth_fraction,overlay,per_rank,,39,0.1871337876655108,,,0.4181060516738235,780.0,0.76171875,0.0027146717176265156,False,False,True,True
physics_vit_base,smooth_fraction,overlay,per_rank,,40,0.1904665344869022,,,0.4132479478892014,820.0,0.80078125,0.0026424465823235246,False,False,True,True
physics_vit_base,smooth_fraction,overlay,per_rank,,41,0.1954069141174855,,,0.4035458117449791,861.0,0.8408203125,0.00259458082666697,False,False,True,True
physics_vit_base,smooth_fraction,overlay,per_rank,,42,0.2292829855746672,,,0.4003372547887288,903.0,0.8818359375,0.002511246540924124,False,False,True,True
physics_vit_base,smooth_fraction,overlay,per_rank,,43,0.2377711366029228,,,0.3964807568486408,946.0,0.923828125,0.002456425721902633,False,True,True,True
physics_vit_base,smooth_fraction,overlay,per_rank,,44,0.210864364821872,,,0.3891850100825742,990.0,0.966796875,0.0023819781757386713,False,True,True,True
physics_vit_base,stellar_mass,0.2,frozen_gate,39,20,0.1070311739392877,False,False,,,,,,,,
physics_vit_base,stellar_mass,0.4,descriptive_stricter,37,20,0.1070311739392877,False,False,,,,,,,,
physics_vit_base,stellar_mass,0.5,descriptive_stricter,21,20,0.1070311739392877,False,False,,,,,,,,
physics_vit_base,stellar_mass,0.6,descriptive_stricter,0,,,False,False,,,,,,,,
physics_vit_base,stellar_mass,overlay,per_rank,,6,-0.0043711943565907,,,0.5157246446498049,21.0,0.0205078125,0.0035887929971825847,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,7,0.0492585514841487,,,0.5156920386211349,28.0,0.02734375,0.003884932030662943,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,8,-0.0274931501895693,,,0.5249911306748358,36.0,0.03515625,0.004084798260964817,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,9,-0.0465850530877693,,,0.5122163515943452,45.0,0.0439453125,0.004276706763812399,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,10,-0.0112496557709479,,,0.5276850998498144,55.0,0.0537109375,0.004453260994523589,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,11,0.00024489636967,,,0.5213222979810785,66.0,0.064453125,0.00455301781144044,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,12,-0.0191717918547756,,,0.5264760741959892,78.0,0.076171875,0.004641362080201361,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,13,0.0189146562299199,,,0.5358096958690266,91.0,0.0888671875,0.004673105462825333,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,14,0.0036175900350209,,,0.5286536068791441,105.0,0.1025390625,0.004726898298804372,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,15,-0.0332725264882517,,,0.5271277276999978,120.0,0.1171875,0.004694744267635543,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,16,-0.0071382674221625,,,0.5140178048328532,136.0,0.1328125,0.004643543944484917,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,17,0.0559152598477325,,,0.5143718269929936,153.0,0.1494140625,0.0045467008094419725,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,18,0.0157241049349233,,,0.5094080609850065,171.0,0.1669921875,0.004467049549157309,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,19,0.0688469230790628,,,0.5145532265039472,190.0,0.185546875,0.004410371031826798,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,20,0.1070311739392877,,,0.5155509716501046,210.0,0.205078125,0.004367288155958705,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,21,0.0588601359113655,,,0.5143797619804373,231.0,0.2255859375,0.004240529654983523,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,22,0.0878455851059391,,,0.5139056173204031,253.0,0.2470703125,0.004147209729277771,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,23,0.0664642738922778,,,0.5148168256578034,276.0,0.26953125,0.004086146411585409,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,24,0.0684161012965265,,,0.5097807936922768,300.0,0.29296875,0.0039848733965754946,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,25,0.0659926175038039,,,0.5073449508844395,325.0,0.3173828125,0.003880329966856759,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,26,0.0276160990712074,,,0.5033931103437779,351.0,0.3427734375,0.0038146632975895045,False,False,False,True
physics_vit_base,stellar_mass,overlay,per_rank,,27,0.0147740049346451,,,0.495979232566697,378.0,0.369140625,0.0037224880429675977,False,False,True,True
physics_vit_base,stellar_mass,overlay,per_rank,,28,0.0123587548226837,,,0.4869018154576424,406.0,0.396484375,0.0036084362366182177,False,False,True,True
physics_vit_base,stellar_mass,overlay,per_rank,,29,0.0194470638304974,,,0.4794397634975195,435.0,0.4248046875,0.0035226804412028896,False,False,True,True
physics_vit_base,stellar_mass,overlay,per_rank,,30,-0.0198686505386663,,,0.4736020115743098,465.0,0.4541015625,0.003452546229179158,False,False,True,True
physics_vit_base,stellar_mass,overlay,per_rank,,31,0.0112855946748113,,,0.4697720722425091,496.0,0.484375,0.003385866303574403,False,False,True,True
physics_vit_base,stellar_mass,overlay,per_rank,,32,0.0207844806244245,,,0.4644611115410671,528.0,0.515625,0.0032901027045681985,False,False,True,True
physics_vit_base,stellar_mass,overlay,per_rank,,33,0.0349094712363594,,,0.4566088918614011,561.0,0.5478515625,0.003203057585778879,False,False,True,True
physics_vit_base,stellar_mass,overlay,per_rank,,34,0.0310067065555119,,,0.4523712264215344,595.0,0.5810546875,0.0031029581176653664,False,False,True,True
physics_vit_base,stellar_mass,overlay,per_rank,,35,0.0584010525759459,,,0.443780296262821,630.0,0.615234375,0.0030450396293796684,False,False,True,True
physics_vit_base,stellar_mass,overlay,per_rank,,36,0.0473960706427556,,,0.4394984959305925,666.0,0.650390625,0.002963931651531008,False,False,True,True
physics_vit_base,stellar_mass,overlay,per_rank,,37,0.010579834714422,,,0.4335168339647235,703.0,0.6865234375,0.002868824205393139,False,False,True,True
physics_vit_base,stellar_mass,overlay,per_rank,,38,-0.0082507044525854,,,0.4243145577499184,741.0,0.7236328125,0.002798542836596122,False,False,True,True
physics_vit_base,stellar_mass,overlay,per_rank,,39,0.0063941207068726,,,0.4181060516738235,780.0,0.76171875,0.0027146717176265156,False,False,True,True
physics_vit_base,stellar_mass,overlay,per_rank,,40,-0.0033777006333814,,,0.4132479478892014,820.0,0.80078125,0.0026424465823235246,False,False,True,True
physics_vit_base,stellar_mass,overlay,per_rank,,41,-0.018790817220632,,,0.4035458117449791,861.0,0.8408203125,0.00259458082666697,False,False,True,True
physics_vit_base,stellar_mass,overlay,per_rank,,42,-0.0173669467787114,,,0.4003372547887288,903.0,0.8818359375,0.002511246540924124,False,False,True,True
physics_vit_base,stellar_mass,overlay,per_rank,,43,-0.0320036495233644,,,0.3964807568486408,946.0,0.923828125,0.002456425721902633,False,True,True,True
physics_vit_base,stellar_mass,overlay,per_rank,,44,-0.0236992036139182,,,0.3891850100825742,990.0,0.966796875,0.0023819781757386713,False,True,True,True
