sample_id,K_H_cross,log_knn_radius,local_label_variance,local_evaluation_count,mse_L,mse_UQ,mse_BS,mse_FQ,mse_FQ_minus_BS,mse_G,mse_P,delta_Q,delta_BS,delta_FQ,delta_normal,dMSE_G_to_P,mae_L,mae_UQ,r2_L,r2_UQ,A_B,A_B_A,A_B_B,gamma_fold_cosine,n_eval
28,0.02137312419225435,-0.6914869012995923,0.2572027670136967,2048.0,0.12662153066558146,0.11402603425242686,0.11575796291545659,0.11574479623889986,0.12648973603940378,0.17801913614093579,0.23796069129387287,0.012595496413154605,0.01086356775012487,0.010876734426681606,0.010744939800503922,-0.05994155515293709,0.2767885536307002,0.25970509874397785,0.5076976342994065,0.5566687109304906,2.9332476405761083,2.4766111369022648,2.5672428481855953,0.9252373605697422,2048
30,0.03438518884701256,-0.5485804541225677,0.3717842639571868,2048.0,0.19288131087988367,0.17011728300752313,0.16654695615121606,0.16662711148617815,0.1927504427398894,0.241554130074507,0.3410244053756294,0.022764027872360537,0.026334354728667603,0.02625419939370552,0.026123331253711246,-0.0994702753011224,0.33808340113815627,0.31308135901163847,0.48120098245445075,0.5424301147207425,2.4338117699729453,1.992565063336056,2.1254589117265295,0.9224556276680411,2048
32,0.01981439821948261,-0.7041498884644614,0.30389095241912734,2048.0,0.16614255018430873,0.13232355610948854,0.1395915057058556,0.13956403694001868,0.16594100436111314,0.20344056807041078,0.28155152579631704,0.0338189940748202,0.026551044478453134,0.02657851324429006,0.026376967421094466,-0.07811095772590626,0.3141091762855664,0.28271677190613226,0.45328234071554585,0.564568951276353,3.8932633891968065,3.247400174043564,3.161065639609923,0.952401029621661,2048
38,0.023023505868899338,-0.6051127166693007,0.27842149820004336,2048.0,0.15663065387676223,0.13837610887350194,0.13799360816316486,0.13796828660743912,0.1561269504675545,0.19665550817841915,0.2586551191795279,0.018254545003260292,0.018637045713597367,0.018662367269323105,0.018158663860115387,-0.061999611001108734,0.30464400587003426,0.2792791818684609,0.4374333343891983,0.5029977578308988,3.106652609717799,2.5609049149946777,2.5258174978697645,0.920785962531983,2048
42,0.017650420896457734,-0.7416743946703287,0.3504504256180695,2048.0,0.16661800275626276,0.14469763168961342,0.14707007780798137,0.14705579109220546,0.1664583670449318,0.22487384095048402,0.32259909395468267,0.021920371066649347,0.019547924948281392,0.019562211664057305,0.019402575952726347,-0.09772525300419865,0.32343491167909155,0.29644125477376954,0.5245604211711027,0.587109556410387,3.2058471591014435,2.672174395243993,2.696789530888027,0.9371487122874929,2048
46,0.015484370483828383,-0.571047396854663,0.43555571853439534,2048.0,0.26352512180726495,0.2391676539541147,0.24574812715329664,0.24573734959535443,0.263345294985733,0.3247425376543598,0.4129207508934979,0.02435746785315024,0.017776994653968314,0.017787772211910524,0.017607945390378577,-0.0881782132391381,0.3864088302036664,0.3666617834700373,0.3949680589799106,0.4508907958805094,2.984970692009576,2.43736096805839,2.594315655802926,0.9203214576762093,2048
48,0.01778713035636717,-0.7424189857633153,0.30211544659654155,2048.0,0.1630103705968054,0.14828926107846957,0.1460666423629612,0.14606267403760667,0.16295011993672898,0.21360797591652503,0.2852046107368071,0.014721109518335829,0.016943728233844185,0.016947696559198727,0.016887445899122305,-0.07159663482028206,0.311262572012474,0.2938743798438207,0.4604368216415736,0.5091635904452722,2.8620846980153134,2.3045618710134317,2.582564679848601,0.9133929339230507,2048
55,0.018841415304581104,-0.6515362364779997,0.39116773818356443,2048.0,0.1568852769348681,0.13819773366419863,0.13905293534124022,0.13896631736911147,0.1562140965323651,0.24037025670971968,0.3473083815116024,0.01868754327066946,0.01783234159362787,0.01791895956575662,0.017247779163253624,-0.10693812480188275,0.29984418404432495,0.27840370047052315,0.598930940308666,0.6467046737904899,2.32321287420138,1.9930050366646113,1.9544620837174826,0.935629062624914,2048
58,0.024348679130171948,-0.18696311624588854,0.4218512553074857,2048.0,0.25857730716453864,0.23026047968315855,0.23751476820099587,0.23785212099014494,0.25752825666406537,0.2797282373596839,0.3779825387834053,0.02831682748138009,0.021062538963542765,0.0207251861743937,0.01967613567392043,-0.09825430142372144,0.3865031613779103,0.3663955074577441,0.38704151306587276,0.4541666599633024,1.9602363841109318,2.0826294623666497,1.612793991994542,0.9220297554527828,2048
74,0.012821946220980587,-0.708107658870025,0.5839098082367093,2048.0,0.20315525715394928,0.1889418818330772,0.18737668556829618,0.18736296908445355,0.20297347097526783,0.37253089034388465,0.5090651871267886,0.01421337532087208,0.0157785715856531,0.01579228806949573,0.015610501890814282,-0.13653429678290396,0.3409900633220931,0.32520450527700184,0.6520776765722818,0.6764194072991447,2.8758555636905827,2.279934353441281,2.5883917524396884,0.9078714936692269,2048
85,0.02306573466755512,-0.6599470082033794,0.24489010739659844,2048.0,0.13851867513070362,0.11797764021341142,0.12281427099966608,0.1227962106463876,0.13826529602761659,0.18374095969481985,0.23085933173574846,0.0205410349172922,0.015704404131037547,0.015722464484316023,0.015469085381228986,-0.04711837204092861,0.2850235255217952,0.2610763270109897,0.43436394142956036,0.5182425232786265,2.5474172245225897,2.2960062251209257,2.066163513209853,0.9341244399518025,2048
90,0.017600365704882506,-0.6839860763395473,0.6661164443990669,2048.0,0.2259070744033448,0.21815920467346278,0.21283609018667488,0.21283598598809234,0.22567472517455744,0.41156573036662714,0.5756100855195523,0.0077478697298820065,0.013070984216669912,0.013071088415252452,0.012838739186465109,-0.16404435515292515,0.33784617341414996,0.32962323923881864,0.66085948439969,0.6724908887810541,2.968991614461593,2.6755956133597683,2.282540930337166,0.890601554720704,2048
108,0.019074630481160253,-0.7066476367674747,0.32436330568018773,2048.0,0.13724814937397015,0.12496475567370617,0.12716566425284298,0.12715664840984947,0.13713045761532167,0.20113551321837564,0.2916480377195795,0.012283393700263975,0.010082485121127166,0.010091500964120675,0.009973809205472195,-0.09051252450120384,0.29097927793036227,0.27367715218900057,0.5768690632679252,0.614738308910572,2.8571990179496636,2.5238661779222213,2.3002696194514147,0.9275439234989482,2048
109,0.03890661928270798,-0.4987670497213439,0.2683019180110452,2048.0,0.1464976948884673,0.11673803064896426,0.12174247773600172,0.12168405216255379,0.14525198044982882,0.1982838651325518,0.24498083842804413,0.029759664239503048,0.02475521715246559,0.02481364272591352,0.023567928287275025,-0.04669697329549233,0.2665565094272534,0.23603560357327913,0.45398193209175475,0.5649004989813062,2.119340885872847,2.0418370393837066,1.6853105156283932,0.9597420479401404,2048
