sample_id,K_H_cross,log_knn_radius,local_label_variance,local_evaluation_count,mse_L,mse_UQ,mse_BS,mse_FQ,mse_FQ_minus_BS,mse_G,mse_P,delta_Q,delta_BS,delta_FQ,delta_normal,dMSE_G_to_P,mae_L,mae_UQ,r2_L,r2_UQ,A_B,A_B_A,A_B_B,gamma_fold_cosine,n_eval
788,0.02789628835389606,-0.424673561860847,0.6013873125933411,2048.0,0.22427967682166866,0.20264324791264587,0.20189841699595185,0.20174535601789426,0.2232233177189238,0.3822303872426187,0.5263979388846001,0.021636428909022787,0.022381259825716815,0.022534320803774405,0.021477961701029558,-0.14416755164198136,0.3554675146554245,0.3326697459277289,0.6270628393297568,0.6630403673818881,2.5012667752370157,2.09106604572719,2.1585921633185605,0.9081829829775214,2048
789,0.016508257920718958,-0.7564986369657845,0.3322564105480184,2048.0,0.1400611173172676,0.11730109024336807,0.12080787521147253,0.1207997743876526,0.13995481069432253,0.2105142878569355,0.3030018497224254,0.02276002707389954,0.019253242105795085,0.01926134292961501,0.019155036306669926,-0.0924875618654899,0.2883324607643798,0.2606184699554882,0.5784547329387775,0.6469561262944679,3.148114273685751,2.557275372158697,2.9263622899517077,0.9424870680168596,2048
799,0.014302657088780197,-0.8797407976590468,0.32889088501067226,2048.0,0.1432998873284068,0.12903926908808167,0.12911492082702053,0.12910869784462908,0.14326524966067095,0.21255211701657784,0.305563154378088,0.014260618240325124,0.01418496650138626,0.014191189483777705,0.014156551816041862,-0.09301103736151017,0.2936748841674871,0.2793807015544358,0.5642935275516778,0.607653252281849,2.8333793161420453,2.5217824890267355,2.2212051112649642,0.9214952153623104,2048
806,0.01893602260877242,-0.6373455135395686,0.3561603649986319,2048.0,0.15695981578623502,0.13869517375987483,0.14408668433527305,0.14403463301818548,0.15675738437829959,0.22880960109235726,0.3253915239221964,0.01826464202636019,0.012873131450961972,0.012925182768049548,0.01272275136011411,-0.09658192282983913,0.30914308917633815,0.2848831964342036,0.5593001602330514,0.6105822337631319,2.19153281369778,2.1210417375799238,1.7886418142719969,0.937322101778355,2048
807,0.04058848499273446,-0.46394738607123504,0.25891163285961816,2048.0,0.16526348946518904,0.14591358958720843,0.1459455170807741,0.14595507181374773,0.1650702305642474,0.19162349053499117,0.243767575422585,0.01934989987798061,0.019317972384414933,0.019308417651441312,0.019115158750499683,-0.05214408488759384,0.3154942963797247,0.2967092834005757,0.3616992498950602,0.43643478674315594,2.426899829145437,2.3146067644695565,1.7808231079507306,0.9255199074434708,2048
811,0.02604848452122307,-0.4986948136680235,0.7505001044537043,2048.0,0.4697946879218283,0.43520341840649956,0.4273151875815655,0.4268768683943394,0.4681515145432072,0.5776169474323338,0.6753773471466115,0.03459126951532876,0.04247950034026282,0.04291781952748891,0.04127464614886778,-0.09776039971427763,0.4815925674179228,0.44928842232688404,0.37402448696020363,0.4201154459221721,1.9852146362405794,1.6507125965609415,1.655881534419339,0.9046454978769939,2048
812,0.016829618152648145,-0.7639487249832501,0.2566861440863687,2048.0,0.12840963227047197,0.1105813817922632,0.11138652574816778,0.11137133437648072,0.12832197956951166,0.17814547057199803,0.2388335487378019,0.017828250478208768,0.017023106522304196,0.01703829789399125,0.01695064519303094,-0.06068807816580388,0.2820542034656698,0.25691091931986243,0.4997406941168385,0.569196139566243,3.0572611087038037,2.5681312773920943,2.5463323465363064,0.9340775953044542,2048
817,0.02121718183011876,-0.7395544475931841,0.469372359490533,2048.0,0.19879079086074575,0.17789768849544668,0.1804597227818461,0.1804534319241875,0.198571563322884,0.2965236953906323,0.4235663833356631,0.020893102365299066,0.018331068078899643,0.018337358936558246,0.018118131398696502,-0.12704268794503082,0.33764404681651955,0.314093075085799,0.5764752933544753,0.6209881453425576,2.7261933089180963,2.289728913063124,2.355133266300418,0.9251387312167536,2048
821,0.030937818187890143,-0.5778764151398561,0.6170298932555007,2048.0,0.3184639761186894,0.29327698614584974,0.2936741455086882,0.2936327840741422,0.31713395506790915,0.4273124477147272,0.5626689409532719,0.025186989972839635,0.024789830610001173,0.0248311920445472,0.023501170993766973,-0.1353564932385447,0.4245174857210475,0.40305806424302226,0.4838759359964764,0.5246956600457457,1.85799430786315,1.662317698859457,1.490466134988686,0.9145765361867487,2048
824,0.016889696238241582,-0.7052699207227026,0.5364987204624461,2048.0,0.1694719869711312,0.1592076351800213,0.15898041229367227,0.15898138252111338,0.16905837750322855,0.3221408257138787,0.4591527732485029,0.010264351791109905,0.010491574677458926,0.010490604450017815,0.010076994982115173,-0.1370119475346242,0.31105335394655187,0.29810603821439186,0.6841148347473199,0.7032469433612274,2.3284247669337104,1.7807996728803455,2.1672000020943187,0.9091461812650778,2048
825,0.02595082837054304,-0.5828948797237274,0.14883850594792378,2048.0,0.10810354134453473,0.10362875226081633,0.1014706909909486,0.10144766880659811,0.10803325206202859,0.14242710789521418,0.1436907606667397,0.0044747890837184,0.006632850353586128,0.006655872537936619,0.006585583255430474,-0.0012636527715255141,0.2581927245980304,0.25027526495399066,0.2736856591240009,0.3037503863612123,2.2379012080204688,1.9030681328597085,1.8617345960562683,0.898657816354733,2048
826,0.013561759289860193,-0.8439039362765122,0.44743451791972977,2048.0,0.20912730182201578,0.19802650393568622,0.1954504889457927,0.19545208626776311,0.20901293257886167,0.30367850060724066,0.4171253569531816,0.011100797886329561,0.013676812876223077,0.013675215554252662,0.013560846311098551,-0.11344685634594093,0.33443848074462057,0.32122730850774134,0.5326080276633163,0.5574179103204273,2.629880380065527,2.3391950049130354,2.1143808375077318,0.8916226854852192,2048
827,0.03036650319686806,-0.6026654311146554,0.5412172302010259,2048.0,0.25968344244836317,0.2490505252014356,0.24608623705204963,0.2460870676291837,0.2596598213868302,0.36690898743488054,0.49461413083015493,0.010632917246927553,0.013597205396313539,0.013596374819179469,0.013572753757646494,-0.1277051433952744,0.382712559118057,0.372556649614064,0.5201862986662339,0.5398326008413847,2.0690270447076076,1.9093126402353646,1.6940882824450998,0.8952386954313848,2048
830,0.024142747730119467,-0.3625302597273194,0.489885859164644,2048.0,0.1862238706763825,0.1659560464277653,0.16703956296222827,0.16702669632365738,0.18491115474020345,0.2963397033765407,0.424375792553754,0.0202678242486172,0.01918430771415422,0.01919717435272511,0.017884458416546067,-0.12803608917721332,0.33119177873053196,0.3082036070467158,0.6198627349768119,0.6612352789469073,2.7148789089726977,2.4197381656062995,2.092376603785336,0.9268167575294348,2048
838,0.02881400234144093,-0.3248402600416118,1.0613845253463297,2048.0,0.6725355042616471,0.6418020982689273,0.6309764376537595,0.6309378929570288,0.6689294299629354,0.8236980811101993,0.9274854744291152,0.030733405992719787,0.04155906660788755,0.041597611304618254,0.03799153700590652,-0.10378739331891595,0.5785053358169246,0.5483266596241181,0.36636017559969714,0.3953161338398943,1.5797743270697693,1.301672445893279,1.400505231320056,0.904835866290671,2048
842,0.022421582797692373,-0.7463366451853227,0.20754655171930855,2048.0,0.12084713730470804,0.10265217110151284,0.10722200631507461,0.10720705540623085,0.12081433626542408,0.15817747585210995,0.1960853487721558,0.018194966203195204,0.01362513098963343,0.013640081898477194,0.01360728085919323,-0.037907872920045854,0.27416894148575033,0.24911686691086388,0.4177347862269236,0.5054017026486552,2.805337385817944,2.329686560755105,2.355453365658861,0.9428403306027033,2048
848,0.029989076689311396,-0.640343459610084,0.27368506682372046,2048.0,0.15293985537962546,0.13025159458981744,0.13186032928179692,0.13182113013245694,0.15237732145847552,0.18976858750406844,0.2545563471655542,0.022688260789808012,0.021079526097828538,0.021118725247168513,0.020556191326018575,-0.06478775966148576,0.30815267551166003,0.28236817331020947,0.4411830460661069,0.5240822011172717,3.221284180339885,2.7232861803863844,2.8090522777081004,0.9401173962699135,2048
850,0.025646712400252358,-0.6414072967794084,0.2098113599727925,2048.0,0.10734004520184293,0.09026591660704397,0.09470919498571242,0.09468853879042832,0.1069225730998726,0.1551561225579139,0.1889800191368457,0.017074128594798954,0.012630850216130501,0.012651506411414604,0.01223403430944428,-0.03382389657893181,0.25045935836813404,0.22996175265892177,0.48839736220306484,0.5697758375964519,2.1725602649335896,1.8232939797002305,1.8817124320831613,0.9448598556210965,2048
857,0.03797845883452695,-0.25191034571401555,0.27180056441802314,2048.0,0.17417198344773183,0.14068864461837238,0.14750807655292253,0.14740564319030586,0.17044670009671403,0.21270687149596634,0.2516488055519826,0.033483338829359444,0.026663906894809297,0.02676634025742597,0.023041056906408175,-0.03894193405601626,0.2800332921238381,0.2560001582210365,0.3591919729060634,0.48238280917622955,1.6587519838441278,1.2303684446847312,1.601335661323524,0.95294559017861,2048
871,0.014261566545988416,-0.8348405024485532,0.2262039489435473,2048.0,0.11981204924854347,0.10079245623696836,0.10598379827556403,0.10597799438565,0.11971829785404975,0.16401370112018165,0.21308271561871933,0.019019593011575103,0.013828250972979433,0.013834054862893463,0.013740303468399745,-0.04906901449853768,0.27150777611655724,0.24695837554094552,0.47033617313885,0.554417786657992,3.294788985479312,2.9203832197095068,2.7040913278531096,0.9417936227450503,2048
888,0.021890457794121312,-0.7025363546658193,0.7276255053488925,2048.0,0.3089048746236407,0.2936206360782774,0.2946439035671157,0.2946386589531806,0.3089732709913939,0.5054135475114263,0.6477152844817036,0.015284238545363316,0.014260971056525018,0.014266215670460103,0.01433461203821329,-0.14230173697027726,0.407030230186438,0.395645987545926,0.5754617281103657,0.5964673669080802,1.9137209592189346,1.7894402911095364,1.637879087890437,0.8964842365292776,2048
897,0.016496525660873874,-0.6644561168558969,0.344767512652678,2048.0,0.15853673473186547,0.14639333017295553,0.14370322742340982,0.14373953870258666,0.15847364258499763,0.22612508060521197,0.3194616750788485,0.012143404558909943,0.014833507308455646,0.014797196029278814,0.014734103882410976,-0.09333659447363651,0.30761688079121524,0.2940322849390542,0.5401633596156815,0.575385368979259,2.9741872841162946,2.671946250286321,2.2862683475489973,0.9140360989638374,2048
898,0.03991548223993517,-0.5488881346543789,0.3619119768578837,2048.0,0.17070912322879672,0.14106987753886518,0.14484202089915765,0.14481830271960205,0.17027660176375395,0.23293423498126664,0.3297920782727948,0.029639245689931537,0.02586710232963907,0.025890820509194667,0.025458299044151894,-0.09685784329152813,0.31379369212201574,0.2833659416684333,0.5283131420217377,0.6102094250551404,3.1162125146789323,2.398423778840031,2.854271569977227,0.9422846667640858,2048
918,0.0241946776927032,-0.6415365775494589,0.7192069807217998,2048.0,0.33747188415571,0.30404124945581423,0.308853773147053,0.3088876713140773,0.33719138845415053,0.5096611876073465,0.6546998829101489,0.03343063469989577,0.02861811100865702,0.028584212841632706,0.028303717140073237,-0.14503869530280245,0.42807956765014343,0.4072460992901017,0.5307722349732736,0.5772548687574237,2.1039490329582575,1.6654740006642974,2.0300495436553705,0.9221127680671357,2048
922,0.021914443233399857,-0.6570706580436281,0.40752390405225286,2048.0,0.22096762488595206,0.18694820022166744,0.1973152242832209,0.19727444192584292,0.22081403261062432,0.2868929216470848,0.38331418925594374,0.03401942466428462,0.02365240060273116,0.023693182960109138,0.023539590684781397,-0.09642126760885894,0.3534445308781299,0.32179842740775766,0.45777996655229447,0.5412583204010117,2.4870577743668254,2.197557453799695,2.027874857451802,0.9354302452807131,2048
923,0.01372253190486315,-0.20294234305463,0.6448266547584107,2048.0,0.33327098479558037,0.2800876634498878,0.28506649708104187,0.2853518356213531,0.33092058865089846,0.4062608561242955,0.5557858350705092,0.05318332134569259,0.0482044877145385,0.047919149174227293,0.045568753029545384,-0.14952497894621364,0.44142184729900613,0.40572645187121736,0.48316189733124026,0.5656388249725428,2.0723688531068816,2.8221480894677713,1.471616792009127,0.9421890116218319,2048
924,0.03249767419401521,-0.2822979222050458,0.6885931512632832,2048.0,0.512576458414282,0.49406350192658083,0.49219083826444016,0.49122989545430407,0.5076542099071794,0.5847168241992975,0.6478916298907027,0.018512956487701182,0.020385620149841854,0.021346562959977944,0.016424314452875288,-0.06317480569140521,0.5125039884757184,0.4944762136514147,0.25561783837972174,0.28250302661276994,1.4402349299583577,1.1655733312522378,1.4117864932410773,0.8977643690798915,2048
925,0.012516491042094124,-0.8488646030828414,0.25046281243905444,2048.0,0.11507801985041168,0.09642067533994252,0.10070764290044827,0.10070725689563204,0.11501317127905436,0.1714162050845287,0.2313155090346922,0.01865734451046916,0.014370376949963404,0.01437076295477964,0.014305914383422325,-0.05989930395016349,0.2645275363242556,0.23902323256364974,0.5405384985908285,0.6150299743064462,3.316641407832886,3.109244232802013,2.533740569158924,0.9458478841693554,2048
930,0.016302372353244016,-0.7016375039866247,0.5033080027956144,2048.0,0.19656413954661395,0.17080835746558073,0.17521845002797046,0.17522495603725213,0.19620112319953237,0.31161552030724815,0.44929797122607923,0.025755782081033213,0.02134568951864349,0.021339183509361814,0.020976167162280235,-0.13768245091883108,0.3376912220167443,0.3105247201575681,0.6094555650718798,0.6606285683580848,3.034772427815712,2.3275680942612493,2.716707499609743,0.9356252495363683,2048
932,0.032273661533495944,-0.5662395017298748,0.7051437449184207,2048.0,0.28411609099514945,0.24765083264044582,0.24731876715786702,0.24731416871603026,0.28318670852645766,0.44568489015026413,0.6173126043817221,0.03646525835470363,0.03679732383728243,0.03680192227911919,0.0358725398104274,-0.17162771423145795,0.39867829253146214,0.36820731823185315,0.5970806051353128,0.6487938318603437,2.6633587462536497,1.906031581210701,2.5487989494811454,0.9325771777368386,2048
935,0.02312722259658908,-0.5678715033565084,0.459293673217944,2048.0,0.19537492041690985,0.1621814025966101,0.16763400489301905,0.16753677234794656,0.19397072534735113,0.28673896849230207,0.41030447850216,0.03319351782029975,0.027740915523890797,0.027838148068963287,0.02643395299940457,-0.12356551000985794,0.33535518001442405,0.30166604070781766,0.5746187421915552,0.6468895348365669,2.806869007638412,2.225655041867646,2.4692773602430975,0.9459418629492131,2048
942,0.034518094536767394,-0.44502030455146485,0.32324249588964793,2048.0,0.172300650699987,0.14429120428369058,0.14521130585417585,0.14505095184838074,0.17099661453209436,0.2055402318769599,0.29246273994352034,0.028009446416296435,0.02708934484581116,0.027249698851606274,0.02594566268371362,-0.08692250806656043,0.31547010943383724,0.2898226329262908,0.46696163749827957,0.5536131352823415,2.2818429112797682,2.0595803897523166,1.8987626652564213,0.9438128103197884,2048
953,0.03181175979352572,-0.4938112732953688,0.4974171217189408,2048.0,0.22473705306692715,0.1669844255743072,0.17423399715344456,0.17412373805520948,0.22325073534549797,0.3098916551384687,0.4432746646908763,0.057752627492619946,0.050503055913482586,0.050613315011717674,0.04912699729028849,-0.13338300955240756,0.36203334005511434,0.30758906871835895,0.548191963536969,0.6642969888184516,3.2267458997335567,2.6859512860512678,2.6568051691397416,0.9635908208837574,2048
963,0.032895560944066975,-0.3414032713664961,0.9732635567941242,2048.0,0.6361204445190494,0.6068444300837612,0.6023044853889069,0.6024318681160818,0.6302180160636804,0.7774307371148965,0.8722098035848939,0.029276014435288156,0.03381595913014246,0.03368857640296752,0.027786147947598594,-0.09477906646999734,0.5551076662518115,0.532817588835439,0.3464047430128848,0.3764849964354231,1.5236419765132927,1.3841203627498173,1.2361982596584002,0.9119543967143208,2048
978,0.029504374443855508,-0.309280320118408,0.5612848543281217,2048.0,0.24837456796389717,0.21180210123718668,0.2125739163995068,0.21247134644321247,0.2470351989183054,0.3263039523028026,0.47799699194551265,0.036572466726710495,0.035800651564390384,0.0359032215206847,0.034563852475092915,-0.15169303964271003,0.3791321671970246,0.35007237426150967,0.557489274744086,0.6226477525556583,1.681868879372845,1.3833493456913881,1.354616734774555,0.9382067557811868,2048
980,0.01666929620132262,-0.7017449314409592,0.3470655047311282,2048.0,0.18410576828303632,0.1624888636518727,0.16622567030011298,0.16621947297409922,0.18399477553516,0.24441243740606033,0.3281188426447627,0.021616904631163614,0.017880097982923338,0.017886295308937095,0.017775302561060774,-0.08370640523870237,0.3292726877767853,0.30453768929457936,0.4695359643256303,0.5318207616808449,2.9554717214807367,2.660718409023737,2.437436125211839,0.928837323923314,2048
984,0.02708237095060717,-0.261262072926641,0.2922094323080804,2048.0,0.18226788768579688,0.16933431390656262,0.16943521816013238,0.16928778947610548,0.1815824731444331,0.20257331171210824,0.2687468941904342,0.012933573779234264,0.012832669525664503,0.012980098209691399,0.012294683668327616,-0.06617358247832594,0.3290350722565032,0.3147397926720742,0.3762422853837608,0.4205036005544436,1.7876837612821364,1.381617525835744,2.2462733830383805,0.9059691517711543,2048
986,0.029082540153412696,-0.43108734959358036,0.48138375486234136,2048.0,0.2992754389912702,0.2760132993594514,0.27827670836536517,0.2781594738771166,0.29854816421437824,0.3566964187155297,0.4509035976496678,0.02326213963181878,0.020998730625905015,0.02111596511415359,0.02038869033726165,-0.0942071789341381,0.4147914737810428,0.39522965992051434,0.37830174789165394,0.4266252307613052,2.1657446814653825,1.792389903901386,1.8237508646214975,0.9123466895240592,2048
992,0.031336669055958125,-0.5299194692949328,0.43994776543917324,2048.0,0.25137338798400577,0.22668380758799966,0.2338012690004752,0.23373637652194648,0.2509850538182746,0.3151440036794324,0.4126721431071755,0.024689580396006106,0.01757211898353056,0.017637011462059288,0.01724867729632809,-0.09752813942774308,0.3814118483180323,0.35862970889356577,0.42862901523530883,0.48474836015654055,1.7957978540139263,1.4734753430468033,1.7301274318947224,0.9121519822714788,2048
1004,0.01852211167822239,-0.5870010386621659,0.6104648375784131,2048.0,0.2998850186517671,0.2550727337722649,0.2622280016655466,0.2621932795249227,0.2992738995274471,0.427609157677348,0.5617672921259964,0.04481228487950217,0.03765701698622048,0.03769173912684437,0.03708062000252438,-0.13415813444864844,0.40511431353239136,0.37215681434186065,0.5087595547004009,0.5821663786827013,2.525100864504628,2.5557502754683057,1.7526044679085386,0.9345848814227558,2048
1005,0.03689158724890733,-0.36473147541711576,0.5036026820832797,2048.0,0.25943214572629475,0.2266072295488379,0.2274922783857647,0.22726761924901193,0.25743587697002474,0.3237794348402736,0.4484891062913704,0.03282491617745684,0.03193986734053006,0.03216452647728282,0.03016825772101281,-0.12470967145109679,0.3906618778926469,0.35974978838133775,0.48484756941109186,0.5500277547938787,2.4590166336861357,2.0719196094664207,1.9626729910182996,0.935624298111378,2048
1007,0.03642135544233475,-0.39536985758722476,0.5212752256145445,2048.0,0.2862951338582296,0.24574081252565422,0.2419059357950604,0.24205034156389332,0.28664173389814673,0.345028473283044,0.4466552643215197,0.04055432133257536,0.04438919806316918,0.044244792294336255,0.04459139233425341,-0.10162679103847572,0.3665937514176335,0.3219213132152696,0.4507793200401784,0.5285776103478845,2.1332948545999533,1.6529282604541364,1.9727512306987305,0.933738132786534,2048
1011,0.021683939994626932,-0.7160648930134856,0.32260943413619136,2048.0,0.17286251613092973,0.14780222472165794,0.15073545884742176,0.15072051980769796,0.17269547649150746,0.21701206631547265,0.30014079955177375,0.025060291409271795,0.022127057283507973,0.022141996323231772,0.0219749566838095,-0.0831287332363011,0.31368997759450207,0.29077033236103944,0.4641740202242354,0.5418539909801199,2.761979534897237,1.8245662116036756,2.805943803595047,0.9354930871128769,2048
1014,0.011012183672161432,-0.8576607584571033,0.2561757667088136,2048.0,0.12101059398888098,0.10872279947334751,0.11162664497931099,0.11160484382392785,0.12093149667077713,0.177879115154282,0.23915456260081994,0.012287794515533468,0.009383949009569986,0.009405750164953125,0.009326652846849276,-0.06127544744653793,0.27069469933190354,0.25415923587864653,0.5276266934083985,0.5755929576393966,2.8769663477293443,2.207924094016921,2.5778923747655837,0.9279134207791466,2048
1015,0.029993192556553482,-0.10466281520803353,0.6611921929424895,2048.0,0.3237989401147634,0.2777797458715306,0.282004386844422,0.2817872299125886,0.3200570198987651,0.442135511231474,0.5785501402990559,0.04601919424323281,0.04179455327034143,0.04201171020217481,0.03826978998617653,-0.13641462906758195,0.4300150663439005,0.3934159478593978,0.5102801521691176,0.5798804812934446,2.2986061776855355,1.6487601832411132,3.0633320977483804,0.9364914441820018,2048
1021,0.029642619349194443,-0.6137003667256034,0.3281675891592593,2048.0,0.16192352172149027,0.12419922586684433,0.12732592422493294,0.12727807387840553,0.16130430040387975,0.21164346348510277,0.2946009649363567,0.03772429585464594,0.03459759749655733,0.03464544784308474,0.03402622652547421,-0.08295750145125391,0.3051322491091447,0.2643874592394745,0.5065828342880351,0.6215371963299807,2.934561015312742,2.6512657927150567,2.254781535340729,0.956654057006107,2048
1034,0.036653635570414934,-0.2929500335257342,0.9632447116426864,2048.0,0.5717752285466501,0.5450077334109442,0.5415832181331922,0.5413973480547571,0.5643846369465877,0.7420270028770553,0.8562674833231012,0.026767495135705865,0.03019201041345787,0.03037788049189294,0.02298728889183055,-0.11424048044604596,0.5480540843073973,0.5280981278761925,0.4064070929893162,0.43419597655355346,1.2696445321500165,1.1295484986989197,1.094189731597566,0.9102173555078394,2048
1037,0.03792313384525692,-0.5249472160609059,0.15151682601276495,2048.0,0.10377288093181936,0.09027801947777611,0.09120477851232975,0.09116766914878557,0.10310645895724738,0.1446725876200805,0.14187142538304803,0.013494861454043244,0.012568102419489607,0.012605211783033782,0.011938789808461803,0.002801162237032473,0.24787092449053466,0.22823392115507596,0.31510655507608953,0.404171656353398,1.788949483429664,1.5765389243496013,1.6070871799012423,0.9336733039035334,2048
1042,0.04724906338507352,-0.1392676797774183,0.4810083309557081,2048.0,0.29482152317297416,0.25471675718989073,0.26685671069137523,0.2670710197639701,0.291821153618138,0.3466489762306866,0.42864513363383905,0.040104765983083435,0.027964812481598933,0.02775050340900409,0.02475013385416791,-0.08199615740315247,0.34118574577320115,0.3097458636598872,0.3870760562770341,0.4704525040474915,1.3115610633771762,1.1671493138331248,1.1322461993672446,0.9347084894724657,2048
1043,0.013326103648834747,-0.7704701445965116,0.36215495991235824,2048.0,0.1687494249890848,0.15627638333478988,0.15399428842902965,0.15398509083774484,0.168709090761265,0.24137080067082284,0.3391157009718594,0.012473041654294914,0.014755136560055143,0.014764334151339958,0.014723999923520165,-0.09774490030103655,0.3095173698152388,0.2959475244816392,0.5340408287382774,0.5684820018132324,2.548910527557234,2.3987802758507217,2.1006242453185777,0.9016951162394848,2048
1046,0.030014550482411296,-0.6199793941017416,0.5445805995428741,2048.0,0.24368893390195984,0.2262054454045288,0.22494306580614037,0.22489235497426627,0.2430204934476582,0.3544446899544833,0.4905011860417323,0.017483488497431032,0.018745868095819462,0.01879657892769357,0.018128138473391925,-0.136056496087249,0.366435035110126,0.35030095823439544,0.5525199867448187,0.5846244879189458,2.112320574598641,1.737458200669738,1.8345987418947276,0.9082092158164521,2048
1048,0.03668881887925486,-0.42615469587250376,0.9576507938689949,2048.0,0.4247658292365657,0.3674400789790999,0.3677263674835596,0.3676337246961935,0.421575293201632,0.6807063473053452,0.8367914999724121,0.05732575025746578,0.057039461753006115,0.05713210454037221,0.05394156850543852,-0.1560851526670669,0.4782651948057507,0.4359394017624205,0.5564501883609643,0.616310996313584,2.1321014269171092,1.7304888805489405,1.787687564386173,0.9319181211620482,2048
1054,0.02527107634348939,-0.6899171817179961,0.39097727028089946,2048.0,0.2130262708732159,0.19817447230812268,0.19865768697840608,0.19863395574934622,0.212932350424743,0.28074515693855906,0.3688033201903005,0.014851798565093222,0.014368583894809828,0.014392315123869681,0.014298394675396786,-0.08805816325174143,0.3505547600292697,0.33331781757197276,0.45514410410567807,0.4931304518911207,2.374574215899521,2.017791569731408,1.978117691972532,0.9061249820890912,2048
1055,0.02366833189238592,-0.4701033885550261,0.4484807856986376,2048.0,0.2320083235320004,0.21580215297569694,0.2106839841998655,0.2107104357108027,0.23183732437140947,0.30558919522429173,0.41845740254087016,0.016206170556303467,0.0213243393321349,0.02129788782119771,0.021126888660606774,-0.11286820731657843,0.3688858874416787,0.3513479773385815,0.48267945711301585,0.5188151647577874,2.2969546882809353,1.849611576562038,2.0122408502876414,0.9155782031125228,2048
1056,0.022756627867697256,-0.5414349511832579,0.6198391587569771,2048.0,0.3308712706943715,0.3142421200898491,0.3130947354880087,0.31301622253150896,0.33017591390834006,0.4411170312522894,0.5755949020018538,0.016629150604522414,0.017776535206362798,0.01785504816286254,0.0171596913768311,-0.1344778707495644,0.4254916334627895,0.40889352553760633,0.4661981805765557,0.4930263510294688,2.122743859946961,2.1475347637719047,1.547329509703208,0.8997089603581669,2048
1060,0.014518848764523262,-0.8568117783235004,0.3376113013043886,2048.0,0.13919503070243644,0.11861088513067204,0.12325229581456712,0.12323570182030194,0.13912440676766785,0.2134169742114871,0.30823551892242285,0.020584145571764398,0.01594273488786932,0.0159593288821345,0.01588870494736591,-0.09481854471093576,0.2887886843133378,0.26592933945466113,0.587706246311527,0.6486762004932617,3.196006376512637,2.5765585801715094,2.788236307446586,0.941533518414976,2048
