global_scale_factor,median_est_over_truth,log_slope,rel_abs_err_calibrated,rel_sq_err_calibrated,spearman_test_raw,spearman_test_calibrated,n_train,n_test,estimator,target,cell,scope,global_scale_factor_applied
1.0001148493085759,1.000197888035168,0.7480614491869653,0.0006025939191772406,3.6316800631808867e-07,0.7888563049853372,0.7888563049853372,32,32,D-residual Scal,Scal,F4_S0_N3,apply_clean_factor,1.0000790113751137
0.011720364313110397,0.006334906402785223,0.003245445432148074,0.8684856647082809,0.7567243786617813,0.30021994134897356,0.30021994134897356,32,32,Q K_H vs T2,K_H_T2,F4_S0_N3,apply_clean_factor,0.021143094257287227
0.12344263399187708,0.11541755863302038,0.20534818973326363,0.3517704996099168,0.12452962951413704,0.2467008797653959,0.2467008797653959,32,32,Q K_dir vs T2,K_dir_T2,F4_S0_N3,apply_clean_factor,0.6434630059223523
0.008464403479794765,0.004462977585801541,0.08332803450121921,0.7499791659891301,0.5626436421688038,0.23057184750733137,0.23057184750733137,32,32,Q K_H vs T3,K_H_T3,F4_S0_N3,apply_clean_factor,0.015991461902212328
0.003927013887533278,0.002120062196223477,0.27321090133324816,0.6677811906096782,0.44600111967040956,0.2734604105571847,0.2734604105571847,32,32,Q K_H vs pointwise,K_H_pw,F4_S0_N3,apply_clean_factor,0.006947273404217768
0.003927013887533277,0.0021200621962234783,0.27321090133324816,0.6677811906096784,0.4460011196704098,0.2734604105571847,0.2734604105571847,32,32,Q K_H vs pointwise H_S2,H_S2_pw,F4_S0_N3,apply_clean_factor,0.006947273404217767
0.9861520652273997,0.9943603288829366,1.8795641692836984,0.012452820520989363,0.00015565679646435432,0.3691348973607038,0.3691348973607038,32,32,D-full,H_E_norm,F4_S3_N4,apply_clean_factor,1.005007781342296
0.0,0.0,7.371086451887115,1.0,1.0,0.3648609397752675,0.3648609397752675,32,32,D-full residualized,H_S_from_HE,F4_S3_N4,apply_clean_factor,2.570617345138963
1.0503144650308744,0.9855251735606905,0.6487714137443972,0.12391747695497081,0.015490895240615588,0.721774193548387,0.721774193548387,32,32,D-residual,H_S_norm,F4_S3_N4,apply_clean_factor,1.020424254827753
0.999592303872706,0.9992495284117845,0.9526367723285903,0.00065284274825275,4.276669161990413e-07,0.8262463343108504,0.8262463343108504,32,32,D-residual Scal,Scal,F4_S3_N4,apply_clean_factor,1.0000790113751137
0.14664905668237732,0.11603193924209462,-0.05721805922516654,0.7219778995488453,0.5214253579829152,-0.012096774193548385,-0.012096774193548385,32,32,Q K_H vs T2,K_H_T2,F4_S3_N4,apply_clean_factor,0.021143094257287227
0.2271107011963393,0.21867985154868003,-0.08188955272493721,0.5607361397648278,0.31524255419650393,-0.21554252199413487,-0.21554252199413487,32,32,Q K_dir vs T2,K_dir_T2,F4_S3_N4,apply_clean_factor,0.6434630059223523
0.1148004964945951,0.0734759777069731,0.05173732472176797,0.6563012860347197,0.43078193424108346,0.18108504398826977,0.18108504398826977,32,32,Q K_H vs T3,K_H_T3,F4_S3_N4,apply_clean_factor,0.015991461902212328
0.03369630156641075,0.02215842062160855,0.02509571904809168,0.5529854131557312,0.3069961197719049,0.16129032258064516,0.16129032258064516,32,32,Q K_H vs pointwise,K_H_pw,F4_S3_N4,apply_clean_factor,0.006947273404217768
0.033696301566410694,0.02215842062160854,0.025095719048091783,0.552985413155733,0.306996119771907,0.16129032258064516,0.16129032258064516,32,32,Q K_H vs pointwise H_S2,H_S2_pw,F4_S3_N4,apply_clean_factor,0.006947273404217767
