cell,fixture,sampling,noise,anchor_i,sample_id,K_H_T2,K_dir_T2,K_H_T3,K_dir_T3,K_H_pw,K_dir_pw,q_n_eff,q_design_cond,radius_lat,s_x,rms_eps
F4_S0_N0,F4,S0,N0,54,100217,4.5034869600020425e-06,0.0013239668758633335,0.00010539486137666466,0.0003473545966126244,0.00020539173283507417,0.0009314331018142927,1024,261.8604163150413,1.375635582503325,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,55,100023,0.000947991335264141,0.0012647000073945788,0.0011290820508006423,0.0015155520610725833,0.002743124843202389,0.003372205691212423,1024,77.29223801058923,0.9381378052973193,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,56,100060,0.0010126655411737454,0.0012581111105766393,0.0014417903433523165,0.0017205430231974682,0.0025597533310738013,0.003036113933900911,1024,58.26754417883828,0.8631481981991346,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,57,100246,2.8151093296156166e-05,0.0025578428493860652,0.002352803786182974,0.0038866321156403576,0.004977954746332789,0.009930775968452979,1024,294.47377350263906,1.4352333333552214,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,58,100241,0.0022482712681929397,0.0031572212141179725,0.0019720270414817975,0.002582920530929793,0.004651736453748859,0.005681218295080928,1024,253.78131738593783,1.2884847992986286,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,59,100039,0.004165579869790481,0.005658348229116441,0.0025360530511341173,0.002902920009551055,0.006958600692792755,0.007875175272775673,1024,323.71056329230737,1.4361481773161877,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,60,100180,0.0009761085592152514,0.0025345865616408125,0.0011165630865376658,0.001722604453647262,0.0031242673604584565,0.004637199960853168,1024,265.7065511677835,1.397048794944617,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,61,100198,0.0011263813712198117,0.0016069461853276794,0.0016795356455300177,0.0021882729418865165,0.00281758285119006,0.003997680186551367,1024,78.39199077878799,1.0012142227973393,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,62,100159,0.001303869958808631,0.004704820444220298,0.001856724642062846,0.003446032156045718,0.0023907877492640316,0.007461701847193867,1024,488.2883145036049,1.5876623130345888,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,63,100086,0.0008608593003289942,0.002221754876585107,0.0007731607212336148,0.0013457039699247748,0.002616068491190688,0.003778145749711511,1024,294.8617134888835,1.403547753440011,0.9985427906903943,0.0
F4_S1_N0,F4,S1,N0,0,100244,0.0019425727927481471,0.0035437958995228613,0.009037583327807377,0.011116896979054583,0.02286272419648697,0.02981511820161113,1024,390.4749133137726,1.3918981481447847,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,1,100047,0.00491426349517187,0.008271308320850351,0.0023690782083365673,0.0031555455701005567,0.005610654623626524,0.007327341389049518,1024,1019.1060786770038,1.6694167020259503,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,2,100073,1.9467137887753768e-05,0.0011551509437227822,0.00014547358310451405,0.0004935603986991387,0.0004489657957458306,0.001614366290193412,1024,504.0169806690341,1.436549596553589,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,3,100211,0.0004880525806244491,0.0008174568547632303,0.0008068188022659235,0.0010253927083378105,0.0024055860278171443,0.0027509947307780983,1024,159.96187567517106,1.1830577057147327,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,4,100020,0.000114533772405348,0.0014361437547420533,0.00032760312081223087,0.0011301869204045098,0.0016003807600658833,0.0031798070491904124,1024,505.8583391995039,1.456671733186372,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,5,100043,0.000220224994454898,0.0016243707986009664,0.0004183834372843607,0.0010408669795441043,0.0007259200594127529,0.003005971627776449,1024,513.8217273534466,1.4607423026586206,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,6,100127,0.0001768668301769876,0.0009568498202317441,0.00026501716249099027,0.0006525706579120545,0.0011756465635989286,0.0018691594367475331,1024,366.8097625673113,1.3411099203452488,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,7,100101,0.00017280877559439417,0.0009150902970006573,0.0008152994258767685,0.0013546587292160303,0.0018067234387242844,0.0033769218160128287,1024,304.20910305122453,1.3342428909377915,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,8,100152,0.0010404895233631396,0.0016523769501456736,0.0021187641974478766,0.003110293067553042,0.005957050588209798,0.00835726818326001,1024,199.77792954772013,1.2449590389677656,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,9,100169,0.00028060502036630664,0.0006270347805096946,0.0005213319537088173,0.0008495372800486212,0.0024153588048352903,0.0029377342133727097,1024,158.77285355663784,1.188116662134438,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,10,100149,0.0004894234392106806,0.0012821872419796546,0.00043992385900778797,0.0009117803771810487,0.0020895082379210287,0.003003216405792235,1024,321.9958854661393,1.3218027453354626,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,11,100167,0.00047665691039849964,0.0007273045715068401,0.0007026870127560912,0.0009803129528696904,0.00205918292160678,0.0026046005103780136,1024,112.2014593827141,1.1022748461301854,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,12,100145,0.000527201984058301,0.0008048218665222115,0.0008847754492833281,0.0011976717122545088,0.0022624904360320766,0.0028225985426259727,1024,120.33691079779508,1.1042236906420475,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,13,100035,0.00033000547963777955,0.0012849751703678314,0.0006520162433872919,0.001308077744876023,0.0028433973756769515,0.004612817704667072,1024,333.19655744835217,1.3542274193158563,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,14,100208,0.0042053537392417175,0.006653337092648834,0.002217386771496916,0.002705654713745488,0.005604684456311994,0.006685062233838943,1024,911.2114479568982,1.5825939217381224,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,15,100052,0.0006881606413756692,0.0008789860889949178,0.0009987817275454002,0.001252167120250326,0.0021794128338535473,0.002694481929193713,1024,75.85377370568976,1.0195825340895457,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,16,100134,0.0006682249350075393,0.001127230638830781,0.0010863446820430572,0.001671075887323498,0.002790054717744471,0.004002997986415345,1024,197.98401520808667,1.220131410940969,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,17,100222,0.0036397503589458316,0.00833783630893871,0.0001519941840924717,0.0014456586327418798,0.003387553348124766,0.00706034829410611,1024,1416.0831242424222,1.757436835759436,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,18,100221,0.0007135909672636338,0.0014001778861239766,0.0006762622442497252,0.0012927846111473497,0.003288209740459537,0.004534282059171658,1024,296.38935371426004,1.3400738737663072,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,19,100230,5.39596644665721e-05,0.0015541052972836969,0.0006370612512369893,0.00121463396009817,0.0009582968751612678,0.0033182516107711116,1024,569.581988747595,1.4716257608248156,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,20,100214,0.00021564427815003049,0.0005629636173966955,0.00031990203010845674,0.000621791014244244,0.0023624808880292297,0.0030466486960410316,1024,141.5380828739779,1.1431590283143254,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,21,100046,0.00019420056739702818,0.0006818898472508204,0.0004853879704064091,0.0007755364231482126,0.0011856179611291896,0.001546879869943809,1024,224.0215551914053,1.2633155618931855,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,22,100253,4.631665014827998e-05,0.0005789121641852145,0.00024768771879028257,0.0006917416643059638,0.001254479484042357,0.0024840238905541015,1024,225.7131965999971,1.2635971700653656,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,23,100147,0.000690492330642538,0.0012921456278744805,0.000973271732125807,0.0012093529211890566,0.0025432724732004086,0.0030757598785844105,1024,280.3768035784277,1.3120386772462602,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,24,100139,0.0005783013150836054,0.0013634334615145927,0.0011824473530046085,0.0016944512899557975,0.0037716323515839725,0.005187520233987878,1024,342.6846912756539,1.3543161884442112,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,25,100014,0.008339033217979264,0.011669455549639643,0.0026567482000180768,0.003172537670343452,0.007926588487410832,0.008782260835268618,1024,1003.0381554338485,1.6710451622106588,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,26,100108,0.0005621424159423611,0.0009951775082832864,0.0008410961281532206,0.0011237222042714565,0.002348219546916847,0.0029177277972057786,1024,192.70711547511328,1.2174108502610523,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,27,100084,0.0010183096880598253,0.0045211989270198625,0.000668823818206622,0.001636418046212526,0.001371788780849491,0.005604283243451915,1024,992.7803613816743,1.6370226649958861,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,28,100236,7.743360878559929e-05,0.0010069229188349892,0.0003973216077271081,0.0010748693584533373,0.001470453086940485,0.0030650855342816297,1024,381.847431188339,1.3690277703750895,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,29,100189,0.0002886068600882414,0.0006262600432964918,0.00040083694786485356,0.0006385490269426957,0.001541271937330838,0.001995725428159332,1024,158.26674051655132,1.1832883897286388,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,30,100184,0.003058342693550034,0.0058587330298939455,3.495110543170202e-05,0.001050484510265996,0.0013731108619117758,0.0033553134328800755,1024,832.0359763513172,1.6218937449246942,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,31,100204,0.0002279161292957681,0.0015480444951590133,9.365178314621062e-06,0.0008349374366908889,0.0010882616386324326,0.002888365957593764,1024,511.21453358582005,1.4309357263576714,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,32,100252,0.0003894775326765582,0.0009256763641911594,0.0008378899308325508,0.0011650661581315742,0.0021992763517859754,0.002916896191985246,1024,194.58737655439737,1.240311273311829,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,33,100081,4.156412814695189e-06,0.0014453621278980205,0.0010051690829131806,0.0015343566065868374,0.0014185287437994516,0.003599486839710647,1024,509.00167702598986,1.460408240051064,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,34,100176,8.916006555925389e-09,0.0009016374750907097,2.87035509037503e-06,0.0011180188712246117,0.0006013752269033669,0.0022175444025067806,1024,346.8400797799162,1.3494568624490826,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,35,100168,0.007242955738746032,0.0112536935561889,0.002043474784487521,0.0030968687162281454,0.0060855026838159436,0.007591823770956354,1024,1155.635211767225,1.7065380249140278,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,36,100038,0.0002807203181917414,0.0016022534777158646,0.0004895787642656364,0.0012205082006739984,0.0015930491025660093,0.002605556532761119,1024,532.4700357122254,1.468904213321268,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,37,100135,0.001550366298925406,0.002696169591835872,0.004287959497086595,0.006496971578039849,0.009844038595175447,0.013126722201394495,1024,284.71892049338555,1.323656496609241,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,38,100106,0.001619176761908438,0.002123520917231432,0.0032277244738378556,0.0038823378022677765,0.007760047237651397,0.009647277756074539,1024,167.80279044300588,1.1934685066089235,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,39,100065,3.429120244147856e-06,0.001703015533381106,0.00017781742291368357,0.001551408592595469,0.0017839450211027115,0.004703564615813687,1024,580.7837527025231,1.487578937259152,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,40,100092,0.0005473262207148411,0.0009325453358934692,0.0009118030915898553,0.0012921036067648957,0.0023976050385633133,0.003054956946328834,1024,160.77390408664283,1.1839344607105866,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,41,100238,0.01291570632044953,0.020891058762161012,0.001521360734833497,0.004142704230670393,0.003057355420636343,0.009286572728754175,1024,1822.8833230675525,1.882951770902375,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,42,100112,0.0005948989269845514,0.0007971465416225956,0.0009545048677172896,0.0012325535588250816,0.001829049102977009,0.002475787669973128,1024,89.32297986398969,1.0637235613412563,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,43,100071,0.00016963674350954053,0.00106387441664991,0.0005059522147346134,0.0008345435381206035,0.0015161080738664628,0.002422647853981408,1024,377.7640490027238,1.3770089970211896,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,44,100045,0.0007700302184057026,0.0013112893582758393,0.0016606400721744339,0.002183235923124152,0.004699276871266728,0.006169008651764322,1024,188.8398560955571,1.2382400082438871,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,45,100215,0.0003548299903803628,0.0030529909675411824,0.001437788305864791,0.0035150457518811507,0.00013821116309385828,0.003896656167232264,1024,846.2659675787773,1.5573522444535466,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,46,100072,6.187481507459526e-06,0.0005365512287312554,1.740375126408811e-06,0.00047097460078804516,0.001046447051622067,0.002180821388436837,1024,157.82317372529795,1.177902013212333,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,47,100120,0.00025577128383592586,0.001068248507029551,0.00043520811556109923,0.0009203108543074762,0.001522800355044991,0.002407007182360195,1024,355.3450264618157,1.3583184817147043,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,48,100037,0.0003693690949804119,0.0006726304930497718,0.0008139348382219971,0.0011127244995200066,0.0023051112642968282,0.0029248916859106297,1024,121.73022322033236,1.1409250328345995,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,49,100026,0.0001286504560004878,0.0008690211486856422,0.0003593585852307873,0.0007956373221183543,0.0011382288324554126,0.0019739267442230473,1024,264.3949733609831,1.3076520247471923,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,50,100021,0.0011104709649034927,0.002373900173040089,0.0011950698914966378,0.0016707196756918538,0.003229061801126665,0.004371821951144255,1024,495.3798032445776,1.435759524662331,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,51,100033,0.0003851285661902395,0.0007545585624025838,0.0007001910309008728,0.0010983241585303853,0.002157177735289097,0.0028024658152966293,1024,174.16917838746338,1.1880355764409563,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,52,100223,0.0004904334772075816,0.0007613355739514545,0.0010401169500047192,0.001387745431076514,0.00264486023040142,0.003244675753255969,1024,118.73579201961012,1.1364547124998174,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,53,100036,0.000302105459493768,0.0006858042055368111,0.0005783815243633021,0.0007539646477525751,0.0013663491702171843,0.0017391842735056627,1024,183.2405365692353,1.2009538973484353,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,54,100217,0.00015959298347228057,0.002014483093396261,9.004172871243897e-05,0.00028339994917692037,0.00020539173283507417,0.0009314331018142927,1024,750.4882373457889,1.5324844759212883,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,55,100023,0.0005808853447045709,0.0008308073212153259,0.0008322910400901131,0.001158114357207504,0.002743124843202389,0.003372205691212423,1024,113.82187104875935,1.110491745551642,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,56,100060,0.0005953075844931293,0.0007733950113920365,0.001097452310044076,0.0013306012129378304,0.0025597533310738013,0.003036113933900911,1024,76.30992837085304,1.0403037948752032,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,57,100246,0.0001981176177373793,0.0035270297993565034,0.0019176525310213726,0.0033086821419229424,0.004977954746332789,0.009930775968452979,1024,792.5857675303928,1.5982897548240422,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,58,100241,0.0024418644069324085,0.003806824578609349,0.0015945137622129615,0.0021223849694576857,0.004651736453748859,0.005681218295080928,1024,637.3090855743043,1.4639979557761134,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,59,100039,0.005541186559778771,0.008063822052163588,0.0021485522095400574,0.002454164014523333,0.006958600692792755,0.007875175272775673,1024,869.4928225712956,1.6042738185162162,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,60,100180,0.00123100233531128,0.0032343597032142785,0.0009342831249257965,0.0014344911880889372,0.0031242673604584565,0.004637199960853168,1024,652.8449447328625,1.5470052343993606,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,61,100198,0.0007272903563244223,0.0010695644236428845,0.001429707282392573,0.001817739066906244,0.00281758285119006,0.003997680186551367,1024,149.98435854615704,1.1652555362979076,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,62,100159,0.001303603606057379,0.005409428595391978,0.0016243673824629659,0.002929721148372021,0.0023907877492640316,0.007461701847193867,1024,1334.4683247101527,1.7287157118337972,0.9981957871417761,0.0
F4_S1_N0,F4,S1,N0,63,100086,0.0013625701845546537,0.0034073783254531627,0.0006336430170561431,0.001129468068177024,0.002616068491190688,0.003778145749711511,1024,805.7362559347096,1.5618058720239052,0.9981957871417761,0.0
F4_S2_N0,F4,S2,N0,0,100244,0.0033217606197901996,0.005309404331733606,0.011085406063041797,0.01358857200569011,0.02286272419648697,0.02981511820161113,1024,174.04112861033892,1.226183822824252,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,1,100047,0.0043835334644955065,0.006448401735027236,0.0027067317025296577,0.003556176220248745,0.005610654623626524,0.007327341389049518,1024,409.366895070579,1.5186779575732996,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,2,100073,0.00010819352714631878,0.0010724748387165904,0.0001885249232805959,0.0006469029038833154,0.0004489657957458306,0.001614366290193412,1024,182.4353352611044,1.249075790403044,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,3,100211,0.000818811091563901,0.0011491911657115208,0.001035287654445244,0.0012868297701423665,0.0024055860278171443,0.0027509947307780983,1024,89.34663490878482,1.018686606702404,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,4,100020,0.0006015820510447991,0.0018134223647160224,0.0004680207865979413,0.0014174776251994767,0.0016003807600658833,0.0031798070491904124,1024,204.5256845606632,1.2777035268138552,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,5,100043,8.12423321670133e-06,0.0014093272678288291,0.0004905266476424959,0.0012314975100103354,0.0007259200594127529,0.003005971627776449,1024,211.8346565183862,1.3110200669980565,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,6,100127,0.0003691716654756104,0.0011336532882772969,0.0003448120155567525,0.000786677677589721,0.0011756465635989286,0.0018691594367475331,1024,158.67624884019136,1.200264438064944,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,7,100101,0.0004188438906347488,0.0012883311159744219,0.000996184291527063,0.0016847569009340567,0.0018067234387242844,0.0033769218160128287,1024,148.06152629053608,1.1737184706048247,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,8,100152,0.0017761283231312504,0.0026382940824260298,0.0027595583649574385,0.00396488477835612,0.005957050588209798,0.00835726818326001,1024,100.38489863679489,1.0670856499201977,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,9,100169,0.0006440852757706246,0.0009756454349970344,0.0007970923146314467,0.001184233915915152,0.0024153588048352903,0.0029377342133727097,1024,92.8135095543692,1.0136974332485813,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,10,100149,0.0007256599798234066,0.0014670919434028487,0.0006009664073025883,0.0011495265252452164,0.0020895082379210287,0.003003216405792235,1024,149.38156876879702,1.1733514793771795,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,11,100167,0.0007390030065277629,0.0010431978937367724,0.0009043199237127786,0.0012502234367694355,0.00205918292160678,0.0026046005103780136,1024,66.14860009235431,0.9331611203966144,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,12,100145,0.0007681553009640549,0.0010982143304478229,0.0010792073714700897,0.0014516042031452884,0.0022624904360320766,0.0028225985426259727,1024,79.91248521919205,0.9664987891841477,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,13,100035,0.0006781419516726648,0.0015486898443481856,0.0008819754528644689,0.0016832299304074406,0.0028433973756769515,0.004612817704667072,1024,159.97222892419427,1.1938990732237231,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,14,100208,0.0038295654618026825,0.005445881171358308,0.0025789387549706696,0.003124782987052389,0.005604684456311994,0.006685062233838943,1024,352.19209489004203,1.432221111404464,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,15,100052,0.0010340065952450744,0.0012836438636949269,0.0012178090149556867,0.0015377146634512559,0.0021794128338535473,0.002694481929193713,1024,59.09131397751224,0.849630771736716,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,16,100134,0.001051067003543865,0.001700537549291629,0.0013926009651908935,0.002090427236389913,0.002790054717744471,0.004002997986415345,1024,95.3845191566957,1.039730039769312,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,17,100222,0.004068813989425231,0.007745146336456408,0.00018705372074181387,0.001613460857556269,0.003387553348124766,0.00706034829410611,1024,582.2859813609467,1.665235791237853,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,18,100221,0.001016993499354335,0.0015908510996879887,0.0009846659240558347,0.001712428847908899,0.003288209740459537,0.004534282059171658,1024,156.4853863440877,1.1808986374271013,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,19,100230,6.358947648184869e-06,0.0016615243051050941,0.0007439255265326227,0.0014786604508558359,0.0009582968751612678,0.0033182516107711116,1024,228.36971239463912,1.3181988503752207,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,20,100214,0.0005118615193632255,0.0008999075019343948,0.0005057280012244382,0.0008672825896569567,0.0023624808880292297,0.0030466486960410316,1024,83.10946408693786,0.9933478250408836,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,21,100046,0.0005412877161427495,0.0009841089221391255,0.000620394028505886,0.0009491721811419869,0.0011856179611291896,0.001546879869943809,1024,96.77055958984394,1.0798193892994763,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,22,100253,0.00020571508804243636,0.0009046636456945061,0.0003592826380507673,0.0009101791305519436,0.001254479484042357,0.0024840238905541015,1024,112.4927391830268,1.096819114108698,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,23,100147,0.0009673898998766115,0.0014835573634526596,0.0011900087683212408,0.001474343989331362,0.0025432724732004086,0.0030757598785844105,1024,139.66514386069238,1.1518578833108195,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,24,100139,0.001305209438183143,0.0020132140530398418,0.0014788820753580069,0.0020873528917735237,0.0037716323515839725,0.005187520233987878,1024,146.81870328657382,1.1909344113240228,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,25,100014,0.0068245768323887636,0.00829470048446289,0.003075601013863308,0.0036674400916318997,0.007926588487410832,0.008782260835268618,1024,395.3657234247927,1.5278993092171729,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,26,100108,0.0008694976837207482,0.0013478836484421349,0.0010580378791424342,0.0013954958714760813,0.002348219546916847,0.0029177277972057786,1024,105.91044857411129,1.051550525281261,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,27,100084,0.00031311169546737047,0.0032033583431657284,0.000816088654651276,0.0020294966161427262,0.001371788780849491,0.005604283243451915,1024,395.8145754959936,1.4928599118008934,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,28,100236,0.00026938754552431577,0.0011861438136260224,0.0005448901166742535,0.001374416140731315,0.001470453086940485,0.0030650855342816297,1024,149.0253765095346,1.1909232010624236,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,29,100189,0.0005026583217794229,0.000864556378895351,0.0005343458041856993,0.0008103991863021541,0.001541271937330838,0.001995725428159332,1024,98.04730872631917,1.035919642377669,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,30,100184,0.002264972520665242,0.004131480170147494,5.579786490064195e-05,0.0011788079767957981,0.0013731108619117758,0.0033553134328800755,1024,362.11117054577414,1.5015875683098705,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,31,100204,0.0004946795848405838,0.0017019463341855702,3.858647166273437e-05,0.001007494654297034,0.0010882616386324326,0.002888365957593764,1024,210.8102406958034,1.2863185791430976,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,32,100252,0.0007514167321676917,0.001233865542836124,0.0010489689423187514,0.0014549443655144873,0.0021992763517859754,0.002916896191985246,1024,101.25833451843614,1.0727445561728308,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,33,100081,0.00011175606831652538,0.001416584418917995,0.001154353963630268,0.001819523823992474,0.0014185287437994516,0.003599486839710647,1024,197.63730536899064,1.3159982902918883,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,34,100176,5.3484672098409856e-05,0.0008823921189969248,3.264934504638021e-06,0.0012530798519674589,0.0006013752269033669,0.0022175444025067806,1024,154.77981080789192,1.1862188024209255,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,35,100168,0.005342249121882484,0.007914839597075765,0.0023772469831581464,0.003551253877557147,0.0060855026838159436,0.007591823770956354,1024,431.6446894015735,1.5555483958206673,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,36,100038,0.0007772421191381226,0.001816410319612513,0.0006301591364966296,0.0014521592193563054,0.0015930491025660093,0.002605556532761119,1024,220.6193694271977,1.304108569293275,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,37,100135,0.0028683914639204477,0.004381234759633777,0.005292922803874509,0.007788638298051453,0.009844038595175447,0.013126722201394495,1024,123.44809135825498,1.13173843782833,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,38,100106,0.0025267774767590142,0.003197613717491381,0.003927740770436344,0.0047285149905087025,0.007760047237651397,0.009647277756074539,1024,93.41266525448623,1.0430184724718494,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,39,100065,8.60458017793336e-05,0.001970580112082193,0.0002877551104958461,0.0019091322070899086,0.0017839450211027115,0.004703564615813687,1024,249.16264178347856,1.3273493409510508,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,40,100092,0.0009942800761570708,0.0014015859068650875,0.0012099736917655182,0.0016599934000337008,0.0023976050385633133,0.003054956946328834,1024,86.49258734468832,1.0110099331493534,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,41,100238,0.019615536418930227,0.02735882768976741,0.0016342679447131263,0.004593876875326334,0.003057355420636343,0.009286572728754175,1024,656.4154412284108,1.7099125834642637,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,42,100112,0.0009203579585476961,0.00121819016892546,0.0011576758060762938,0.001494354873009642,0.001829049102977009,0.002475787669973128,1024,61.76041917115241,0.9013594429889144,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,43,100071,0.000591539026029233,0.0014030916497962517,0.0006180068120029291,0.001008834157073499,0.0015161080738664628,0.002422647853981408,1024,156.9682603727898,1.226994705518762,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,44,100045,0.001417365106416192,0.0020737387505119532,0.0021260187157989946,0.002764041109165784,0.004699276871266728,0.006169008651764322,1024,95.83884406168447,1.0522432993709887,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,45,100215,9.006700735275147e-06,0.0027255211064430226,0.001363987137525669,0.0036611484276091576,0.00013821116309385828,0.003896656167232264,1024,325.15857503996926,1.4253089280030657,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,46,100072,2.1559007513072153e-05,0.0006357731481853123,6.544852341198987e-06,0.0005632743582915348,0.001046447051622067,0.002180821388436837,1024,97.81451965186932,1.0423665504405173,0.9964603388028486,0.0
F4_S2_N0,F4,S2,N0,47,100120,0.0004488997892522957,0.0011655211546630002,0.0005703597617509644,0.0011375733717733953,0.001522800355044991,0.002407007182360195,1024,163.6131699782865,1.1895658677485481,0.9964603388028486,0.0
