dataset,scheme,iteration,n_samples,method,value,ratio_to_full
jwst_dinov3_vitl16,bootstrap_deduplicated,0,941,pca_explained_variance_95,130.0,0.896551724137931
jwst_dinov3_vitl16,bootstrap_deduplicated,1,950,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,2,939,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,3,945,pca_explained_variance_95,130.0,0.896551724137931
jwst_dinov3_vitl16,bootstrap_deduplicated,4,958,pca_explained_variance_95,135.0,0.9310344827586207
jwst_dinov3_vitl16,bootstrap_deduplicated,5,934,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,6,939,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,7,971,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,8,961,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,9,916,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,10,936,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,11,945,pca_explained_variance_95,134.0,0.9241379310344827
jwst_dinov3_vitl16,bootstrap_deduplicated,12,941,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,13,931,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,14,931,pca_explained_variance_95,128.0,0.8827586206896552
jwst_dinov3_vitl16,bootstrap_deduplicated,15,934,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,16,942,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,17,961,pca_explained_variance_95,134.0,0.9241379310344827
jwst_dinov3_vitl16,bootstrap_deduplicated,18,959,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,19,959,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,20,932,pca_explained_variance_95,134.0,0.9241379310344827
jwst_dinov3_vitl16,bootstrap_deduplicated,21,951,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,22,948,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,23,945,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,24,928,pca_explained_variance_95,134.0,0.9241379310344827
jwst_dinov3_vitl16,bootstrap_deduplicated,25,961,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,26,944,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,27,928,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,28,936,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,29,930,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,30,947,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,31,934,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,32,955,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,33,943,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,34,943,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,35,942,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,36,948,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,37,938,pca_explained_variance_95,130.0,0.896551724137931
jwst_dinov3_vitl16,bootstrap_deduplicated,38,932,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,39,960,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,40,938,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,41,942,pca_explained_variance_95,130.0,0.896551724137931
jwst_dinov3_vitl16,bootstrap_deduplicated,42,939,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,43,919,pca_explained_variance_95,130.0,0.896551724137931
jwst_dinov3_vitl16,bootstrap_deduplicated,44,959,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,45,949,pca_explained_variance_95,134.0,0.9241379310344827
jwst_dinov3_vitl16,bootstrap_deduplicated,46,950,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,47,951,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,48,955,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,49,924,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,50,945,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,51,931,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,52,939,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,53,952,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,54,965,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,55,940,pca_explained_variance_95,130.0,0.896551724137931
jwst_dinov3_vitl16,bootstrap_deduplicated,56,926,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,57,951,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,58,928,pca_explained_variance_95,130.0,0.896551724137931
jwst_dinov3_vitl16,bootstrap_deduplicated,59,960,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,60,947,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,61,954,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,62,946,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,63,922,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,64,936,pca_explained_variance_95,129.0,0.8896551724137931
jwst_dinov3_vitl16,bootstrap_deduplicated,65,965,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,66,939,pca_explained_variance_95,130.0,0.896551724137931
jwst_dinov3_vitl16,bootstrap_deduplicated,67,949,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,68,932,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,69,963,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,70,950,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,71,929,pca_explained_variance_95,130.0,0.896551724137931
jwst_dinov3_vitl16,bootstrap_deduplicated,72,959,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,73,945,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,74,965,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,75,956,pca_explained_variance_95,130.0,0.896551724137931
jwst_dinov3_vitl16,bootstrap_deduplicated,76,951,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,77,948,pca_explained_variance_95,130.0,0.896551724137931
jwst_dinov3_vitl16,bootstrap_deduplicated,78,937,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,79,947,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,80,938,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,81,947,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,82,941,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,83,958,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,84,971,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,85,946,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,86,947,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,87,934,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,88,957,pca_explained_variance_95,130.0,0.896551724137931
jwst_dinov3_vitl16,bootstrap_deduplicated,89,943,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,90,903,pca_explained_variance_95,130.0,0.896551724137931
jwst_dinov3_vitl16,bootstrap_deduplicated,91,944,pca_explained_variance_95,134.0,0.9241379310344827
jwst_dinov3_vitl16,bootstrap_deduplicated,92,958,pca_explained_variance_95,128.0,0.8827586206896552
jwst_dinov3_vitl16,bootstrap_deduplicated,93,933,pca_explained_variance_95,131.0,0.903448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,94,965,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,bootstrap_deduplicated,95,961,pca_explained_variance_95,135.0,0.9310344827586207
jwst_dinov3_vitl16,bootstrap_deduplicated,96,945,pca_explained_variance_95,134.0,0.9241379310344827
jwst_dinov3_vitl16,bootstrap_deduplicated,97,933,pca_explained_variance_95,133.0,0.9172413793103448
jwst_dinov3_vitl16,bootstrap_deduplicated,98,937,pca_explained_variance_95,130.0,0.896551724137931
jwst_dinov3_vitl16,bootstrap_deduplicated,99,932,pca_explained_variance_95,132.0,0.9103448275862069
jwst_dinov3_vitl16,sparse_10pct,0,150,pca_explained_variance_95,62.0,0.42758620689655175
jwst_dinov3_vitl16,sparse_10pct,1,150,pca_explained_variance_95,63.0,0.43448275862068964
jwst_dinov3_vitl16,sparse_10pct,2,150,pca_explained_variance_95,60.0,0.41379310344827586
jwst_dinov3_vitl16,sparse_10pct,3,150,pca_explained_variance_95,62.0,0.42758620689655175
jwst_dinov3_vitl16,sparse_10pct,4,150,pca_explained_variance_95,64.0,0.4413793103448276
jwst_dinov3_vitl16,sparse_10pct,5,150,pca_explained_variance_95,61.0,0.4206896551724138
jwst_dinov3_vitl16,sparse_10pct,6,150,pca_explained_variance_95,65.0,0.4482758620689655
jwst_dinov3_vitl16,sparse_10pct,7,150,pca_explained_variance_95,62.0,0.42758620689655175
jwst_dinov3_vitl16,sparse_10pct,8,150,pca_explained_variance_95,62.0,0.42758620689655175
jwst_dinov3_vitl16,sparse_10pct,9,150,pca_explained_variance_95,63.0,0.43448275862068964
jwst_dinov3_vitl16,sparse_10pct,10,150,pca_explained_variance_95,64.0,0.4413793103448276
jwst_dinov3_vitl16,sparse_10pct,11,150,pca_explained_variance_95,61.0,0.4206896551724138
jwst_dinov3_vitl16,sparse_10pct,12,150,pca_explained_variance_95,63.0,0.43448275862068964
jwst_dinov3_vitl16,sparse_10pct,13,150,pca_explained_variance_95,61.0,0.4206896551724138
jwst_dinov3_vitl16,sparse_10pct,14,150,pca_explained_variance_95,61.0,0.4206896551724138
jwst_dinov3_vitl16,sparse_10pct,15,150,pca_explained_variance_95,59.0,0.4068965517241379
jwst_dinov3_vitl16,sparse_10pct,16,150,pca_explained_variance_95,61.0,0.4206896551724138
jwst_dinov3_vitl16,sparse_10pct,17,150,pca_explained_variance_95,64.0,0.4413793103448276
jwst_dinov3_vitl16,sparse_10pct,18,150,pca_explained_variance_95,65.0,0.4482758620689655
jwst_dinov3_vitl16,sparse_10pct,19,150,pca_explained_variance_95,63.0,0.43448275862068964
jwst_dinov3_vitl16,sparse_10pct,20,150,pca_explained_variance_95,63.0,0.43448275862068964
jwst_dinov3_vitl16,sparse_10pct,21,150,pca_explained_variance_95,64.0,0.4413793103448276
jwst_dinov3_vitl16,sparse_10pct,22,150,pca_explained_variance_95,62.0,0.42758620689655175
jwst_dinov3_vitl16,sparse_10pct,23,150,pca_explained_variance_95,62.0,0.42758620689655175
jwst_dinov3_vitl16,sparse_10pct,24,150,pca_explained_variance_95,62.0,0.42758620689655175
jwst_dinov3_vitl16,contiguous_region,0,125,pca_explained_variance_95,52.0,0.3586206896551724
jwst_dinov3_vitl16,contiguous_region,1,125,pca_explained_variance_95,54.0,0.3724137931034483
jwst_dinov3_vitl16,contiguous_region,2,125,pca_explained_variance_95,55.0,0.3793103448275862
jwst_dinov3_vitl16,contiguous_region,3,125,pca_explained_variance_95,47.0,0.32413793103448274
jwst_dinov3_vitl16,contiguous_region,4,125,pca_explained_variance_95,50.0,0.3448275862068966
jwst_dinov3_vitl16,contiguous_region,5,125,pca_explained_variance_95,52.0,0.3586206896551724
jwst_dinov3_vitl16,contiguous_region,6,125,pca_explained_variance_95,53.0,0.36551724137931035
jwst_dinov3_vitl16,contiguous_region,7,125,pca_explained_variance_95,53.0,0.36551724137931035
jwst_dinov3_vitl16,contiguous_region,8,124,pca_explained_variance_95,55.0,0.3793103448275862
jwst_dinov3_vitl16,contiguous_region,9,124,pca_explained_variance_95,50.0,0.3448275862068966
jwst_dinov3_vitl16,contiguous_region,10,124,pca_explained_variance_95,54.0,0.3724137931034483
jwst_dinov3_vitl16,contiguous_region,11,124,pca_explained_variance_95,55.0,0.3793103448275862
jwst_dinov3_vitl16,bootstrap_deduplicated,0,941,participation_ratio,11.629883879140815,0.9896193111552596
jwst_dinov3_vitl16,bootstrap_deduplicated,1,950,participation_ratio,11.719238434372562,0.9972227399010639
jwst_dinov3_vitl16,bootstrap_deduplicated,2,939,participation_ratio,11.646863936088595,0.9910641916402813
jwst_dinov3_vitl16,bootstrap_deduplicated,3,945,participation_ratio,11.461903232609973,0.9753253686331483
jwst_dinov3_vitl16,bootstrap_deduplicated,4,958,participation_ratio,11.929026964932346,1.0150742320791772
jwst_dinov3_vitl16,bootstrap_deduplicated,5,934,participation_ratio,11.525923171895935,0.9807730041276014
jwst_dinov3_vitl16,bootstrap_deduplicated,6,939,participation_ratio,11.577571187451744,0.9851678780668459
jwst_dinov3_vitl16,bootstrap_deduplicated,7,971,participation_ratio,11.5328024016427,0.9813583770061288
jwst_dinov3_vitl16,bootstrap_deduplicated,8,961,participation_ratio,11.583071731686518,0.9856359347433498
jwst_dinov3_vitl16,bootstrap_deduplicated,9,916,participation_ratio,11.698786992446239,0.9954824695697703
jwst_dinov3_vitl16,bootstrap_deduplicated,10,936,participation_ratio,11.588824927694194,0.9861254902650751
jwst_dinov3_vitl16,bootstrap_deduplicated,11,945,participation_ratio,11.849170117377644,1.0082789898145612
jwst_dinov3_vitl16,bootstrap_deduplicated,12,941,participation_ratio,12.025286899135505,1.0232652588140907
jwst_dinov3_vitl16,bootstrap_deduplicated,13,931,participation_ratio,12.010834253247246,1.0220354427972718
jwst_dinov3_vitl16,bootstrap_deduplicated,14,931,participation_ratio,11.102623157882407,0.944753223308343
jwst_dinov3_vitl16,bootstrap_deduplicated,15,934,participation_ratio,11.863060162936462,1.0094609325975399
jwst_dinov3_vitl16,bootstrap_deduplicated,16,942,participation_ratio,11.604510129314912,0.9874601878927158
jwst_dinov3_vitl16,bootstrap_deduplicated,17,961,participation_ratio,11.925512854140832,1.0147752065741111
jwst_dinov3_vitl16,bootstrap_deduplicated,18,959,participation_ratio,11.708726370630432,0.9963282390283625
jwst_dinov3_vitl16,bootstrap_deduplicated,19,959,participation_ratio,11.608991010820416,0.9878414786188252
jwst_dinov3_vitl16,bootstrap_deduplicated,20,932,participation_ratio,11.839736526355997,1.0074762591987114
jwst_dinov3_vitl16,bootstrap_deduplicated,21,951,participation_ratio,11.746421538348185,0.9995358261632292
jwst_dinov3_vitl16,bootstrap_deduplicated,22,948,participation_ratio,11.700688315598985,0.9956442584688047
jwst_dinov3_vitl16,bootstrap_deduplicated,23,945,participation_ratio,11.620108858155438,0.9887875273099
jwst_dinov3_vitl16,bootstrap_deduplicated,24,928,participation_ratio,12.006832186701669,1.0216948957738285
jwst_dinov3_vitl16,bootstrap_deduplicated,25,961,participation_ratio,11.733659180681727,0.9984498414935757
jwst_dinov3_vitl16,bootstrap_deduplicated,26,944,participation_ratio,11.740245172940572,0.9990102619750013
jwst_dinov3_vitl16,bootstrap_deduplicated,27,928,participation_ratio,11.653367860096791,0.9916176287049747
jwst_dinov3_vitl16,bootstrap_deduplicated,28,936,participation_ratio,11.883500987992932,1.0112002995097162
jwst_dinov3_vitl16,bootstrap_deduplicated,29,930,participation_ratio,11.655007051720547,0.9917571120998574
jwst_dinov3_vitl16,bootstrap_deduplicated,30,947,participation_ratio,11.496228076437987,0.9782461654921365
jwst_dinov3_vitl16,bootstrap_deduplicated,31,934,participation_ratio,11.594074266623442,0.9865721711803077
jwst_dinov3_vitl16,bootstrap_deduplicated,32,955,participation_ratio,11.466837337933725,0.9757452254401813
jwst_dinov3_vitl16,bootstrap_deduplicated,33,943,participation_ratio,11.700528071731728,0.9956306228704462
jwst_dinov3_vitl16,bootstrap_deduplicated,34,943,participation_ratio,11.921196823609975,1.0144079434779993
jwst_dinov3_vitl16,bootstrap_deduplicated,35,942,participation_ratio,11.406889373429506,0.9706440856562981
jwst_dinov3_vitl16,bootstrap_deduplicated,36,948,participation_ratio,11.561506809695562,0.9838009152824861
jwst_dinov3_vitl16,bootstrap_deduplicated,37,938,participation_ratio,11.698599359508027,0.9954665033588439
jwst_dinov3_vitl16,bootstrap_deduplicated,38,932,participation_ratio,11.551216565052698,0.9829252896166655
jwst_dinov3_vitl16,bootstrap_deduplicated,39,960,participation_ratio,11.962709411253101,1.0179403655395254
jwst_dinov3_vitl16,bootstrap_deduplicated,40,938,participation_ratio,11.572337685417907,0.9847225447572894
jwst_dinov3_vitl16,bootstrap_deduplicated,41,942,participation_ratio,11.54186361340596,0.9821294208305192
jwst_dinov3_vitl16,bootstrap_deduplicated,42,939,participation_ratio,11.783904406919527,1.0027253481706007
jwst_dinov3_vitl16,bootstrap_deduplicated,43,919,participation_ratio,11.714692016746298,0.9968358725233426
jwst_dinov3_vitl16,bootstrap_deduplicated,44,959,participation_ratio,11.688052513124388,0.9945690427339999
jwst_dinov3_vitl16,bootstrap_deduplicated,45,949,participation_ratio,11.701437716105056,0.9957080270515614
jwst_dinov3_vitl16,bootstrap_deduplicated,46,950,participation_ratio,11.69347315135036,0.9950302999849713
jwst_dinov3_vitl16,bootstrap_deduplicated,47,951,participation_ratio,11.583094727288389,0.9856378915033587
jwst_dinov3_vitl16,bootstrap_deduplicated,48,955,participation_ratio,11.835218497322355,1.0070918074856492
jwst_dinov3_vitl16,bootstrap_deduplicated,49,924,participation_ratio,12.107580646578596,1.0302678636984854
jwst_dinov3_vitl16,bootstrap_deduplicated,50,945,participation_ratio,11.714293878147284,0.9968019937976222
jwst_dinov3_vitl16,bootstrap_deduplicated,51,931,participation_ratio,11.574082157995482,0.9848709868026693
jwst_dinov3_vitl16,bootstrap_deduplicated,52,939,participation_ratio,11.829146708381971,1.0065751420011864
jwst_dinov3_vitl16,bootstrap_deduplicated,53,952,participation_ratio,11.539829255178606,0.9819563116053096
jwst_dinov3_vitl16,bootstrap_deduplicated,54,965,participation_ratio,11.614074024621777,0.9882740064642422
jwst_dinov3_vitl16,bootstrap_deduplicated,55,940,participation_ratio,11.36307074582672,0.9669154362119289
jwst_dinov3_vitl16,bootstrap_deduplicated,56,926,participation_ratio,11.937727259865573,1.015814564482161
jwst_dinov3_vitl16,bootstrap_deduplicated,57,951,participation_ratio,11.654177663870982,0.991686537170572
jwst_dinov3_vitl16,bootstrap_deduplicated,58,928,participation_ratio,11.457447133729568,0.974946186729847
jwst_dinov3_vitl16,bootstrap_deduplicated,59,960,participation_ratio,11.689397720840464,0.994683510216838
jwst_dinov3_vitl16,bootstrap_deduplicated,60,947,participation_ratio,11.556340667796166,0.9833613138349618
jwst_dinov3_vitl16,bootstrap_deduplicated,61,954,participation_ratio,11.857172430319242,1.0089599289798366
jwst_dinov3_vitl16,bootstrap_deduplicated,62,946,participation_ratio,11.553450038823035,0.983115342139722
jwst_dinov3_vitl16,bootstrap_deduplicated,63,922,participation_ratio,11.607676419983708,0.9877296164117908
jwst_dinov3_vitl16,bootstrap_deduplicated,64,936,participation_ratio,11.642869516606794,0.9907242953268593
jwst_dinov3_vitl16,bootstrap_deduplicated,65,965,participation_ratio,11.37293234544909,0.9677545872753959
jwst_dinov3_vitl16,bootstrap_deduplicated,66,939,participation_ratio,11.642051969706655,0.9906547279770422
jwst_dinov3_vitl16,bootstrap_deduplicated,67,949,participation_ratio,11.491893219490299,0.977877300403619
jwst_dinov3_vitl16,bootstrap_deduplicated,68,932,participation_ratio,11.833944798374402,1.0069834248836738
jwst_dinov3_vitl16,bootstrap_deduplicated,69,963,participation_ratio,11.750324859965586,0.9998679707048577
jwst_dinov3_vitl16,bootstrap_deduplicated,70,950,participation_ratio,11.8034571584024,1.004389146421276
jwst_dinov3_vitl16,bootstrap_deduplicated,71,929,participation_ratio,11.556156858178772,0.9833456729610857
jwst_dinov3_vitl16,bootstrap_deduplicated,72,959,participation_ratio,11.701614801756694,0.9957230957644059
jwst_dinov3_vitl16,bootstrap_deduplicated,73,945,participation_ratio,11.66186196930156,0.992340416188277
jwst_dinov3_vitl16,bootstrap_deduplicated,74,965,participation_ratio,11.735304388752454,0.99858983684474
jwst_dinov3_vitl16,bootstrap_deduplicated,75,956,participation_ratio,11.775850120207668,1.002039986412008
jwst_dinov3_vitl16,bootstrap_deduplicated,76,951,participation_ratio,11.899561327512751,1.0125669186692616
jwst_dinov3_vitl16,bootstrap_deduplicated,77,948,participation_ratio,11.944737893097788,1.016411118850384
jwst_dinov3_vitl16,bootstrap_deduplicated,78,937,participation_ratio,11.601161765186522,0.9871752662342822
jwst_dinov3_vitl16,bootstrap_deduplicated,79,947,participation_ratio,11.594415223434765,0.9866011841479574
jwst_dinov3_vitl16,bootstrap_deduplicated,80,938,participation_ratio,11.97481963328404,1.0189708581659986
jwst_dinov3_vitl16,bootstrap_deduplicated,81,947,participation_ratio,11.78860127596487,1.0031250178799067
jwst_dinov3_vitl16,bootstrap_deduplicated,82,941,participation_ratio,11.950868169590255,1.0169327612040577
jwst_dinov3_vitl16,bootstrap_deduplicated,83,958,participation_ratio,11.745115837692747,0.9994247204465568
jwst_dinov3_vitl16,bootstrap_deduplicated,84,971,participation_ratio,11.65841255307413,0.9920468957244141
jwst_dinov3_vitl16,bootstrap_deduplicated,85,946,participation_ratio,12.012176844678072,1.0221496876530884
jwst_dinov3_vitl16,bootstrap_deduplicated,86,947,participation_ratio,11.843240058958596,1.0077743845761293
jwst_dinov3_vitl16,bootstrap_deduplicated,87,934,participation_ratio,11.889812984759129,1.0117374049491765
jwst_dinov3_vitl16,bootstrap_deduplicated,88,957,participation_ratio,11.548406193028928,0.9826861472094708
jwst_dinov3_vitl16,bootstrap_deduplicated,89,943,participation_ratio,11.826497026137567,1.0063496731362571
jwst_dinov3_vitl16,bootstrap_deduplicated,90,903,participation_ratio,11.524479734434598,0.9806501780013023
jwst_dinov3_vitl16,bootstrap_deduplicated,91,944,participation_ratio,11.891916057062392,1.0119163612470805
jwst_dinov3_vitl16,bootstrap_deduplicated,92,958,participation_ratio,11.44400755626071,0.9738025755351726
jwst_dinov3_vitl16,bootstrap_deduplicated,93,933,participation_ratio,11.862876316688114,1.0094452886066334
jwst_dinov3_vitl16,bootstrap_deduplicated,94,965,participation_ratio,11.58178798292719,0.9855266969748472
jwst_dinov3_vitl16,bootstrap_deduplicated,95,961,participation_ratio,11.786361382368154,1.0029344190758878
jwst_dinov3_vitl16,bootstrap_deduplicated,96,945,participation_ratio,11.745650307497092,0.9994701999754244
jwst_dinov3_vitl16,bootstrap_deduplicated,97,933,participation_ratio,12.01909639762212,1.0227384917451288
jwst_dinov3_vitl16,bootstrap_deduplicated,98,937,participation_ratio,11.716885807933497,0.9970225483445336
jwst_dinov3_vitl16,bootstrap_deduplicated,99,932,participation_ratio,11.992692566383722,1.0204917159773268
jwst_dinov3_vitl16,sparse_10pct,0,150,participation_ratio,10.805335547753167,0.919456189992407
jwst_dinov3_vitl16,sparse_10pct,1,150,participation_ratio,11.831007581180339,1.0067334888665553
jwst_dinov3_vitl16,sparse_10pct,2,150,participation_ratio,10.152450489094814,0.8639003763035112
jwst_dinov3_vitl16,sparse_10pct,3,150,participation_ratio,11.978879658554673,1.0193163370592835
jwst_dinov3_vitl16,sparse_10pct,4,150,participation_ratio,10.757460118367852,0.9153823359503616
jwst_dinov3_vitl16,sparse_10pct,5,150,participation_ratio,10.22997399212747,0.8704970677637862
jwst_dinov3_vitl16,sparse_10pct,6,150,participation_ratio,11.807067945305374,1.0046963983667625
jwst_dinov3_vitl16,sparse_10pct,7,150,participation_ratio,11.139055457141518,0.9478533494378283
jwst_dinov3_vitl16,sparse_10pct,8,150,participation_ratio,11.174874285372798,0.9509012736036236
jwst_dinov3_vitl16,sparse_10pct,9,150,participation_ratio,11.675466141232343,0.993498033185565
jwst_dinov3_vitl16,sparse_10pct,10,150,participation_ratio,11.850457505146954,1.00838853723659
jwst_dinov3_vitl16,sparse_10pct,11,150,participation_ratio,10.442421235248592,0.8885747972217257
jwst_dinov3_vitl16,sparse_10pct,12,150,participation_ratio,12.021500231449451,1.0229430406813913
jwst_dinov3_vitl16,sparse_10pct,13,150,participation_ratio,10.779538162700613,0.9172610184248641
jwst_dinov3_vitl16,sparse_10pct,14,150,participation_ratio,10.338767241694043,0.8797545893188827
jwst_dinov3_vitl16,sparse_10pct,15,150,participation_ratio,10.340151406748948,0.8798723717905217
jwst_dinov3_vitl16,sparse_10pct,16,150,participation_ratio,10.882364409671622,0.9260107910583333
jwst_dinov3_vitl16,sparse_10pct,17,150,participation_ratio,11.385153006145966,0.9687944774365003
jwst_dinov3_vitl16,sparse_10pct,18,150,participation_ratio,11.588079170158363,0.9860620316728339
jwst_dinov3_vitl16,sparse_10pct,19,150,participation_ratio,11.59572936466133,0.9867130080964086
jwst_dinov3_vitl16,sparse_10pct,20,150,participation_ratio,11.217223244695703,0.9545048648680595
jwst_dinov3_vitl16,sparse_10pct,21,150,participation_ratio,11.845690906005949,1.0079829339986301
jwst_dinov3_vitl16,sparse_10pct,22,150,participation_ratio,11.242066623272596,0.9566188573592598
jwst_dinov3_vitl16,sparse_10pct,23,150,participation_ratio,10.926084342995855,0.9297310423308058
jwst_dinov3_vitl16,sparse_10pct,24,150,participation_ratio,11.374086890149764,0.967852830709574
jwst_dinov3_vitl16,contiguous_region,0,125,participation_ratio,10.698095951080235,0.9103308731026674
jwst_dinov3_vitl16,contiguous_region,1,125,participation_ratio,10.778297379194793,0.9171554366898199
