dataset,scheme,iteration,n_samples,method,value,ratio_to_full
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,8,63111,two_nn_dimensionality,21.871515175408526,0.9719907706193965
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,9,63197,two_nn_dimensionality,21.81958888152106,0.9696831171255117
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,10,63234,two_nn_dimensionality,21.678009679615695,0.9633912038099494
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,11,63251,two_nn_dimensionality,21.86169516351043,0.971554360025262
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,12,63285,two_nn_dimensionality,21.68712554932425,0.9637963216608081
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,13,63134,two_nn_dimensionality,21.752158782702246,0.9666864599123189
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,14,63162,two_nn_dimensionality,21.8826013877421,0.9724834523555698
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,15,63054,two_nn_dimensionality,21.834438894341687,0.9703430657065527
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,16,63136,two_nn_dimensionality,21.66949067293807,0.9630126111153379
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,17,63406,two_nn_dimensionality,21.802832677495488,0.9689384556087922
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,18,63198,two_nn_dimensionality,21.64576838552458,0.9619583702802164
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,19,63179,two_nn_dimensionality,21.778106243375746,0.967839589546612
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,20,63259,two_nn_dimensionality,21.918753620011127,0.9740900916679799
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,21,63345,two_nn_dimensionality,21.720320084895725,0.9652715181413313
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,22,63192,two_nn_dimensionality,21.98790847858009,0.9771633988318154
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,23,63221,two_nn_dimensionality,22.023782511637492,0.9787576747087741
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,24,63131,two_nn_dimensionality,21.77712807976166,0.9677961190326845
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,25,63308,two_nn_dimensionality,21.882809153930474,0.9724926856810129
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,26,63178,two_nn_dimensionality,21.935419266761176,0.9748307287339324
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,27,63132,two_nn_dimensionality,21.847985171383723,0.9709450750394917
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,28,63123,two_nn_dimensionality,21.925367108719026,0.9743840013461215
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,29,63259,two_nn_dimensionality,21.74740188564788,0.9664750589189928
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,30,63191,two_nn_dimensionality,21.90181231271931,0.9733372039874598
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,31,63057,two_nn_dimensionality,21.826990786385842,0.970012064761552
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,32,63284,two_nn_dimensionality,21.818938956680974,0.9696542338524008
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,33,63266,two_nn_dimensionality,21.69233352569126,0.9640277690443908
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,34,63298,two_nn_dimensionality,21.94897695420988,0.9754332451561095
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,35,63461,two_nn_dimensionality,21.893304219795333,0.9729590963103576
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,36,63146,two_nn_dimensionality,21.776000144499527,0.9677459925254052
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,37,63198,two_nn_dimensionality,21.663085847171644,0.962727974615193
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,38,63100,two_nn_dimensionality,21.894447288606862,0.9730098953668509
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,39,62929,two_nn_dimensionality,21.893248231918456,0.9729566081562835
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,40,63349,two_nn_dimensionality,21.857439987704964,0.9713652559976212
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,41,63205,two_nn_dimensionality,21.88512127191886,0.9725954383859475
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,42,63301,two_nn_dimensionality,21.557255688543314,0.9580247825128195
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,43,63185,two_nn_dimensionality,21.748891127333383,0.9665412422246267
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,44,63312,two_nn_dimensionality,21.810896675891083,0.9692968273060408
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,45,63253,two_nn_dimensionality,21.822897869273838,0.9698301716633431
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,46,63237,two_nn_dimensionality,21.773092188997055,0.9676167602391595
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,47,63193,two_nn_dimensionality,21.776756084870893,0.967779587228754
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,48,63251,two_nn_dimensionality,21.729080944681535,0.965660859016264
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,49,63161,two_nn_dimensionality,21.81405423933001,0.9694371524044927
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,50,63226,two_nn_dimensionality,21.67487559415061,0.9632519220948069
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,51,63179,two_nn_dimensionality,21.988506283825934,0.9771899658609823
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,52,63281,two_nn_dimensionality,21.864718096008822,0.9716887019976895
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,53,63247,two_nn_dimensionality,21.871018911868248,0.9719687161994317
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,54,63135,two_nn_dimensionality,21.890877279555916,0.9728512407962498
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,55,63189,two_nn_dimensionality,21.859747623962345,0.9714678095302015
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,56,63248,two_nn_dimensionality,21.575843585744575,0.9588508462025068
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,57,63231,two_nn_dimensionality,21.783234387962214,0.9680674891305444
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,58,63208,two_nn_dimensionality,21.576712175062557,0.9588894471313297
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,59,63296,two_nn_dimensionality,21.824518448191657,0.9699021917195005
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,60,63200,two_nn_dimensionality,21.829928823597562,0.9701426339073393
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,61,63223,two_nn_dimensionality,22.109531452100274,0.9825684385288285
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,62,63232,two_nn_dimensionality,21.863953661796838,0.9716547298200495
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,63,63214,two_nn_dimensionality,21.716802133252873,0.9651151770510632
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,64,63272,two_nn_dimensionality,21.6229286808741,0.9609433522558182
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,65,63226,two_nn_dimensionality,21.79616919830939,0.9686423243066324
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,66,63215,two_nn_dimensionality,21.843466286653477,0.9707442515384189
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,67,63095,two_nn_dimensionality,21.716409127916318,0.9650977115230981
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,68,63115,two_nn_dimensionality,21.825194878251516,0.9699322529095863
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,69,63306,two_nn_dimensionality,21.88641354666709,0.9726528682950467
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,70,63170,two_nn_dimensionality,21.853611506283737,0.971195114671011
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,71,63343,two_nn_dimensionality,21.83431516437542,0.97033756703011
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,72,63120,two_nn_dimensionality,21.897847718941318,0.97316101369929
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,73,63305,two_nn_dimensionality,21.73449282457458,0.9659013680649309
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,74,63237,two_nn_dimensionality,21.6759781752642,0.9633009218398028
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,75,63134,two_nn_dimensionality,21.867609899722478,0.9718172164832006
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,76,63148,two_nn_dimensionality,21.96440715649557,0.9761189779043988
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,77,63083,two_nn_dimensionality,21.81295563842194,0.9693883295435856
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,78,63238,two_nn_dimensionality,21.851970849815057,0.9711222023495497
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,79,63299,two_nn_dimensionality,21.941435928269392,0.9750981148482013
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,80,63216,two_nn_dimensionality,21.791955899477745,0.96845508133122
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,81,63323,two_nn_dimensionality,21.7070833553167,0.9646832653897129
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,82,63203,two_nn_dimensionality,21.866037134580377,0.9717473213163494
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,83,63370,two_nn_dimensionality,21.862763795030432,0.9716018510182868
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,84,63260,two_nn_dimensionality,21.91708401548445,0.974015892867508
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,85,63099,two_nn_dimensionality,21.76411671510838,0.9672178817110026
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,86,63177,two_nn_dimensionality,21.873761147787803,0.9720905837510527
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,87,63270,two_nn_dimensionality,21.84891612674728,0.9709864475742237
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,88,63314,two_nn_dimensionality,21.719599466744455,0.9652394931907707
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,89,63138,two_nn_dimensionality,21.69683309368652,0.9642277340915352
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,90,63249,two_nn_dimensionality,21.883927072474908,0.9725423670359066
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,91,63122,two_nn_dimensionality,21.82750492471121,0.9700349135538314
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,92,63056,two_nn_dimensionality,21.687354794191,0.9638065095189836
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,93,63157,two_nn_dimensionality,21.92798545060914,0.9745003629301775
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,94,63309,two_nn_dimensionality,21.654835768817648,0.962361333349023
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,95,63301,two_nn_dimensionality,21.721058061200626,0.9653043145046168
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,96,63141,two_nn_dimensionality,21.754397262322115,0.9667859400586776
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,97,63204,two_nn_dimensionality,21.98583955275024,0.9770714538158628
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,98,63217,two_nn_dimensionality,21.931606430043853,0.9746612826727247
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,99,63011,two_nn_dimensionality,21.951458251889438,0.9755435163661446
legacysurvey_dinov3_vitl16,sparse_10pct,0,10000,two_nn_dimensionality,1.7886754911284453,0.07949042647784876
legacysurvey_dinov3_vitl16,sparse_10pct,1,10000,two_nn_dimensionality,18.865977552543026,0.8384218428727134
legacysurvey_dinov3_vitl16,sparse_10pct,2,10000,two_nn_dimensionality,19.30088499730201,0.8577495400619183
legacysurvey_dinov3_vitl16,sparse_10pct,3,10000,two_nn_dimensionality,19.198036976683056,0.8531788769863901
legacysurvey_dinov3_vitl16,sparse_10pct,4,10000,two_nn_dimensionality,1.7957621141849092,0.07980536269285259
legacysurvey_dinov3_vitl16,sparse_10pct,5,10000,two_nn_dimensionality,1.8076006236609177,0.08033147722384348
legacysurvey_dinov3_vitl16,sparse_10pct,6,10000,two_nn_dimensionality,1.799702012958594,0.07998045551173064
legacysurvey_dinov3_vitl16,sparse_10pct,7,10000,two_nn_dimensionality,1.8133980012225226,0.08058911815262614
legacysurvey_dinov3_vitl16,sparse_10pct,8,10000,two_nn_dimensionality,19.127933266348485,0.8500634019548297
legacysurvey_dinov3_vitl16,sparse_10pct,9,10000,two_nn_dimensionality,18.9569490773389,0.842464703268146
legacysurvey_dinov3_vitl16,sparse_10pct,10,10000,two_nn_dimensionality,19.034993182337775,0.8459330569305137
legacysurvey_dinov3_vitl16,sparse_10pct,11,10000,two_nn_dimensionality,19.037696620212557,0.8460532002604182
legacysurvey_dinov3_vitl16,sparse_10pct,12,10000,two_nn_dimensionality,19.22982501060255,0.8545915672064359
legacysurvey_dinov3_vitl16,sparse_10pct,13,10000,two_nn_dimensionality,18.990019475731167,0.8439343829752991
legacysurvey_dinov3_vitl16,sparse_10pct,14,10000,two_nn_dimensionality,1.787766974095413,0.07945005112369631
legacysurvey_dinov3_vitl16,sparse_10pct,15,10000,two_nn_dimensionality,18.722348954471034,0.8320388524578588
legacysurvey_dinov3_vitl16,sparse_10pct,16,10000,two_nn_dimensionality,18.60629675273544,0.8268813831150905
legacysurvey_dinov3_vitl16,sparse_10pct,17,10000,two_nn_dimensionality,18.904637548417558,0.8401399295658785
legacysurvey_dinov3_vitl16,sparse_10pct,18,10000,two_nn_dimensionality,19.16160830908236,0.8515599526270182
legacysurvey_dinov3_vitl16,sparse_10pct,19,10000,two_nn_dimensionality,19.257051438885863,0.8558015353680412
legacysurvey_dinov3_vitl16,sparse_10pct,20,10000,two_nn_dimensionality,19.239024511854268,0.8550004017219808
legacysurvey_dinov3_vitl16,sparse_10pct,21,10000,two_nn_dimensionality,18.65717807240256,0.8291425969686685
legacysurvey_dinov3_vitl16,sparse_10pct,22,10000,two_nn_dimensionality,19.222026609517968,0.8542449989042853
legacysurvey_dinov3_vitl16,sparse_10pct,23,10000,two_nn_dimensionality,18.670855819054527,0.8297504489351172
legacysurvey_dinov3_vitl16,sparse_10pct,24,10000,two_nn_dimensionality,18.383483017126547,0.8169793304752909
legacysurvey_dinov3_vitl16,contiguous_region,0,8334,two_nn_dimensionality,1.6086903286855005,0.07149171603918308
legacysurvey_dinov3_vitl16,contiguous_region,1,8334,two_nn_dimensionality,1.6379942665403466,0.0727940106863203
legacysurvey_dinov3_vitl16,contiguous_region,2,8334,two_nn_dimensionality,17.967271241847307,0.7984824864775142
legacysurvey_dinov3_vitl16,contiguous_region,3,8334,two_nn_dimensionality,17.90575325394674,0.7957485690517268
legacysurvey_dinov3_vitl16,contiguous_region,4,8333,two_nn_dimensionality,1.6014479888419102,0.0711698596232374
legacysurvey_dinov3_vitl16,contiguous_region,5,8333,two_nn_dimensionality,17.907572496099867,0.795829417889504
legacysurvey_dinov3_vitl16,contiguous_region,6,8333,two_nn_dimensionality,19.362263954768917,0.860477278844056
legacysurvey_dinov3_vitl16,contiguous_region,7,8333,two_nn_dimensionality,18.74320891180417,0.832965888643542
legacysurvey_dinov3_vitl16,contiguous_region,8,8333,two_nn_dimensionality,18.341237064328975,0.8151018804730418
legacysurvey_dinov3_vitl16,contiguous_region,9,8333,two_nn_dimensionality,18.37947695930097,0.8168012974857243
legacysurvey_dinov3_vitl16,contiguous_region,10,8333,two_nn_dimensionality,17.490129551499578,0.7772778595654664
legacysurvey_dinov3_vitl16,contiguous_region,11,8333,two_nn_dimensionality,18.258240333471146,0.8114134274445979
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,0,63082,danco_dimensionality,5.537472638218433,0.9853554971237456
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,1,63074,danco_dimensionality,5.533031420056034,0.984565212635468
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,2,63067,danco_dimensionality,5.544667901692253,0.9866358451959418
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,3,63204,danco_dimensionality,5.532899703602349,0.9845417745906813
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,4,63371,danco_dimensionality,5.524156629148037,0.9829860041087002
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,5,63155,danco_dimensionality,5.53859939752758,0.9855559962596765
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,6,63318,danco_dimensionality,5.540663758943375,0.9859233352971761
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,7,63157,danco_dimensionality,5.5305915404559896,0.9841310526976598
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,8,63111,danco_dimensionality,5.540086274523821,0.9858205758824599
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,9,63197,danco_dimensionality,5.533563918604253,0.9846599671211294
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,10,63234,danco_dimensionality,5.534441992299273,0.9848162143477606
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,11,63251,danco_dimensionality,5.5356649423135575,0.9850338299637666
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,12,63285,danco_dimensionality,5.543104466619336,0.9863576425854471
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,13,63134,danco_dimensionality,5.530176673513858,0.9840572299541969
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,14,63162,danco_dimensionality,5.543452539682017,0.9864195798135151
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,15,63054,danco_dimensionality,5.545110689719346,0.9867146363060857
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,16,63136,danco_dimensionality,5.5342488886356325,0.9847818528675485
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,17,63406,danco_dimensionality,5.531499615862588,0.984292638524291
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,18,63198,danco_dimensionality,5.537346385430824,0.9853330313010814
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,19,63179,danco_dimensionality,5.536128116051031,0.9851162485720668
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,20,63259,danco_dimensionality,5.534270018690571,0.9847856128167435
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,21,63345,danco_dimensionality,5.538163352466423,0.985478405014342
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,22,63192,danco_dimensionality,5.546842518029575,0.9870228033449223
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,23,63221,danco_dimensionality,5.533699407767402,0.98468407649384
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,24,63131,danco_dimensionality,5.528027494615814,0.9836747982240833
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,25,63308,danco_dimensionality,5.535409133477995,0.9849883105257844
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,26,63178,danco_dimensionality,5.536406092359657,0.9851657125607257
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,27,63132,danco_dimensionality,5.539137039840458,0.9856516660431847
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,28,63123,danco_dimensionality,5.540554312858477,0.9859038601126581
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,29,63259,danco_dimensionality,5.533958212561783,0.9847301290422653
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,30,63191,danco_dimensionality,5.543479610317387,0.9864243968484905
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,31,63057,danco_dimensionality,5.5364083603302685,0.9851661161306311
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,32,63284,danco_dimensionality,5.5352593439786055,0.9849616565057506
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,33,63266,danco_dimensionality,5.5425887173294,0.9862658685160877
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,34,63298,danco_dimensionality,5.537662228707825,0.9853892334585558
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,35,63461,danco_dimensionality,5.5327423793768125,0.9845137798175074
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,36,63146,danco_dimensionality,5.534081277260253,0.984752027566206
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,37,63198,danco_dimensionality,5.528371274164034,0.9837359714505295
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,38,63100,danco_dimensionality,5.54534320138903,0.9867560101722583
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,39,62929,danco_dimensionality,5.5349776521500305,0.9849115313656523
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,40,63349,danco_dimensionality,5.5288017842964114,0.9838125777930291
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,41,63205,danco_dimensionality,5.535452546184707,0.9849960355209216
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,42,63301,danco_dimensionality,5.53625713595751,0.9851392067846656
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,43,63185,danco_dimensionality,5.5404149405130685,0.9858790597541429
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,44,63312,danco_dimensionality,5.53599226265904,0.9850920743873174
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,45,63253,danco_dimensionality,5.545345812684332,0.9867564748344515
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,46,63237,danco_dimensionality,5.542558884666402,0.9862605599971298
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,47,63193,danco_dimensionality,5.546193817923184,0.9869073715843381
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,48,63251,danco_dimensionality,5.532027370834059,0.9843865489228155
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,49,63161,danco_dimensionality,5.531303166607994,0.9842576817189818
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,50,63226,danco_dimensionality,5.534414369030716,0.984811298975478
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,51,63179,danco_dimensionality,5.527432723042907,0.9835689626783052
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,52,63281,danco_dimensionality,5.537036512452828,0.985277891517605
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,53,63247,danco_dimensionality,5.533392602598892,0.9846294826061427
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,54,63135,danco_dimensionality,5.540405110254952,0.9858773105267415
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,55,63189,danco_dimensionality,5.535888711613467,0.9850736481848502
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,56,63248,danco_dimensionality,5.542590501439114,0.9862661859862458
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,57,63231,danco_dimensionality,5.529745244263367,0.9839804600608961
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,58,63208,danco_dimensionality,5.544281647138522,0.986567113831893
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,59,63296,danco_dimensionality,5.540001543731621,0.985805498615749
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,60,63200,danco_dimensionality,5.547983806617841,0.9872258878670004
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,61,63223,danco_dimensionality,5.523533100651878,0.9828750514645168
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,62,63232,danco_dimensionality,5.542563903708637,0.9862614531014718
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,63,63214,danco_dimensionality,5.536498143316149,0.9851820924007575
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,64,63272,danco_dimensionality,5.545439415583134,0.9867731308320351
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,65,63226,danco_dimensionality,5.533021163323355,0.9845633875198262
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,66,63215,danco_dimensionality,5.529934366478684,0.9840141130695277
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,67,63095,danco_dimensionality,5.532153974388659,0.9844090771620738
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,68,63115,danco_dimensionality,5.541367464833258,0.9860485549618602
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,69,63306,danco_dimensionality,5.542751469507617,0.986294829156429
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,70,63170,danco_dimensionality,5.528027936203091,0.9836748768015282
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,71,63343,danco_dimensionality,5.537008331857662,0.9852728769728527
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,72,63120,danco_dimensionality,5.533130486376339,0.9845828408116541
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,73,63305,danco_dimensionality,5.526020200664948,0.9833176139528369
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,74,63237,danco_dimensionality,5.528079295436805,0.9836840158269599
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,75,63134,danco_dimensionality,5.529121700168076,0.9838695046409537
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,76,63148,danco_dimensionality,5.531624022526551,0.9843147758418407
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,77,63083,danco_dimensionality,5.538003627600059,0.9854499830635024
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,78,63238,danco_dimensionality,5.540660622492965,0.9859227771872123
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,79,63299,danco_dimensionality,5.5430445065408955,0.9863469730983437
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,80,63216,danco_dimensionality,5.541638748689847,0.9860968280743132
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,81,63323,danco_dimensionality,5.538697450126413,0.9855734440510389
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,82,63203,danco_dimensionality,5.546742257866282,0.9870049627325171
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,83,63370,danco_dimensionality,5.542585816612229,0.9862653523532466
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,84,63260,danco_dimensionality,5.532147201535662,0.9844078719790658
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,85,63099,danco_dimensionality,5.5387587374289415,0.9855843497086189
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,86,63177,danco_dimensionality,5.546252157660275,0.9869177527427472
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,87,63270,danco_dimensionality,5.533968053064346,0.9847318800925959
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,88,63314,danco_dimensionality,5.538923068821914,0.9856135913594575
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,89,63138,danco_dimensionality,5.528352898071622,0.9837327015501875
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,90,63249,danco_dimensionality,5.5432842288842314,0.9863896300547248
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,91,63122,danco_dimensionality,5.535676325615757,0.9850358555447727
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,92,63056,danco_dimensionality,5.548560419198357,0.9873284921439047
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,93,63157,danco_dimensionality,5.545085125752859,0.9867100873725646
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,94,63309,danco_dimensionality,5.545241930733267,0.9867379897496085
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,95,63301,danco_dimensionality,5.5537251050627034,0.9882475127765716
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,96,63141,danco_dimensionality,5.532879653906715,0.9845382068840578
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,97,63204,danco_dimensionality,5.528057547863795,0.9836801459946348
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,98,63217,danco_dimensionality,5.547870074213688,0.9872056499611984
legacysurvey_dinov3_vitl16,bootstrap_deduplicated,99,63011,danco_dimensionality,5.527617449590683,0.983601833507871
legacysurvey_dinov3_vitl16,sparse_10pct,0,10000,danco_dimensionality,5.130935856243732,0.9130150488591292
legacysurvey_dinov3_vitl16,sparse_10pct,1,10000,danco_dimensionality,5.165424377560761,0.9191520460576089
