shape,intrinsic_dimension,snr_db,observed_support_dimension,method,mean,std,absolute_relative_error_percent
sphere,2,,2,mind_mli_dimensionality,0.7040783710553402,0.01838120424083759,64.796081447233
sphere,2,,2,mind_mlk_dimensionality,2.071674840819063,0.012686345345468092,3.583742040953153
sphere,2,,2,ess_dimensionality,0.9887546312583488,0.010656685760204107,50.56226843708256
sphere,2,,2,tle_dimensionality,2.2452566603239967,0.006958208448363363,12.262833016199837
sphere,2,,2,isomap_dimensionality,3.0,0.0,50.0
sphere,2,30.0,256,pca_explained_variance_95,3.0,0.0,50.0
sphere,2,30.0,256,participation_ratio,3.0053745603180557,0.0002916123510379028,50.26872801590279
sphere,2,30.0,256,shannon_entropy,3.036484403617444,0.00014790583749593736,51.8242201808722
sphere,2,30.0,256,renyi_eff_dimensionality_alpha_2,3.005374560318051,0.00029161235103917696,50.26872801590254
sphere,2,30.0,256,renyi_eff_dimensionality_alpha_3,3.0036133601091834,0.0004376391302282459,50.180668005459175
sphere,2,30.0,256,renyi_eff_dimensionality_alpha_4,3.0028410557592076,0.0005839412460238895,50.14205278796038
sphere,2,30.0,256,renyi_eff_dimensionality_alpha_5,3.0023157940804692,0.0007304396991438242,50.11578970402346
sphere,2,30.0,256,geometric_mean_eff_dimensionality,887.8812202308736,0.4423106918758906,44294.06101154368
sphere,2,30.0,256,mle_dimensionality,4.897653754320984,0.024253719933886374,144.88268771604922
sphere,2,30.0,256,two_nn_dimensionality,13.224026833070246,0.22354607692300563,561.2013416535123
sphere,2,30.0,256,danco_dimensionality,5.4679172504988705,0.012028413587723158,173.3958625249435
sphere,2,30.0,256,mind_mli_dimensionality,2.195499259606172,0.13190242634943397,9.7749629803086
sphere,2,30.0,256,mind_mlk_dimensionality,4.604422731605764,0.028726976866359107,130.2211365802882
sphere,2,30.0,256,ess_dimensionality,0.3000194212146504,0.0012693961941690824,84.99902893926748
sphere,2,30.0,256,tle_dimensionality,4.897653754320984,0.02425371993388622,144.88268771604922
sphere,2,30.0,256,isomap_dimensionality,3.0,0.0,50.0
sphere,2,20.0,256,pca_explained_variance_95,3.0,0.0,50.0
sphere,2,20.0,256,participation_ratio,3.0588048538488812,0.0004243613588714754,52.94024269244406
sphere,2,20.0,256,shannon_entropy,3.309320088206919,0.0003403081187762233,65.46600441034596
