shape,intrinsic_dimension,snr_db,observed_support_dimension,method,mean,std,absolute_relative_error_percent
sphere,2,20.0,256,renyi_eff_dimensionality_alpha_2,3.0588048538488786,0.0004243613588669476,52.94024269244393
sphere,2,20.0,256,renyi_eff_dimensionality_alpha_3,3.0434379652341965,0.0006146458134766559,52.17189826170983
sphere,2,20.0,256,renyi_eff_dimensionality_alpha_4,3.0380845269042327,0.0008066058258546867,51.90422634521163
sphere,2,20.0,256,renyi_eff_dimensionality_alpha_5,3.035227315910992,0.0009969485856029725,51.761365795549594
sphere,2,20.0,256,geometric_mean_eff_dimensionality,92.01516616273663,0.05181164312694945,4500.758308136832
sphere,2,20.0,256,mle_dimensionality,21.38705808789485,0.05648516188150088,969.3529043947425
sphere,2,20.0,256,two_nn_dimensionality,41.62734167359878,0.49445881927556506,1981.3670836799388
sphere,2,20.0,256,danco_dimensionality,4.945077856815333,0.004082444658952158,147.25389284076664
sphere,2,20.0,256,mind_mli_dimensionality,7.732966207624264,0.3842496279141039,286.6483103812132
sphere,2,20.0,256,mind_mlk_dimensionality,19.98465661500676,0.05961022154326598,899.2328307503379
sphere,2,20.0,256,ess_dimensionality,0.20176762249720973,7.308633308698243e-05,89.91161887513951
sphere,2,20.0,256,tle_dimensionality,21.38705808789485,0.05648516188149818,969.3529043947425
sphere,2,20.0,256,isomap_dimensionality,3.0,0.0,50.0
sphere,2,10.0,256,pca_explained_variance_95,99.0,0.0,4850.0
sphere,2,10.0,256,participation_ratio,3.6201110538931283,0.0006649763095011587,81.00555269465642
sphere,2,10.0,256,shannon_entropy,6.036604697432142,0.003735375713629599,201.8302348716071
sphere,2,10.0,256,renyi_eff_dimensionality_alpha_2,3.6201110538931287,0.0006649763095014351,81.00555269465643
sphere,2,10.0,256,renyi_eff_dimensionality_alpha_3,3.453725715859714,0.0006642417471330609,72.6862857929857
sphere,2,10.0,256,renyi_eff_dimensionality_alpha_4,3.3995951540269305,0.0008485680942832295,69.97975770134653
sphere,2,10.0,256,renyi_eff_dimensionality_alpha_5,3.372661273367928,0.0010673980795056087,68.6330636683964
sphere,2,10.0,256,geometric_mean_eff_dimensionality,10.295637351178204,0.01113175678351424,414.7818675589102
sphere,2,10.0,256,mle_dimensionality,50.25092485017876,0.11770100791628577,2412.546242508938
sphere,2,10.0,256,two_nn_dimensionality,62.63460090545567,0.36583586264887263,3031.7300452727836
sphere,2,10.0,256,danco_dimensionality,4.665263136811394,0.007128315555208059,133.26315684056968
sphere,2,10.0,256,mind_mli_dimensionality,9.373237130454651,0.5526800258438404,368.66185652273253
sphere,2,10.0,256,mind_mlk_dimensionality,46.85123748524313,0.12138596919939204,2242.5618742621564
sphere,2,10.0,256,ess_dimensionality,0.1947795635359399,0.00011512137851443446,90.26102182320301
sphere,2,10.0,256,tle_dimensionality,50.25092485017876,0.1177010079162875,2412.546242508938
sphere,2,10.0,256,isomap_dimensionality,3.0,0.0,50.0
sphere,5,,5,pca_explained_variance_95,6.0,0.0,19.999999999999996
sphere,5,,5,participation_ratio,5.9966376095772205,0.000750431139134425,19.932752191544402
sphere,5,,5,shannon_entropy,5.998319602727709,0.0003758599639768159,19.96639205455417
sphere,5,,5,renyi_eff_dimensionality_alpha_2,5.996637609577228,0.0007504311391336161,19.932752191544555
sphere,5,,5,renyi_eff_dimensionality_alpha_3,5.994954558351635,0.0011234839180401988,19.8990911670327
sphere,5,,5,renyi_eff_dimensionality_alpha_4,5.9932709889900195,0.001494791570220656,19.865419779800387
sphere,5,,5,renyi_eff_dimensionality_alpha_5,5.991587442460803,0.0018641309653994083,19.83174884921606
sphere,5,,5,geometric_mean_eff_dimensionality,558826045154928.9,11360336548217.457,1.1176520903098478e+16
sphere,5,,5,mle_dimensionality,5.5642310158351735,0.030719172311759683,11.284620316703474
sphere,5,,5,two_nn_dimensionality,4.988284498628609,0.07357052040561429,0.2343100274278198
sphere,5,,5,danco_dimensionality,5.2296702046399455,0.0071093304298604125,4.593404092798914
sphere,5,,5,mind_mli_dimensionality,1.7746250353482984,0.08155170611596091,64.50749929303403
sphere,5,,5,mind_mlk_dimensionality,5.13632545702562,0.030805385407785043,2.726509140512401
sphere,5,,5,ess_dimensionality,0.8276230754637501,0.006245522913914863,83.447538490725
sphere,5,,5,tle_dimensionality,5.564231015835174,0.03071917231176007,11.284620316703498
sphere,5,,5,isomap_dimensionality,6.0,0.0,19.999999999999996
sphere,5,30.0,256,pca_explained_variance_95,6.0,0.0,19.999999999999996
sphere,5,30.0,256,participation_ratio,6.008485652870511,0.0014281174566460157,20.16971305741022
sphere,5,30.0,256,shannon_entropy,6.066901940781582,0.0007102273456652708,21.338038815631634
sphere,5,30.0,256,renyi_eff_dimensionality_alpha_2,6.008485652870512,0.0014281174566365842,20.16971305741024
sphere,5,30.0,256,renyi_eff_dimensionality_alpha_3,6.003938329167994,0.0021495180124975477,20.078766583359876
sphere,5,30.0,256,renyi_eff_dimensionality_alpha_4,6.001342482598377,0.002875356822709813,20.02684965196755
sphere,5,30.0,256,renyi_eff_dimensionality_alpha_5,5.999233325853834,0.003605368804825936,19.98466651707669
sphere,5,30.0,256,geometric_mean_eff_dimensionality,789.9646694741602,0.2388440464056,15699.293389483206
sphere,5,30.0,256,mle_dimensionality,5.691928326045128,0.023989635758415485,13.838566520902562
sphere,5,30.0,256,two_nn_dimensionality,5.301492959038593,0.05252035264984974,6.029859180771857
sphere,5,30.0,256,danco_dimensionality,5.469321526138412,0.013049177579722753,9.38643052276824
sphere,5,30.0,256,mind_mli_dimensionality,1.730353675182655,0.05748803470124039,65.3929264963469
sphere,5,30.0,256,mind_mlk_dimensionality,5.265553828465972,0.02217735780414026,5.3110765693194395
sphere,5,30.0,256,ess_dimensionality,0.7653275022005082,0.0033163731566968513,84.69344995598985
sphere,5,30.0,256,tle_dimensionality,5.691928326045128,0.02398963575841537,13.838566520902562
sphere,5,30.0,256,isomap_dimensionality,6.0,0.0,19.999999999999996
sphere,5,20.0,256,pca_explained_variance_95,6.0,0.0,19.999999999999996
sphere,5,20.0,256,participation_ratio,6.114686058701679,0.00039695888696856103,22.293721174033585
sphere,5,20.0,256,shannon_entropy,6.56589988367453,0.0003652628374661051,31.317997673490595
sphere,5,20.0,256,renyi_eff_dimensionality_alpha_2,6.1146860587016905,0.0003969588869635355,22.29372117403381
sphere,5,20.0,256,renyi_eff_dimensionality_alpha_3,6.083618249262876,0.0005833804104168249,21.67236498525751
sphere,5,20.0,256,renyi_eff_dimensionality_alpha_4,6.072324133607615,0.0007742849217211887,21.4464826721523
sphere,5,20.0,256,renyi_eff_dimensionality_alpha_5,6.065964602129313,0.0009664767061843358,21.319292042586248
sphere,5,20.0,256,geometric_mean_eff_dimensionality,84.10907166973057,0.042927336279506755,1582.1814333946115
sphere,5,20.0,256,mle_dimensionality,6.818767003815125,0.037747180409838293,36.3753400763025
sphere,5,20.0,256,two_nn_dimensionality,7.751132654103438,0.09189628266321687,55.02265308206877
sphere,5,20.0,256,danco_dimensionality,7.2330033680818655,0.026966390583170484,44.6600673616373
sphere,5,20.0,256,mind_mli_dimensionality,2.344636381770191,0.09409350899337503,53.107272364596184
sphere,5,20.0,256,mind_mlk_dimensionality,6.308784758009355,0.03311362467830741,26.175695160187097
sphere,5,20.0,256,ess_dimensionality,0.49961477368506885,0.00413865999870882,90.00770452629862
sphere,5,20.0,256,tle_dimensionality,6.818767003815125,0.037747180409837856,36.3753400763025
sphere,5,20.0,256,isomap_dimensionality,6.0,0.0,19.999999999999996
sphere,5,10.0,256,pca_explained_variance_95,99.4,0.5477225575051661,1888.0000000000002
sphere,5,10.0,256,participation_ratio,7.218373508637923,0.001556444906084787,44.36747017275846
sphere,5,10.0,256,shannon_entropy,11.250764775138071,0.0066913597200641325,125.01529550276143
sphere,5,10.0,256,renyi_eff_dimensionality_alpha_2,7.218373508637917,0.001556444906084796,44.36747017275835
sphere,5,10.0,256,renyi_eff_dimensionality_alpha_3,6.89069290849582,0.001217392098774171,37.8138581699164
sphere,5,10.0,256,renyi_eff_dimensionality_alpha_4,6.7830418581085326,0.0012188321270870074,35.66083716217066
sphere,5,10.0,256,renyi_eff_dimensionality_alpha_5,6.728931169334257,0.001314571443158644,34.57862338668514
sphere,5,10.0,256,geometric_mean_eff_dimensionality,9.676527250616113,0.010758385069432086,93.53054501232225
sphere,5,10.0,256,mle_dimensionality,16.82996659078983,0.07441235316884451,236.59933181579663
sphere,5,10.0,256,two_nn_dimensionality,25.709016514421442,0.21504670182635782,414.1803302884289
sphere,5,10.0,256,danco_dimensionality,7.24074727969707,0.008440528063207105,44.81494559394139
sphere,5,10.0,256,mind_mli_dimensionality,5.758171238267671,0.43936537722891156,15.163424765353417
sphere,5,10.0,256,mind_mlk_dimensionality,15.789209568688864,0.0848171669688087,215.78419137377728
sphere,5,10.0,256,ess_dimensionality,0.2465316964631703,0.00011717801448407839,95.06936607073659
sphere,5,10.0,256,tle_dimensionality,16.82996659078983,0.07441235316884423,236.59933181579663
sphere,5,10.0,256,isomap_dimensionality,6.0,0.0,19.999999999999996
sphere,10,,10,pca_explained_variance_95,11.0,0.0,10.000000000000009
sphere,10,,10,participation_ratio,10.989971492923255,0.0012652501620603487,9.89971492923254
sphere,10,,10,shannon_entropy,10.994980896215097,0.0006261735336001199,9.949808962150964
sphere,10,,10,renyi_eff_dimensionality_alpha_2,10.989971492923267,0.001265250162059903,9.899714929232672
sphere,10,,10,renyi_eff_dimensionality_alpha_3,10.984973931817628,0.0019167141125764938,9.849739318176276
sphere,10,,10,renyi_eff_dimensionality_alpha_4,10.979990321859095,0.0025800141306049668,9.799903218590945
sphere,10,,10,renyi_eff_dimensionality_alpha_5,10.975022733942618,0.003254567360424225,9.750227339426187
sphere,10,,10,geometric_mean_eff_dimensionality,281367925024225.44,3008005973442.6567,2813679250242154.5
sphere,10,,10,mle_dimensionality,10.523949783127808,0.0644488903240186,5.239497831278084
sphere,10,,10,two_nn_dimensionality,9.53666533042529,0.18550844085616552,4.633346695747099
sphere,10,,10,danco_dimensionality,10.992366813441901,0.02913226554560814,9.923668134419007
sphere,10,,10,mind_mli_dimensionality,3.3130169657522934,0.09550936028305326,66.86983034247706
sphere,10,,10,mind_mlk_dimensionality,9.717781235845088,0.06185750847705795,2.822187641549123
sphere,10,,10,ess_dimensionality,0.567172624212977,0.002062565912777215,94.32827375787024
sphere,10,,10,tle_dimensionality,10.523949783127808,0.06444889032401997,5.239497831278084
sphere,10,,10,isomap_dimensionality,11.0,0.0,10.000000000000009
sphere,10,30.0,256,pca_explained_variance_95,11.0,0.0,10.000000000000009
sphere,10,30.0,256,participation_ratio,11.01090982146564,0.0012922746726469357,10.109098214656399
sphere,10,30.0,256,shannon_entropy,11.111532750262803,0.0007306765313379475,11.115327502628025
sphere,10,30.0,256,renyi_eff_dimensionality_alpha_2,11.010909821465642,0.001292274672645891,10.10909821465642
sphere,10,30.0,256,renyi_eff_dimensionality_alpha_3,11.000610435073167,0.001932848170601487,10.00610435073166
sphere,10,30.0,256,renyi_eff_dimensionality_alpha_4,10.993837305111516,0.0025810689562526805,9.938373051115157
sphere,10,30.0,256,renyi_eff_dimensionality_alpha_5,10.987961441497536,0.003233807682694066,9.879614414975357
sphere,10,30.0,256,geometric_mean_eff_dimensionality,658.2271995883051,0.7052669265026521,6482.27199588305
sphere,10,30.0,256,mle_dimensionality,10.62659650032705,0.043391371088375076,6.265965003270502
sphere,10,30.0,256,two_nn_dimensionality,9.795344638031784,0.11042505560336559,2.0465536196821565
sphere,10,30.0,256,danco_dimensionality,11.064915965285929,0.02393322121213854,10.649159652859286
sphere,10,30.0,256,mind_mli_dimensionality,3.3446277490499554,0.14545557581674118,66.55372250950045
sphere,10,30.0,256,mind_mlk_dimensionality,9.81244339995773,0.046472649903407534,1.8755660004227126
sphere,10,30.0,256,ess_dimensionality,0.5599806499263724,0.001802879413376117,94.40019350073628
sphere,10,30.0,256,tle_dimensionality,10.62659650032705,0.04339137108837578,6.265965003270502
sphere,10,30.0,256,isomap_dimensionality,11.0,0.0,10.000000000000009
sphere,10,20.0,256,pca_explained_variance_95,11.0,0.0,10.000000000000009
sphere,10,20.0,256,participation_ratio,11.200581005977238,0.0016250534043622926,12.00581005977237
sphere,10,20.0,256,shannon_entropy,11.944049584416826,0.0008436586752416429,19.440495844168247
sphere,10,20.0,256,renyi_eff_dimensionality_alpha_2,11.200581005977252,0.0016250534043623446,12.005810059772525
sphere,10,20.0,256,renyi_eff_dimensionality_alpha_3,11.142189262092558,0.002455120949293718,11.421892620925567
sphere,10,20.0,256,renyi_eff_dimensionality_alpha_4,11.119273334733737,0.003283125056425776,11.19273334733737
sphere,10,20.0,256,renyi_eff_dimensionality_alpha_5,11.105220879129147,0.004109780896209004,11.052208791291473
sphere,10,20.0,256,geometric_mean_eff_dimensionality,73.30280870039716,0.03486471054407349,633.0280870039717
sphere,10,20.0,256,mle_dimensionality,11.158879653986876,0.08324502323414326,11.588796539868751
sphere,10,20.0,256,two_nn_dimensionality,10.57560944994332,0.16780688851067413,5.756094499433195
sphere,10,20.0,256,danco_dimensionality,11.572055903700917,0.05393542064631528,15.720559037009174
sphere,10,20.0,256,mind_mli_dimensionality,3.6111030165759574,0.1342984179193499,63.88896983424043
sphere,10,20.0,256,mind_mlk_dimensionality,10.310035957972584,0.08667902961964163,3.100359579725831
sphere,10,20.0,256,ess_dimensionality,0.5073447874161335,0.0006776542305271371,94.92655212583867
sphere,10,20.0,256,tle_dimensionality,11.158879653986872,0.08324502323414254,11.588796539868728
sphere,10,20.0,256,isomap_dimensionality,11.0,0.0,10.000000000000009
sphere,10,10.0,256,pca_explained_variance_95,100.0,0.0,900.0
sphere,10,10.0,256,participation_ratio,13.172052043162267,0.0027517804705627633,31.720520431622678
sphere,10,10.0,256,shannon_entropy,19.318458829186007,0.009204489611853894,93.18458829186007
sphere,10,10.0,256,renyi_eff_dimensionality_alpha_2,13.172052043162276,0.0027517804705660875,31.720520431622766
sphere,10,10.0,256,renyi_eff_dimensionality_alpha_3,12.585321904871895,0.0026810559942981515,25.853219048718955
sphere,10,10.0,256,renyi_eff_dimensionality_alpha_4,12.38936073970264,0.003146416974565616,23.893607397026393
sphere,10,10.0,256,renyi_eff_dimensionality_alpha_5,12.289143818264312,0.0037197634242496533,22.89143818264312
sphere,10,10.0,256,geometric_mean_eff_dimensionality,8.82046861579204,0.00898351368261947,11.795313842079603
sphere,10,10.0,256,mle_dimensionality,16.414166330931177,0.10060491254937111,64.14166330931177
sphere,10,10.0,256,two_nn_dimensionality,18.30072337011044,0.09382638505210052,83.00723370110438
sphere,10,10.0,256,danco_dimensionality,11.149509049363171,0.022534706580815203,11.49509049363171
sphere,10,10.0,256,mind_mli_dimensionality,5.515340368523523,0.13828054118485641,44.846596314764774
sphere,10,10.0,256,mind_mlk_dimensionality,15.209493438423262,0.10383861866377149,52.09493438423263
sphere,10,10.0,256,ess_dimensionality,0.3213656221629429,0.0003539650135046124,96.78634377837058
sphere,10,10.0,256,tle_dimensionality,16.414166330931177,0.10060491254937037,64.14166330931177
sphere,10,10.0,256,isomap_dimensionality,11.0,0.0,10.000000000000009
sphere,20,,20,pca_explained_variance_95,20.0,0.0,0.0
sphere,20,,20,participation_ratio,20.96003504627887,0.002618504951258303,4.800175231394332
sphere,20,,20,shannon_entropy,20.979979482402562,0.0013360850544404275,4.899897412012821
sphere,20,,20,renyi_eff_dimensionality_alpha_2,20.96003504627892,0.0026185049512591706,4.800175231394599
sphere,20,,20,renyi_eff_dimensionality_alpha_3,20.940183473374212,0.0038480554659049474,4.70091736687106
sphere,20,,20,renyi_eff_dimensionality_alpha_4,20.920441160492864,0.005025823406199744,4.60220580246431
sphere,20,,20,renyi_eff_dimensionality_alpha_5,20.900824032075075,0.006153169930618797,4.50412016037538
sphere,20,,20,geometric_mean_eff_dimensionality,69491586481581.67,1075640088097.4834,347457932407808.4
sphere,20,,20,mle_dimensionality,18.825724741150935,0.04496071442712424,5.871376294245323
sphere,20,,20,two_nn_dimensionality,17.371367234721625,0.2563573076785546,13.143163826391879
sphere,20,,20,danco_dimensionality,15.79971013963167,0.07545169109895479,21.001449301841646
sphere,20,,20,mind_mli_dimensionality,5.9093805080588755,0.21056038145813613,70.45309745970563
sphere,20,,20,mind_mlk_dimensionality,17.409429863451685,0.04562482301639009,12.952850682741579
sphere,20,,20,ess_dimensionality,0.39623578818296135,0.0007355160448340718,98.0188210590852
sphere,20,,20,tle_dimensionality,18.825724741150935,0.04496071442712412,5.871376294245323
sphere,20,,20,isomap_dimensionality,21.0,0.0,5.000000000000004
sphere,20,30.0,256,pca_explained_variance_95,20.0,0.0,0.0
sphere,20,30.0,256,participation_ratio,20.99825516312449,0.0013672227546767336,4.991275815622442
sphere,20,30.0,256,shannon_entropy,21.180673886983936,0.0008222079619332294,5.90336943491967
sphere,20,30.0,256,renyi_eff_dimensionality_alpha_2,20.99825516312449,0.0013672227546520485,4.991275815622442
sphere,20,30.0,256,renyi_eff_dimensionality_alpha_3,20.96863918579397,0.002032196973570414,4.843195928969846
sphere,20,30.0,256,renyi_eff_dimensionality_alpha_4,20.94555185140131,0.002706908336299358,4.727759257006547
sphere,20,30.0,256,renyi_eff_dimensionality_alpha_5,20.924197053301768,0.0033879724548653567,4.620985266508848
sphere,20,30.0,256,geometric_mean_eff_dimensionality,468.2685307230232,0.4333874506639132,2241.342653615116
sphere,20,30.0,256,mle_dimensionality,18.92482733634384,0.13667821729510007,5.375863318280805
sphere,20,30.0,256,two_nn_dimensionality,17.50902547655748,0.5217293334886367,12.454872617212608
sphere,20,30.0,256,danco_dimensionality,15.772284374083005,0.04604070910571575,21.13857812958497
sphere,20,30.0,256,mind_mli_dimensionality,5.995326879131618,0.25622840559923826,70.02336560434192
sphere,20,30.0,256,mind_mlk_dimensionality,17.499046297240405,0.0974585618988253,12.50476851379798
sphere,20,30.0,256,ess_dimensionality,0.39500948240471145,0.0002778736637825586,98.02495258797644
sphere,20,30.0,256,tle_dimensionality,18.92482733634384,0.1366782172950986,5.375863318280805
sphere,20,30.0,256,isomap_dimensionality,21.0,0.0,5.000000000000004
sphere,20,20.0,256,pca_explained_variance_95,21.0,0.0,5.000000000000004
sphere,20,20.0,256,participation_ratio,21.34291830567323,0.002685515365099994,6.714591528366154
sphere,20,20.0,256,shannon_entropy,22.578294372927964,0.0016816228888357706,12.891471864639815
sphere,20,20.0,256,renyi_eff_dimensionality_alpha_2,21.34291830567323,0.0026855153651006796,6.714591528366154
sphere,20,20.0,256,renyi_eff_dimensionality_alpha_3,21.224776535550877,0.004011523884576895,6.123882677754389
sphere,20,20.0,256,renyi_eff_dimensionality_alpha_4,21.17137897577386,0.005276235057501725,5.85689487886929
sphere,20,20.0,256,renyi_eff_dimensionality_alpha_5,21.13423944267298,0.006482270662987425,5.671197213364887
sphere,20,20.0,256,geometric_mean_eff_dimensionality,57.12600923674838,0.05328708169424211,185.6300461837419
sphere,20,20.0,256,mle_dimensionality,19.314163483491882,0.059325590553859844,3.429182582540591
sphere,20,20.0,256,two_nn_dimensionality,18.336405105478608,0.20933086809063892,8.31797447260696
sphere,20,20.0,256,danco_dimensionality,15.451425830056243,0.04890247147256338,22.742870849718788
sphere,20,20.0,256,mind_mli_dimensionality,6.134589285632396,0.1403223566207452,69.32705357183802
sphere,20,20.0,256,mind_mlk_dimensionality,17.864446269739922,0.06906402549477943,10.67776865130039
sphere,20,20.0,256,ess_dimensionality,0.3835288208095473,0.0004978776808384757,98.08235589595226
sphere,20,20.0,256,tle_dimensionality,19.314163483491875,0.059325590553861184,3.429182582540624
sphere,20,20.0,256,isomap_dimensionality,21.0,0.0,5.000000000000004
sphere,20,10.0,256,pca_explained_variance_95,101.0,0.0,405.0
sphere,20,10.0,256,participation_ratio,24.919322046743286,0.004723138598941804,24.59661023371642
sphere,20,10.0,256,shannon_entropy,34.135948329139495,0.009686230505961365,70.67974164569748
sphere,20,10.0,256,renyi_eff_dimensionality_alpha_2,24.919322046743265,0.004723138598931766,24.596610233716333
sphere,20,10.0,256,renyi_eff_dimensionality_alpha_3,23.853739652084368,0.0058927350745599716,19.268698260421836
sphere,20,10.0,256,renyi_eff_dimensionality_alpha_4,23.48756612313793,0.007558208938760775,17.437830615689663
sphere,20,10.0,256,renyi_eff_dimensionality_alpha_5,23.295174860424552,0.00930163754533426,16.47587430212276
sphere,20,10.0,256,geometric_mean_eff_dimensionality,7.510987659871769,0.0047811788815711334,62.445061700641155
sphere,20,10.0,256,mle_dimensionality,23.767172015020932,0.18824113107212254,18.83586007510467
sphere,20,10.0,256,two_nn_dimensionality,23.73111159223678,0.3093280341711754,18.6555579611839
sphere,20,10.0,256,danco_dimensionality,12.49817746289177,0.02110681247482103,37.509112685541155
sphere,20,10.0,256,mind_mli_dimensionality,7.37431187929693,0.29320833776126826,63.128440603515344
sphere,20,10.0,256,mind_mlk_dimensionality,21.989548973606134,0.16856531342997177,9.947744868030671
sphere,20,10.0,256,ess_dimensionality,0.315116437100627,0.00022880679438152865,98.42441781449686
sphere,20,10.0,256,tle_dimensionality,23.767172015020936,0.1882411310721226,18.83586007510467
sphere,20,10.0,256,isomap_dimensionality,21.0,0.0,5.000000000000004
torus,2,,2,pca_explained_variance_95,4.0,0.0,100.0
torus,2,,2,participation_ratio,3.9982205740336787,0.0009687166040966064,99.91102870168393
torus,2,,2,shannon_entropy,3.9991106890174613,0.0004846223431213707,99.95553445087306
torus,2,,2,renyi_eff_dimensionality_alpha_2,3.9982205740336854,0.000968716604096264,99.91102870168427
torus,2,,2,renyi_eff_dimensionality_alpha_3,3.9973299956980965,0.0014519709888816533,99.86649978490483
torus,2,,2,renyi_eff_dimensionality_alpha_4,3.9964392951154024,0.0019340793786257599,99.82196475577013
torus,2,,2,renyi_eff_dimensionality_alpha_5,3.9955488129968573,0.002414742349833835,99.77744064984286
torus,2,,2,geometric_mean_eff_dimensionality,738150789641949.2,15308777219262.486,3.690753948209736e+16
torus,2,,2,mle_dimensionality,2.249798964533821,0.009863645838444743,12.48994822669105
torus,2,,2,two_nn_dimensionality,1.4993541078734527,0.16664144501329928,25.032294606327365
torus,2,,2,danco_dimensionality,2.004515469681838,0.0042287626702320405,0.22577348409189568
torus,2,,2,mind_mli_dimensionality,0.7026149413024443,0.03531080694266261,64.86925293487779
torus,2,,2,mind_mlk_dimensionality,2.0733066791293324,0.007434881721753816,3.665333956466621
torus,2,,2,ess_dimensionality,0.9993201427604586,0.017774717689427243,50.03399286197707
torus,2,,2,tle_dimensionality,2.249798964533821,0.00986364583844494,12.48994822669105
torus,2,,2,isomap_dimensionality,4.0,0.0,100.0
torus,2,30.0,256,pca_explained_variance_95,4.0,0.0,100.0
torus,2,30.0,256,participation_ratio,4.006546307283747,0.0010349761826748901,100.32731536418736
torus,2,30.0,256,shannon_entropy,4.047009803595434,0.0005313996115961298,102.3504901797717
torus,2,30.0,256,renyi_eff_dimensionality_alpha_2,4.006546307283756,0.0010349761826750933,100.3273153641878
torus,2,30.0,256,renyi_eff_dimensionality_alpha_3,4.0039140165062586,0.0015482620925233743,100.19570082531293
torus,2,30.0,256,renyi_eff_dimensionality_alpha_4,4.002596511388151,0.002060356352311492,100.12982556940754
torus,2,30.0,256,renyi_eff_dimensionality_alpha_5,4.001608771391568,0.002570757359161192,100.08043856957838
torus,2,30.0,256,geometric_mean_eff_dimensionality,853.1180593425106,0.16827503630689217,42555.90296712553
torus,2,30.0,256,mle_dimensionality,4.028128134318769,0.012661656443909148,101.40640671593846
torus,2,30.0,256,two_nn_dimensionality,9.92868798111967,0.10356654195473343,396.43439905598353
torus,2,30.0,256,danco_dimensionality,4.805613368441942,0.015639468407108153,140.2806684220971
torus,2,30.0,256,mind_mli_dimensionality,1.772628680541521,0.07715422286697503,11.36856597292395
torus,2,30.0,256,mind_mlk_dimensionality,3.78193879607973,0.01691682348286246,89.0969398039865
torus,2,30.0,256,ess_dimensionality,0.34570701956693906,0.002336466970055476,82.71464902165305
torus,2,30.0,256,tle_dimensionality,4.028128134318768,0.012661656443909293,101.40640671593842
torus,2,30.0,256,isomap_dimensionality,4.0,0.0,100.0
torus,2,20.0,256,pca_explained_variance_95,4.0,0.0,100.0
torus,2,20.0,256,participation_ratio,4.077503879253894,0.001222061582887662,103.8751939626947
torus,2,20.0,256,shannon_entropy,4.398241453073675,0.0006962612175361836,119.91207265368375
torus,2,20.0,256,renyi_eff_dimensionality_alpha_2,4.077503879253889,0.001222061582891632,103.87519396269447
torus,2,20.0,256,renyi_eff_dimensionality_alpha_3,4.056774836569847,0.001821736496229129,102.83874182849235
torus,2,20.0,256,renyi_eff_dimensionality_alpha_4,4.049346699379024,0.002423701656440006,102.46733496895119
torus,2,20.0,256,renyi_eff_dimensionality_alpha_5,4.045234155162871,0.003025317765178667,102.26170775814354
torus,2,20.0,256,geometric_mean_eff_dimensionality,89.16571285541286,0.050265292511183626,4358.285642770643
torus,2,20.0,256,mle_dimensionality,15.966939917143074,0.053048000882131324,698.3469958571537
torus,2,20.0,256,two_nn_dimensionality,36.36431732500986,0.41665716597984487,1718.2158662504928
torus,2,20.0,256,danco_dimensionality,5.208830606886324,0.00664389403140815,160.44153034431622
torus,2,20.0,256,mind_mli_dimensionality,6.185386212671186,0.7348877960898066,209.2693106335593
torus,2,20.0,256,mind_mlk_dimensionality,14.858491367595601,0.040067478518786226,642.92456837978
torus,2,20.0,256,ess_dimensionality,0.20878385276020173,0.00013908046356140349,89.56080736198992
torus,2,20.0,256,tle_dimensionality,15.966939917143074,0.05304800088213229,698.3469958571537
torus,2,20.0,256,isomap_dimensionality,4.0,0.0,100.0
torus,2,10.0,256,pca_explained_variance_95,99.0,0.0,4850.0
torus,2,10.0,256,participation_ratio,4.820056208570434,0.00106122626139266,141.00281042852168
torus,2,10.0,256,shannon_entropy,7.818355937010912,0.0034123932186711594,290.9177968505456
torus,2,10.0,256,renyi_eff_dimensionality_alpha_2,4.820056208570442,0.001061226261390569,141.00281042852208
torus,2,10.0,256,renyi_eff_dimensionality_alpha_3,4.5986753896253845,0.0013662046888192657,129.93376948126922
torus,2,10.0,256,renyi_eff_dimensionality_alpha_4,4.525904924634777,0.0017849660483460225,126.29524623173887
torus,2,10.0,256,renyi_eff_dimensionality_alpha_5,4.48919473835368,0.0022250756007652244,124.459736917684
torus,2,10.0,256,geometric_mean_eff_dimensionality,10.078215319106274,0.007895060513266109,403.9107659553137
torus,2,10.0,256,mle_dimensionality,45.14908866998875,0.13243239236250107,2157.4544334994375
torus,2,10.0,256,two_nn_dimensionality,59.276364544167734,0.3722148723914888,2863.818227208387
torus,2,10.0,256,danco_dimensionality,4.651832803524842,0.00512954276061711,132.5916401762421
torus,2,10.0,256,mind_mli_dimensionality,9.167014305951547,0.5283456650813732,358.3507152975773
torus,2,10.0,256,mind_mlk_dimensionality,42.228771256971754,0.16098334065430261,2011.4385628485877
torus,2,10.0,256,ess_dimensionality,0.1946452809937857,8.614336517704754e-05,90.26773595031071
torus,2,10.0,256,tle_dimensionality,45.14908866998876,0.13243239236249235,2157.454433499438
torus,2,10.0,256,isomap_dimensionality,4.0,0.0,100.0
torus,5,,5,pca_explained_variance_95,10.0,0.0,100.0
torus,5,,5,participation_ratio,9.991999118225058,0.0012520570471606647,99.83998236450115
torus,5,,5,shannon_entropy,9.995995715321843,0.0006249226817934149,99.91991430643688
torus,5,,5,renyi_eff_dimensionality_alpha_2,9.99199911822507,0.0012520570471580739,99.8399823645014
torus,5,,5,renyi_eff_dimensionality_alpha_3,9.98801175170583,0.0018814912663218527,99.76023503411659
torus,5,,5,renyi_eff_dimensionality_alpha_4,9.984035133554043,0.002513303066249953,99.68070267108087
