dataset,method,scheme,full_value,iterations,mean,std,median,q025,q975,min,max,cv,median_ratio_to_full
legacysurvey_dinov3_vitl16,mle_dimensionality,bootstrap_deduplicated,22.560212864669115,100,21.725837524652288,0.028929445736113408,21.727913783411957,21.67010685384857,21.774530566343913,21.65597889138869,21.816826203224686,0.001331568723336313,0.9631076583253079
legacysurvey_dinov3_vitl16,mle_dimensionality,sparse_10pct,22.560212864669115,25,18.321987226293867,0.08731518012063132,18.33739919412335,18.185526789228852,18.47612637751764,18.16300882017977,18.511782145103012,0.004765595513314483,0.8128203091044859
legacysurvey_dinov3_vitl16,mle_dimensionality,contiguous_region,22.560212864669115,12,17.73003097063584,0.29463626029488865,17.875321011697977,17.284514226554528,18.056090232085467,17.25959950846704,18.069896586306957,0.016617921355177548,0.7923383134248698
legacysurvey_dinov3_vitl16,two_nn_dimensionality,bootstrap_deduplicated,22.50177248233644,100,21.816044613595245,0.10149087292712564,21.82485666322159,21.59866501532304,21.988222326334157,21.557255688543314,22.109531452100274,0.004652120708621897,0.9699172223145435
legacysurvey_dinov3_vitl16,two_nn_dimensionality,sparse_10pct,22.50177248233644,25,14.854389296395938,7.491382972203192,18.904637548417558,1.7883120843152323,19.274584862252322,1.787766974095413,19.30088499730201,0.5043211688292563,0.8401399295658785
legacysurvey_dinov3_vitl16,two_nn_dimensionality,contiguous_region,22.50177248233644,12,14.100273862594621,7.542739588735611,17.937421868973587,1.6034396322988975,19.19202381795361,1.6014479888419102,19.362263954768917,0.5349356801320776,0.7971559521835091
legacysurvey_dinov3_vitl16,danco_dimensionality,bootstrap_deduplicated,5.619771396599831,100,5.537098575974408,0.006252562540125006,5.536407226344963,5.5266911487944785,5.547929783725869,5.523533100651878,5.5537251050627034,0.0011292127915610915,0.9851659143456784
legacysurvey_dinov3_vitl16,danco_dimensionality,sparse_10pct,5.619771396599831,25,5.153683198012788,0.02468298706771715,5.154732897328455,5.114244596435697,5.205613209337789,5.105489165324052,5.2230238706831456,0.004789387729000238,0.917249570053198
legacysurvey_dinov3_vitl16,danco_dimensionality,contiguous_region,5.619771396599831,12,5.214412529304589,0.06242787121310106,5.218585154295486,5.14029468027218,5.323311161117616,5.138453259493701,5.328498821001915,0.011972177280232687,0.9286116437855323
legacysurvey_dinov3_vitl16,mind_mli_dimensionality,bootstrap_deduplicated,0.7474852777063614,100,0.7601506231805614,0.027399798035644716,0.7578536260713721,0.7254817955160574,0.8267687107841304,0.7240088542956069,0.8406687903647317,0.03604522209164373,1.0138709733478974
legacysurvey_dinov3_vitl16,mind_mli_dimensionality,sparse_10pct,0.7474852777063614,25,0.7625944900915812,0.08034691381976174,0.7492565197343103,0.6304831517631305,0.8895725412853379,0.6080639030824735,0.9124354623363334,0.10535994537557274,1.0023696012226273
legacysurvey_dinov3_vitl16,mind_mli_dimensionality,contiguous_region,0.7474852777063614,12,0.8053858700032327,0.05716217194157796,0.803393233251297,0.7378299461566763,0.8966446677661634,0.7377150005589524,0.9084649943649123,0.07097488802646676,1.0747947246753644
legacysurvey_dinov3_vitl16,mind_mlk_dimensionality,bootstrap_deduplicated,20.7120977629311,100,19.936907237941178,0.031702676013079516,19.936289691351654,19.88319109451762,19.99889348295577,19.85249803728987,20.02663539802765,0.001590150148903103,0.9625432401652754
legacysurvey_dinov3_vitl16,mind_mlk_dimensionality,sparse_10pct,20.7120977629311,25,16.751945497934653,0.09692468401781518,16.733107444463222,16.611575832764615,16.904401402967075,16.609141360339414,16.905061509271743,0.005785876275072948,0.8078905206024488
legacysurvey_dinov3_vitl16,mind_mlk_dimensionality,contiguous_region,20.7120977629311,12,16.216840144265774,0.30753647947602825,16.323830473588014,15.74717872291946,16.640763465305895,15.73263460465337,16.70967302434245,0.018964019916344322,0.7881302348235887
legacysurvey_dinov3_vitl16,ess_dimensionality,bootstrap_deduplicated,0.2224377137921287,100,0.22150964739134482,0.00011757800468360763,0.22149406984252312,0.22131121010924706,0.2217168455814918,0.22126034591620658,0.22179835300107886,0.0005308030872166963,0.9957577160207309
legacysurvey_dinov3_vitl16,ess_dimensionality,sparse_10pct,0.2224377137921287,25,0.21682270249563065,0.0004952913225217846,0.21681756115169204,0.2159761534076956,0.2178578544080568,0.21581199150593888,0.2181453300417989,0.0022843148656528046,0.974733814043383
legacysurvey_dinov3_vitl16,ess_dimensionality,contiguous_region,0.2224377137921287,12,0.21837279425740128,0.0014569719662853886,0.21792463247182464,0.2166052616035161,0.2210841817658924,0.2163864256731595,0.22120233366502998,0.006671948175778804,0.9797108087321846
legacysurvey_dinov3_vitl16,tle_dimensionality,bootstrap_deduplicated,22.560212864669115,100,21.725837524652288,0.02892944573611422,21.72791378341195,21.67010685384857,21.774530566343923,21.655978891388685,21.81682620322468,0.0013315687233363502,0.9631076583253075
legacysurvey_dinov3_vitl16,tle_dimensionality,sparse_10pct,22.560212864669115,25,18.321987226293864,0.08731518012063069,18.337399194123346,18.18552678922885,18.47612637751764,18.163008820179762,18.511782145103002,0.004765595513314449,0.8128203091044858
legacysurvey_dinov3_vitl16,tle_dimensionality,contiguous_region,22.560212864669115,12,17.730030970635838,0.29463626029488954,17.875321011697977,17.28451422655453,18.056090232085467,17.259599508467048,18.069896586306957,0.0166179213551776,0.7923383134248698
