sample_id,K_H_cross,log_knn_radius,local_label_variance,local_evaluation_count,r2_G,mse_G,field
0,0.018409484316046477,-0.6934431614192684,106.20438587797771,2022.0,0.0007396357383420149,106.1258333186137,stellar_mass
1,0.027592433196754564,-0.5463986608567116,41.76039001741354,2024.0,-0.0030978849755107785,41.88975890221996,stellar_mass
8,0.03174145218784237,-0.34079673550714534,111.25769773048278,1828.0,-0.000844828009472165,111.35169134979488,stellar_mass
11,0.02909703044841653,-0.6233459042053935,89.6716346359562,2007.0,0.0011038025629153125,89.57265485582423,stellar_mass
16,0.024801922770464245,-0.49384145228166476,113.03500046532824,1998.0,0.0005618251177706979,112.9714945628796,stellar_mass
18,0.024159531040015697,-0.6647120349634996,135.3555875117013,1943.0,0.0008556326942993353,135.23977284567016,stellar_mass
19,0.016726139041649185,-0.6801415116093494,119.56226030161169,1994.0,0.001518918888688603,119.38065492606526,stellar_mass
22,0.04458245513766817,-0.35245908299031536,132.89616363885153,1796.0,0.0005746022318847688,132.81980120661572,stellar_mass
25,0.022673802132395168,-0.5991005284888595,114.43901660595773,1977.0,7.689147218425951e-05,114.43021722149558,stellar_mass
26,0.019790274739566696,-0.6300767409452693,58.79601871266059,2035.0,0.0030854617026110365,58.61460584865667,stellar_mass
28,0.02137312419225435,-0.6914869012995923,88.41131850952866,2027.0,0.0022192114848490485,88.21511509610166,stellar_mass
30,0.03438518884701256,-0.5485804541225677,124.66735020539554,2010.0,0.0008828820784876346,124.55728363612666,stellar_mass
32,0.01981439821948261,-0.7041498884644614,123.20624855088015,2036.0,-0.0003770275725198946,123.25270070369056,stellar_mass
38,0.023023505868899338,-0.6051127166693007,115.88858153505477,1962.0,0.0014940393851945455,115.71543942994707,stellar_mass
42,0.017650420896457734,-0.7416743946703287,88.0917469545101,2028.0,0.0015455910184980493,87.9555931416134,stellar_mass
46,0.015484370483828383,-0.571047396854663,133.52689911928513,1877.0,2.068351403694546e-05,133.5241373137929,stellar_mass
48,0.01778713035636717,-0.7424189857633153,130.0340643391007,2011.0,0.0006778681679002752,129.94591838614252,stellar_mass
55,0.018841415304581104,-0.6515362364779997,70.86251622550895,2023.0,0.0019369420208883437,70.72525964012588,stellar_mass
58,0.024348679130171948,-0.18696311624588854,129.5387150824598,1934.0,0.00019988203145115957,129.51282262093753,stellar_mass
74,0.012821946220980587,-0.708107658870025,95.39275433980916,2008.0,0.00021087193500857193,95.37263868511572,stellar_mass
85,0.02306573466755512,-0.6599470082033794,88.10285842279976,2031.0,0.0018624470340365962,87.93877151544005,stellar_mass
90,0.017600365704882506,-0.6839860763395473,114.38683566950836,1988.0,0.00027444664505449357,114.35544258622046,stellar_mass
108,0.019074630481160253,-0.7066476367674747,47.27970888902117,2033.0,0.0024977986251077944,47.16161369716268,stellar_mass
109,0.03890661928270798,-0.4987670497213439,65.32206618047941,2021.0,0.0012859856928627567,65.23806293794308,stellar_mass
111,0.014084403161732947,-0.8478156309447991,88.73524582986796,2026.0,0.0009383018548302369,88.65198538411698,stellar_mass
114,0.032578553880094965,-0.41053395664023556,115.83458109087765,1857.0,0.0004893397886680528,115.77789862144618,stellar_mass
117,0.017645229438862133,-0.780272463094127,100.45300009259968,2017.0,0.0008713029184909127,100.36547510044782,stellar_mass
119,0.013860579383592402,-0.8033251643777719,107.2377446946812,2007.0,0.0015000575338892652,107.07688190783465,stellar_mass
120,0.04538025486875343,-0.3669655065898474,106.2379583440386,2017.0,-0.0025584060015750865,106.50975817426108,stellar_mass
133,0.016008894820170767,-0.8990420369240117,70.96583854366395,2027.0,0.0012515734772117204,70.87701958235462,stellar_mass
136,0.02873104422043583,-0.33098159716522274,142.69452492622705,2002.0,0.00031015236628662013,142.65026788166503,stellar_mass
146,0.016050392223828574,-0.8100078202921229,95.1859943544647,2013.0,0.0019309727821323897,95.00219279012602,stellar_mass
149,0.034569467904659666,-0.41441964061349323,111.55234720205893,1823.0,-0.0002426061148452785,111.5794104836155,stellar_mass
160,0.01912071742663491,-0.5621589816429253,101.2885705100064,1994.0,0.0013502874981622393,101.15180181954001,stellar_mass
161,0.01617100823496893,-0.792420124907325,94.60566593404789,2028.0,-0.00020311810931117336,94.62488205804254,stellar_mass
163,0.020694443178929867,-0.7955299415637669,35.833215383917256,2025.0,-0.004419776185096369,35.99159017590652,stellar_mass
166,0.017677197903681666,-0.7729371815714913,106.21306025839408,2023.0,0.0018336756938789334,106.01829995142576,stellar_mass
168,0.030922839160215154,-0.5090655186474305,103.96564727259955,1959.0,0.001560088565082829,103.80345165512814,stellar_mass
170,0.037589704729405926,-0.28716015146086704,67.93906475217148,1945.0,0.0007617990333008695,67.8873088383199,stellar_mass
189,0.03155061044237605,-0.7498055943772087,127.20976644819154,1972.0,0.0003987924450020719,127.15903615440152,stellar_mass
193,0.02852134922492387,-0.5134177691421462,71.91395794450338,1996.0,0.0005319984358851393,71.87569983135859,stellar_mass
197,0.03009574252235502,-0.6258937653353132,117.75415974258912,2027.0,0.0009587209586467971,117.64126636167606,stellar_mass
204,0.02178433543560814,-0.34961964278757746,59.53717871672049,2016.0,0.0019867044280548196,59.418895940130085,stellar_mass
207,0.029509056982666076,-0.6193299936224118,143.37996389614594,1997.0,-0.00082545588184324,143.4983177306825,stellar_mass
208,0.01964657504587483,-0.7929707088120921,47.587271368543654,2027.0,-0.001411412703941961,47.654436647899146,stellar_mass
209,0.016224574305177843,-0.6587710104060139,95.69971539664911,2000.0,0.0009326237904005996,95.61046356533564,stellar_mass
213,0.0430435708294744,-0.4023022178603781,154.62057477871977,1925.0,-0.00019455848038241186,154.6506575227846,stellar_mass
