statistic,T_real,null_mean,null_sd,null_p2.5,null_p50,null_p97.5,p_perm,B,mean_D_real,mean_D_null_mean,n_pos_D_real,n_pos_D_null_mean
T_mean_family_delta_beta,0.007213163319372716,-0.017274877993780323,0.0006010514343960619,-0.01835654578638684,-0.01726113709677802,-0.016012948563662886,0.004975124378109453,200,0.0026160290731544944,-0.003338127999556135,9,1.65
