dataset_id,ok,d,lin_nmse,quad_nmse,quadN_nmse,lin_r2,quad_r2,lam,df,df_frac,n_tr,n_te,m_d,energy,test_sse_lin,sample_id,k,stage
physics_vit_base,,,,,,,,,,,,,,,,,,
desi_vit_base_hsc,1.0,18.0,0.1783553842561901,0.1460185275600228,0.1460185275600228,0.8216446157438099,0.8539814724399772,721.7549751664611,78.47119365730748,0.4588958693409794,1024.0,1024.0,171.0,209.27427025162297,37.32519288566199,17685.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,19.0,0.1733784776055792,0.1414267852872354,0.1414267852872354,0.8266215223944208,0.8585732147127645,755.3760146353022,84.6366622499547,0.4454561171050247,1024.0,1024.0,190.0,209.27427025162297,36.28365437824495,17685.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,32.0,0.1252758269975721,0.1039157841968803,0.1039157841968803,0.8747241730024279,0.8960842158031196,1308.6465800455574,153.6713000099614,0.2910441288067451,1024.0,1024.0,528.0,209.27427025162297,26.217007275085464,17685.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,33.0,0.1230235924386662,0.1019254408701127,0.1019254408701127,0.8769764075613338,0.8980745591298873,1341.8242439683002,159.34280391051843,0.2840335185570738,1024.0,1024.0,561.0,209.27427025162297,25.74567253133496,17685.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,34.0,0.120779812517186,0.1009905190333147,0.1009905190333147,0.8792201874828139,0.8990094809666853,1543.309399113942,153.92715685210902,0.2587011039531244,1024.0,1024.0,595.0,209.27427025162297,25.276107125661945,17685.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,35.0,0.1184218865489716,0.0990483617783525,0.0990483617783525,0.8815781134510284,0.9009516382216476,1596.573714540241,158.49590053008376,0.2515807944921964,1024.0,1024.0,630.0,209.27427025162297,24.78265388935652,17685.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,36.0,0.1162087312715269,0.0975606970040901,0.0975606970040902,0.8837912687284731,0.9024393029959098,1688.517160581705,160.49774095668187,0.2409875990340568,1024.0,1024.0,666.0,209.27427025162297,24.31949743371575,17685.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,37.0,0.1142723546220598,0.0958843364147956,0.0958843364147956,0.8857276453779401,0.9041156635852045,1714.1688313865322,166.2178573043597,0.2364407643020764,1024.0,1024.0,703.0,209.27427025162297,23.914263623466244,17685.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,38.0,0.1122693570596382,0.0943387547339011,0.0943387547339011,0.8877306429403617,0.9056612452660988,1788.1530619724151,169.12814805595266,0.2282431147853612,1024.0,1024.0,741.0,209.27427025162297,23.495087770274683,17685.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,9.0,0.236894790906998,0.199268457443388,0.199268457443388,0.763105209093002,0.8007315425566119,63.69441752828601,40.5375173322793,0.9008337184950956,1024.0,1024.0,45.0,320.8577246998885,76.00952360367522,9088.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,10.0,0.2262092112681857,0.1875244166193502,0.1875244166193502,0.7737907887318143,0.8124755833806498,69.0534646383175,49.157681727276106,0.8937760314050202,1024.0,1024.0,55.0,320.8577246998885,72.58097283366644,9088.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,11.0,0.2163848410129749,0.1825218736042334,0.1825218736042334,0.783615158987025,0.8174781263957666,468.6618705456329,38.4491563493746,0.5825629749905242,1024.0,1024.0,66.0,320.8577246998885,69.42874774697026,9088.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,12.0,0.2079770869534664,0.1734145741917312,0.1734145741917312,0.7920229130465336,0.8265854258082688,505.8112356229282,43.88610641657765,0.5626423899561237,1024.0,1024.0,78.0,320.8577246998885,66.73105490960009,9088.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,13.0,0.1988161068841271,0.1651522807419405,0.1651522807419405,0.8011838931158728,0.8348477192580595,542.8090397374234,49.37600931039613,0.542593508905452,1024.0,1024.0,91.0,320.8577246998885,63.79168368853088,9088.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,15.0,0.1822137344458249,0.1498445882280759,0.1498445882280759,0.817786265554175,0.8501554117719241,614.9297228695948,60.96407056022348,0.5080339213351956,1024.0,1024.0,120.0,320.8577246998885,58.46468424335709,9088.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,16.0,0.1760362107122107,0.1436305841174483,0.1436305841174483,0.8239637892877893,0.8563694158825517,652.0163475772367,66.80098324602676,0.491183700338432,1024.0,1024.0,136.0,320.8577246998885,56.48257803391007,9088.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,17.0,0.171276183981058,0.1395767442191454,0.1395767442191454,0.828723816018942,0.8604232557808545,695.6519909077792,72.15003198619783,0.4715688365110969,1024.0,1024.0,153.0,320.8577246998885,54.95528668744177,9088.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,18.0,0.1662151461364608,0.1350670782640461,0.1350670782640461,0.8337848538635391,0.8649329217359538,732.1255519670876,78.04598244383442,0.4564092540575112,1024.0,1024.0,171.0,320.8577246998885,53.331413600004296,9088.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,19.0,0.1618429601836301,0.1314626620047748,0.1314626620047748,0.8381570398163699,0.8685373379952251,777.5087163974157,82.89929095922537,0.4363120576801335,1024.0,1024.0,190.0,320.8577246998885,51.9285639632142,9088.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,32.0,0.1197452770494749,0.099104229876967,0.099104229876967,0.8802547229505251,0.900895770123033,1293.772278527941,152.3150812907906,0.2884755327477095,1024.0,1024.0,528.0,320.8577246998885,38.4211971376523,9088.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,33.0,0.1177958574745995,0.0977860023168805,0.0977860023168805,0.8822041425254005,0.9022139976831194,1346.668058296712,156.2351861640987,0.2784940929841332,1024.0,1024.0,561.0,320.8577246998885,37.79571080837235,9088.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,34.0,0.1158283924352727,0.0964012415523306,0.0964012415523306,0.8841716075647272,0.9035987584476692,1402.3198790695392,159.5561066713297,0.2681615238173608,1024.0,1024.0,595.0,320.8577246998885,37.16443445242738,9088.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,35.0,0.113751542474992,0.0947295676629122,0.0947295676629122,0.8862484575250079,0.9052704323370878,1433.3307254792298,164.95515233529167,0.2618335751353836,1024.0,1024.0,630.0,320.8577246998885,36.49806109962867,9088.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,36.0,0.1120107214860772,0.0934983646678625,0.0934983646678625,0.8879892785139227,0.9065016353321376,1476.2588646072104,169.22707047704768,0.2540947004159875,1024.0,1024.0,666.0,320.8577246998885,35.93950523801567,9088.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,37.0,0.1102814675418991,0.0922014847334403,0.0922014847334403,0.8897185324581008,0.9077985152665596,1507.7542179163277,174.38987239539497,0.2480652523405334,1024.0,1024.0,703.0,320.8577246998885,35.384660752058366,9088.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,38.0,0.1083978654809014,0.0907951599415132,0.0907951599415132,0.8916021345190985,0.9092048400584868,1551.5805644280413,178.64923883230335,0.2410920901920423,1024.0,1024.0,741.0,320.8577246998885,34.78029248052661,9088.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,9.0,0.2362307899755381,0.1879483135565491,0.1879483135565491,0.7637692100244619,0.8120516864434508,4.009340793846535e-06,44.99999962352011,0.9999999916337804,1024.0,1024.0,45.0,157.52721031697843,37.21277733582256,6774.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,10.0,0.2215776370413449,0.1742996585906269,0.1742996585906269,0.7784223629586551,0.8257003414093731,11.615714066952366,53.67401105849838,0.975891110154516,1024.0,1024.0,55.0,157.52721031697843,34.90450703175106,6774.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,11.0,0.2076222220392755,0.1599287650018769,0.1599287650018769,0.7923777779607244,0.8400712349981231,12.15588825879565,64.34541821564702,0.9749305790249548,1024.0,1024.0,66.0,157.52721031697843,32.70614943765936,6774.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,12.0,0.1960567269738655,0.1493565481178227,0.1493565481178228,0.8039432730261344,0.8506434518821773,12.906449439064437,75.91519474519954,0.9732717275025582,1024.0,1024.0,78.0,157.52721031697843,30.884269264070543,6774.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,13.0,0.1865392621264463,0.1392543863631452,0.1392543863631452,0.8134607378735537,0.8607456136368548,13.768449401707985,88.34663217312645,0.9708421117925984,1024.0,1024.0,91.0,157.52721031697843,29.38500957736668,6774.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,15.0,0.1692697321132993,0.1273787102941267,0.1273787102941267,0.8307302678867007,0.8726212897058733,97.08658986008788,99.99426122203096,0.8332855101835914,1024.0,1024.0,120.0,157.52721031697843,26.664588690910293,6774.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,16.0,0.1628363736302517,0.1223138587687935,0.1223138587687935,0.8371636263697482,0.8776861412312065,103.00763509100008,111.4613269804574,0.8195685807386572,1024.0,1024.0,136.0,157.52721031697843,25.65115967610675,6774.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,17.0,0.1567546678230041,0.1175084900102513,0.1175084900102513,0.8432453321769959,0.8824915099897487,109.06461758172291,123.8694455037474,0.8096042189787411,1024.0,1024.0,153.0,157.52721031697843,24.69312552632246,6774.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,18.0,0.1503731222934175,0.1124282585809098,0.1124282585809098,0.8496268777065825,0.8875717414190902,114.36182456284584,136.7192179632633,0.7995275904284403,1024.0,1024.0,171.0,157.52721031697843,23.687858461535903,6774.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,19.0,0.1457661942124304,0.1091158201125449,0.1091158201125449,0.8542338057875696,0.890884179887455,120.44664028782836,149.4807416930721,0.7867407457530111,1024.0,1024.0,190.0,157.52721031697843,22.962141932807047,6774.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,32.0,0.1050236774784995,0.0837768276614155,0.0837768276614155,0.8949763225215005,0.9162231723385844,1221.1901319198666,158.48879185158717,0.3001681663855817,1024.0,1024.0,528.0,157.52721031697843,16.544086930418104,6774.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,33.0,0.1031919264453503,0.0824110837910294,0.0824110837910294,0.8968080735546496,0.9175889162089704,1253.3382505654738,164.356415874059,0.29297043827818,1024.0,1024.0,561.0,157.52721031697843,16.25553630017087,6774.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,34.0,0.1012691232110921,0.0811934102226635,0.0811934102226635,0.898730876788908,0.9188065897773364,1290.0459908481814,169.51808529327343,0.2849043450307116,1024.0,1024.0,595.0,157.52721031697843,15.952642470689709,6774.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,35.0,0.0994041091004979,0.079821320896844,0.079821320896844,0.900595890899502,0.920178679103156,1329.6321150177316,174.48554747682914,0.2769611864711573,1024.0,1024.0,630.0,157.52721031697843,15.658852000646013,6774.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,36.0,0.0976617574443634,0.0784858874174362,0.0784858874174362,0.9023382425556364,0.9215141125825638,1368.4922493518147,179.279034713104,0.2691877398094655,1024.0,1024.0,666.0,157.52721031697843,15.38438420486397,6774.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,37.0,0.0956349008550344,0.0768893760721767,0.0768893760721767,0.9043650991449655,0.9231106239278232,1404.2947594188136,184.51160333744696,0.262463162642172,1024.0,1024.0,703.0,157.52721031697843,15.065099140634397,6774.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,38.0,0.0937906701351521,0.0756256017882309,0.0756256017882309,0.9062093298648478,0.9243743982117693,1436.5141860478222,189.86077527562784,0.25622236879302,1024.0,1024.0,741.0,157.52721031697843,14.774582620150465,6774.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,9.0,0.196011190708554,0.1648600413774284,0.1648600413774284,0.803988809291446,0.8351399586225716,419.1693154957098,27.38655735843929,0.6085901635208733,1024.0,1024.0,45.0,386.770033889811,75.81125487312966,529.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,10.0,0.1863595180750349,0.1547524129130471,0.1547524129130471,0.813640481924965,0.8452475870869529,453.363254234684,32.44338461882033,0.5898797203421878,1024.0,1024.0,55.0,386.770033889811,72.07827712157012,529.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,11.0,0.1767816776985625,0.1458931270272762,0.1458931270272762,0.8232183223014374,0.8541068729727238,494.6633807831884,37.34301126437159,0.5658032009753271,1024.0,1024.0,66.0,386.770033889811,68.37385547457069,529.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,12.0,0.1683035187839072,0.1382873423931669,0.1382873423931669,0.8316964812160927,0.861712657606833,529.1360346470938,42.684456695888166,0.5472366243062585,1024.0,1024.0,78.0,386.770033889811,65.09475766382624,529.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,13.0,0.1611362395707173,0.1315598124531209,0.1315598124531209,0.8388637604292827,0.8684401875468791,563.1158687851688,48.20624143889673,0.5297389169109531,1024.0,1024.0,91.0,386.770033889811,62.32266883964303,529.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,15.0,0.149266552268165,0.122012487740919,0.122012487740919,0.850733447731835,0.877987512259081,634.704268654731,59.16065205967729,0.4930054338306441,1024.0,1024.0,120.0,386.770033889811,57.73182947937342,529.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,16.0,0.1444238570247253,0.1176905035418505,0.1176905035418505,0.8555761429752746,0.8823094964581495,671.5653490659928,64.86249502182865,0.4769301104546224,1024.0,1024.0,136.0,386.770033889811,55.85882007595025,529.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,17.0,0.1400732073230972,0.1139195843593562,0.1139195843593562,0.8599267926769028,0.8860804156406438,702.0535898498327,70.84799738254955,0.4630588064218925,1024.0,1024.0,153.0,386.770033889811,54.176119143408826,529.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,18.0,0.136030310520515,0.1108766195829304,0.1108766195829304,0.8639696894794849,0.8891233804170695,736.6762223759534,76.56344638088922,0.44773945251982,1024.0,1024.0,171.0,386.770033889811,52.61244781006111,529.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,19.0,0.1322329751861214,0.1076651010590912,0.1076651010590912,0.8677670248138786,0.8923348989409088,774.114079211976,82.48200689086028,0.4341158257413698,1024.0,1024.0,190.0,386.770033889811,51.14375229408672,529.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,32.0,0.0981716789068409,0.080654259138097,0.080654259138097,0.9018283210931592,0.919345740861903,1245.1763864423292,157.2841866348495,0.2978867171114574,1024.0,1024.0,528.0,386.770033889811,37.9698635778185,529.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,33.0,0.0963646512342765,0.0793851158327921,0.0793851158327921,0.9036353487657234,0.9206148841672078,1288.1416142150235,161.5525045630099,0.2879723789001959,1024.0,1024.0,561.0,386.770033889811,37.27095942366097,529.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,34.0,0.0947204664551558,0.0781786058144703,0.0781786058144703,0.905279533544844,0.9218213941855296,1328.9484926916723,166.46378283812908,0.2797710635934942,1024.0,1024.0,595.0,386.770033889811,36.635038020919325,529.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,35.0,0.0931233812794184,0.076763443722766,0.076763443722766,0.9068766187205816,0.923236556277234,1362.665055895037,172.21081341500874,0.2733504974841408,1024.0,1024.0,630.0,386.770033889811,36.01733333337447,529.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,36.0,0.091649342619877,0.0757533843091739,0.0757533843091739,0.908350657380123,0.924246615690826,1401.6285385864603,176.9197342726271,0.2656452466555962,1024.0,1024.0,666.0,386.770033889811,35.44721935106873,529.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,37.0,0.0903148416503979,0.0747433791295805,0.0747433791295805,0.909685158349602,0.9252566208704196,1436.7561802709545,182.16108071333497,0.2591196027216713,1024.0,1024.0,703.0,386.770033889811,34.93107436587731,529.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,38.0,0.0889353307427641,0.0737881512367799,0.0737881512367799,0.9110646692572358,0.92621184876322,1474.58481479684,187.2332236079524,0.2526764151254418,1024.0,1024.0,741.0,386.770033889811,34.39752088538045,529.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,9.0,0.2193240249096003,0.1767216045384643,0.1767216045384643,0.7806759750903997,0.8232783954615357,64.18607763248465,40.28132002740334,0.8951404450534075,1024.0,1024.0,45.0,236.4534353839442,51.85991915210876,10488.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,10.0,0.2076840863322744,0.162915441877095,0.162915441877095,0.7923159136677256,0.8370845581229049,69.29847276402886,48.76856533543647,0.8867011879170267,1024.0,1024.0,55.0,236.4534353839442,49.10761568784194,10488.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,11.0,0.198031489144789,0.1515744720354696,0.1515744720354696,0.801968510855211,0.8484255279645303,75.00025207170228,57.951237887561724,0.8780490589024503,1024.0,1024.0,66.0,236.4534353839442,46.82522592248362,10488.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,12.0,0.1890500984302965,0.1427056376132423,0.1427056376132423,0.8109499015697035,0.8572943623867577,81.38346101325361,67.56038308846992,0.8661587575444861,1024.0,1024.0,78.0,236.4534353839442,44.70154523351641,10488.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,13.0,0.1808224268066692,0.1351243761289384,0.1351243761289384,0.8191775731933307,0.8648756238710615,87.13089293579925,77.98444978918188,0.8569719757052954,1024.0,1024.0,91.0,236.4534353839442,42.756084012898754,10488.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,15.0,0.1652628881829915,0.1228900121137141,0.1228900121137141,0.8347371118170085,0.8771099878862859,97.53079164802246,100.33948957201004,0.8361624131000837,1024.0,1024.0,120.0,236.4534353839442,39.07697765234098,10488.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,16.0,0.1587537253112589,0.1177552224244096,0.1177552224244095,0.841246274688741,0.8822447775755904,103.0874592465453,112.22326967811196,0.8251711005743525,1024.0,1024.0,136.0,236.4534353839442,37.53786372984619,10488.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,17.0,0.152657026999758,0.1132002824132772,0.1132002824132772,0.847342973000242,0.8867997175867227,109.0432192784555,124.65984425476609,0.81477022388736,1024.0,1024.0,153.0,236.4534353839442,36.09627846959231,10488.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,18.0,0.1470916920176102,0.1087435635887957,0.1087435635887956,0.8529083079823898,0.8912564364112043,114.22243390303136,137.4881742078822,0.8040244105724105,1024.0,1024.0,171.0,236.4534353839442,34.78033589400103,10488.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,19.0,0.1422318834447376,0.1107655717423564,0.1107655717423564,0.8577681165552624,0.8892344282576435,759.1961527729584,83.36408652000249,0.4387583501052762,1024.0,1024.0,190.0,236.4534353839442,33.63121746163695,10488.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,32.0,0.1039990165119822,0.0830920839025024,0.0830920839025024,0.8960009834880177,0.9169079160974976,1251.7757742208023,157.23036917434447,0.2977847901029251,1024.0,1024.0,528.0,236.4534353839442,24.590924730809743,10488.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,33.0,0.1019313422119322,0.081581014377611,0.081581014377611,0.8980686577880678,0.918418985622389,1286.3146752607192,162.3088597282622,0.2893206055762249,1024.0,1024.0,561.0,236.4534353839442,24.102016039307827,10488.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,34.0,0.1000100373927943,0.0802054342395382,0.0802054342395382,0.8999899626072057,0.9197945657604618,1321.959839218535,168.03363604945434,0.2824094723520241,1024.0,1024.0,595.0,236.4534353839442,23.647716914402952,10488.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,35.0,0.098220557906459,0.0789840621971561,0.0789840621971561,0.901779442093541,0.921015937802844,1357.7985497629752,173.02840363671024,0.2746482597408099,1024.0,1024.0,630.0,236.4534353839442,23.224588342309858,10488.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,36.0,0.0965208202348866,0.0777271337175271,0.0777271337175271,0.9034791797651134,0.9222728662824728,1398.2368225781593,178.1671624763581,0.2675182619765137,1024.0,1024.0,666.0,236.4534353839442,22.82267953061507,10488.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,37.0,0.0947476866612773,0.076499611604088,0.076499611604088,0.9052523133387226,0.923500388395912,1433.2421290247275,183.1526006396573,0.2605300151346476,1024.0,1024.0,703.0,236.4534353839442,22.403416005740542,10488.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,38.0,0.0930412935420545,0.0752741076898992,0.0752741076898992,0.9069587064579454,0.9247258923101008,1468.9009435812886,188.34706822480308,0.2541795792507464,1024.0,1024.0,741.0,236.4534353839442,21.999933490584787,10488.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,9.0,0.2073919004656227,0.1659828061618741,0.1659828061618741,0.7926080995343773,0.8340171938381259,62.58711422252445,40.48426877801647,0.8996504172892549,1024.0,1024.0,45.0,197.743761475036,41.0104544975285,20464.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,10.0,0.1949244518958274,0.1521779975396378,0.1521779975396378,0.8050755481041726,0.8478220024603622,68.34447181638264,48.77416444820478,0.8868029899673596,1024.0,1024.0,55.0,197.743761475036,38.54509432134062,20464.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,11.0,0.1848741082579742,0.1430272244002447,0.1430272244002447,0.8151258917420258,0.8569727755997553,73.20163315528845,57.92223685285573,0.877609649285693,1024.0,1024.0,66.0,197.743761475036,36.55770156627483,20464.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,12.0,0.1760708006201267,0.1333867705689548,0.1333867705689548,0.8239291993798732,0.8666132294310451,78.42524995276932,67.87244552085843,0.8701595579597236,1024.0,1024.0,78.0,197.743761475036,34.81690240054496,20464.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,13.0,0.1679967834292684,0.1265838070522071,0.1265838070522071,0.8320032165707316,0.8734161929477928,83.75208861056568,78.48470511033611,0.8624692869267704,1024.0,1024.0,91.0,197.743761475036,33.22031587101053,20464.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,15.0,0.154182477259897,0.1140643043275252,0.1140643043275252,0.845817522740103,0.8859356956724748,94.60712930774508,100.99982476891444,0.8416652064076204,1024.0,1024.0,120.0,197.743761475036,30.48862300691124,20464.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,16.0,0.148224955132111,0.1089069898980063,0.1089069898980063,0.8517750448678889,0.8910930101019937,100.65905613081485,112.86696977256122,0.8299041895041266,1024.0,1024.0,136.0,197.743761475036,29.31056017229208,20464.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,17.0,0.142933483614719,0.1046362762751403,0.1046362762751403,0.8570665163852809,0.8953637237248596,106.2703768405335,125.32428389269928,0.8191129666189495,1024.0,1024.0,153.0,197.743761475036,28.26420469070497,20464.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,18.0,0.138223082813575,0.1015515887615898,0.1015515887615898,0.8617769171864249,0.8984484112384101,111.66342532671428,137.83626122949997,0.8060600071900583,1024.0,1024.0,171.0,197.743761475036,27.332752318231734,20464.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,19.0,0.1333888078753244,0.0979284423527743,0.0979284423527743,0.8666111921246755,0.9020715576472256,116.93712412803696,151.1236229928325,0.7953874894359606,1024.0,1024.0,190.0,197.743761475036,26.37680460793756,20464.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,32.0,0.0963322195820996,0.0766186296346372,0.0766186296346372,0.9036677804179004,0.9233813703653628,1213.7297400057644,159.97267490997928,0.3029785509658698,1024.0,1024.0,528.0,197.743761475036,19.049095451403502,20464.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,33.0,0.0945581205634908,0.075189279012516,0.075189279012516,0.9054418794365092,0.924810720987484,1246.459377376536,165.30405240361046,0.2946596299529598,1024.0,1024.0,561.0,197.743761475036,18.69827843823463,20464.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,34.0,0.0926831482065751,0.0738439404545386,0.0738439404545386,0.9073168517934248,0.9261560595454614,1279.415573882554,170.94654742886527,0.2873051217291853,1024.0,1024.0,595.0,197.743761475036,18.327514351716403,20464.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,35.0,0.0909136519371424,0.072567914075046,0.072567914075046,0.9090863480628576,0.927432085924954,1316.8864043109045,175.9499770398503,0.2792856778410322,1024.0,1024.0,630.0,197.743761475036,17.977607503482744,20464.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,36.0,0.0892745467503401,0.0713580697180827,0.0713580697180827,0.91072545324966,0.9286419302819172,1351.811971324221,181.2381359243315,0.2721293332197169,1024.0,1024.0,666.0,197.743761475036,17.6534846783912,20464.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,37.0,0.0876697041360355,0.0703051084464105,0.0703051084464105,0.9123302958639644,0.9296948915535896,1389.2972311784474,186.18463067419827,0.2648430023815054,1024.0,1024.0,703.0,197.743761475036,17.336137063263187,20464.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,38.0,0.0861714966528835,0.0692471373799616,0.0692471373799616,0.9138285033471164,0.9307528626200384,1426.1923074951064,191.22006178396973,0.2580567635411197,1024.0,1024.0,741.0,197.743761475036,17.039875880074664,20464.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,9.0,0.2802233275228627,0.2355903383097176,0.2355903383097176,0.7197766724771373,0.7644096616902823,65.66046213067366,40.40433241414812,0.8978740536477359,1024.0,1024.0,45.0,199.10208469465044,55.793048689873785,12920.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,10.0,0.2647614283773841,0.2192561578566125,0.2192561578566125,0.7352385716226159,0.7807438421433874,72.05181704071205,48.82863829615332,0.887793423566424,1024.0,1024.0,55.0,199.10208469465044,52.714552336670565,12920.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,11.0,0.2503128515549366,0.2045017826646247,0.2045017826646247,0.7496871484450633,0.7954982173353753,78.15438649418685,58.01566984841241,0.8790253007335214,1024.0,1024.0,66.0,199.10208469465044,49.83781057045046,12920.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,12.0,0.2368491325620974,0.194107873545855,0.194107873545855,0.7631508674379026,0.805892126454145,83.52288277879364,67.82747878681093,0.8695830613693709,1024.0,1024.0,78.0,199.10208469465044,47.1571560512332,12920.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,13.0,0.2246738176115749,0.1894528694445229,0.1894528694445229,0.775326182388425,0.810547130555477,561.6554579743356,48.58329458800413,0.5338823581099355,1024.0,1024.0,91.0,199.10208469465044,44.73302546277024,12920.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,15.0,0.2053570686033,0.1712606849176206,0.1712606849176206,0.7946429313967,0.8287393150823794,635.9452305145732,59.823190093553535,0.4985265841129461,1024.0,1024.0,120.0,199.10208469465044,40.887020465699386,12920.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,16.0,0.1963839918490406,0.1633566540838495,0.1633566540838495,0.8036160081509593,0.8366433459161504,673.5650306959288,65.48681358356039,0.4815206881144146,1024.0,1024.0,136.0,199.10208469465044,39.10046217780123,12920.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,17.0,0.1887793190532628,0.1566075595398948,0.1566075595398948,0.8112206809467372,0.8433924404601052,716.0517620966136,70.76334464143996,0.4625055205322873,1024.0,1024.0,153.0,199.10208469465044,37.58635597074117,12920.0,2048.0,fine_closest
