dataset_id,ok,d,lin_nmse,quad_nmse,quadN_nmse,lin_r2,quad_r2,lam,df,df_frac,n_tr,n_te,m_d,energy,test_sse_lin,sample_id,k,stage
physics_vit_base,,,,,,,,,,,,,,,,,,
desi_vit_base_hsc,1.0,19.0,0.133877520202714,0.1054451635734537,0.1054451635734537,0.866122479797286,0.8945548364265462,744.2644819065972,82.72033126522894,0.4353701645538365,1024.0,1024.0,190.0,250.16464996196856,33.49142297928833,9981.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,32.0,0.0978321273445944,0.0782073567318066,0.0782073567318066,0.9021678726554055,0.9217926432681932,1222.5702649541784,155.84175819075318,0.2951548450582447,1024.0,1024.0,528.0,250.16464996196856,24.474139892195197,9981.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,33.0,0.0959347643542709,0.076767189986448,0.076767189986448,0.904065235645729,0.923232810013552,1259.8985985012737,161.06964095820683,0.2871116594620442,1024.0,1024.0,561.0,250.16464996196856,23.99948674387012,9981.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,34.0,0.0941257827519537,0.0754061088046137,0.0754061088046137,0.9058742172480462,0.9245938911953864,1297.5892219637408,166.2571604820009,0.2794237991294133,1024.0,1024.0,595.0,250.16464996196856,23.546943494538816,9981.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,35.0,0.0923873673496117,0.0742684611928629,0.0742684611928629,0.9076126326503884,0.9257315388071372,1342.232833480477,170.5604402379547,0.270730857520563,1024.0,1024.0,630.0,250.16464996196856,23.112053413923423,9981.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,36.0,0.0905763289874387,0.073125006283225,0.073125006283225,0.9094236710125612,0.926874993716775,1379.671198122099,175.6681402037508,0.2637659762819081,1024.0,1024.0,666.0,250.16464996196856,22.658995635982716,9981.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,37.0,0.0889058296580967,0.0719735377255284,0.0719735377255284,0.9110941703419032,0.9280264622744716,1420.6970809772106,179.933431418862,0.2559508270538577,1024.0,1024.0,703.0,250.16464996196856,22.24109575599617,9981.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,38.0,0.0873818866925033,0.0709285753532499,0.0709285753532499,0.9126181133074966,0.92907142464675,1455.641332102962,185.1090665832274,0.2498098064550976,1024.0,1024.0,741.0,250.16464996196856,21.85985909744649,9981.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,9.0,0.2569718460744057,0.2274110684845757,0.2274110684845757,0.7430281539255943,0.7725889315154243,402.5356766289173,28.27709082136997,0.6283797960304439,1024.0,1024.0,45.0,221.6632811217948,56.96122255677757,3510.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,10.0,0.2420103289639961,0.2130166912507143,0.2130166912507143,0.7579896710360039,0.7869833087492857,441.2878183658268,33.21926905700141,0.6039867101272984,1024.0,1024.0,55.0,221.6632811217948,53.64480358352431,3510.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,11.0,0.227186147524787,0.1978978100041981,0.1978978100041981,0.7728138524752131,0.8021021899958019,476.1857830869758,38.71179112582773,0.5865422897852687,1024.0,1024.0,66.0,221.6632811217948,50.3588268857644,3510.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,12.0,0.2145758816932539,0.184619484275212,0.184619484275212,0.7854241183067461,0.815380515724788,507.18525324964537,44.60197483510365,0.5718201901936365,1024.0,1024.0,78.0,221.6632811217948,47.56359398572873,3510.0,2048.0,fine_closest
