sample_id,d,K_H_old,K_H_new,K_H_abs_diff,R_H_old,R_H_new,dS_old,dS_new,H_S_cosine,H_S_note,ridge_penalty,whitening
204,12,0.026666804001527038,0.026666804001527038,0.0,0.4881014659004957,0.4881014659004957,0.0048843208232938196,0.0048843208232938196,,adaptive table stores scalars only; reused ranks share nested K_H_cross,reused_nested,reused_nested
207,12,0.029294691582030637,0.029294691582030637,0.0,0.5449387356694191,0.5449387356694191,0.004428347095472418,0.004428347095472418,,adaptive table stores scalars only; reused ranks share nested K_H_cross,reused_nested,reused_nested
208,12,0.028739698946214327,0.028739698946214327,0.0,0.5194526581759238,0.5194526581759238,0.0035218481835272543,0.0035218481835272543,,adaptive table stores scalars only; reused ranks share nested K_H_cross,reused_nested,reused_nested
209,12,0.04369623969806391,0.04369623969806391,0.0,0.6257508439898959,0.6257508439898959,0.0041247029785154155,0.0041247029785154155,,adaptive table stores scalars only; reused ranks share nested K_H_cross,reused_nested,reused_nested
213,12,0.03207713944021397,0.03207713944021397,0.0,0.5016278728456011,0.5016278728456011,0.006229240178981854,0.006229240178981854,,adaptive table stores scalars only; reused ranks share nested K_H_cross,reused_nested,reused_nested
227,12,0.02659557179504345,0.02659557179504345,0.0,0.45838167968116483,0.45838167968116483,0.006645332207699539,0.006645332207699539,,adaptive table stores scalars only; reused ranks share nested K_H_cross,reused_nested,reused_nested
234,12,0.1020411287954178,0.1020411287954178,0.0,0.7619246779272164,0.7619246779272164,0.008549575796769205,0.008549575796769205,,adaptive table stores scalars only; reused ranks share nested K_H_cross,reused_nested,reused_nested
236,12,0.04614581260370533,0.04614581260370533,0.0,0.5551375191388372,0.5551375191388372,0.008053431594908034,0.008053431594908034,,adaptive table stores scalars only; reused ranks share nested K_H_cross,reused_nested,reused_nested
240,12,0.09801601770133221,0.09801601770133221,0.0,0.7531019216783097,0.7531019216783097,0.006648531611426733,0.006648531611426733,,adaptive table stores scalars only; reused ranks share nested K_H_cross,reused_nested,reused_nested
241,12,0.040311051606732,0.040311051606732,0.0,0.581902605886235,0.581902605886235,0.004197249476919751,0.004197249476919751,,adaptive table stores scalars only; reused ranks share nested K_H_cross,reused_nested,reused_nested
242,12,0.02317656723664337,0.02317656723664337,0.0,0.44297604236233673,0.44297604236233673,0.004195046264885605,0.004195046264885605,,adaptive table stores scalars only; reused ranks share nested K_H_cross,reused_nested,reused_nested
248,12,0.029453662730693875,0.029453662730693875,0.0,0.5139970013037527,0.5139970013037527,0.004037507318389544,0.004037507318389544,,adaptive table stores scalars only; reused ranks share nested K_H_cross,reused_nested,reused_nested
