n_replicates,n_anchors,r_b0_median,r_b0_iqr,r_b0_q025,r_b0_q975,pairwise_median,rank_icc,top_quartile_jaccard_median,bottom_quartile_jaccard_median,sign_agreement_median,rank_rmse_median,partial_r_b0_median,partial_controls,scheme
32,512,0.9340678322518625,0.00970976778418653,0.9154406756581809,0.9428394178582873,0.8990335785239354,0.903181887891765,0.695364238410596,0.610062893081761,1.0,66.41741675874732,0.853459141933029,['log_knn_radius'],conditional_support
32,512,0.8733759162460948,0.027074455187626634,0.8274179513602785,0.8986091463855129,0.8090519624546526,0.8165759367902597,0.6,0.514792899408284,1.0,91.33791772271242,0.7271633171112712,"['log_knn_radius', 'replicate_radius_mean']",object_support
