scheme,replicate,outcome,controlled,raw,n,estimator
object_support,25,r2_P,-0.03413571028026687,0.07585879295842346,512,K_H
object_support,25,mse_P,0.0516871695505888,0.24169325640013276,512,K_H
object_support,25,delta_adapt,0.04465537416600863,0.07039144665316259,512,K_H
object_support,26,r2_G,-0.20555044145752507,-0.3825077998935695,512,K_H
object_support,26,mse_G,0.22678092205399342,0.3410539226204781,512,K_H
object_support,26,r2_P,-0.1746384010826152,0.005091835610716288,512,K_H
object_support,26,mse_P,0.1999695478708186,0.28943577551183897,512,K_H
object_support,26,delta_adapt,0.1111232705050297,0.05681324816035523,512,K_H
object_support,27,r2_G,-0.20322352685366382,-0.34487152527437315,512,K_H
object_support,27,mse_G,0.19409870638353877,0.3104927165230428,512,K_H
object_support,27,r2_P,-0.13030927418431926,0.030462589836463303,512,K_H
object_support,27,mse_P,0.16682429175106717,0.26925717189663656,512,K_H
object_support,27,delta_adapt,0.10006600047493164,0.03400973538297799,512,K_H
object_support,28,r2_G,-0.20885940593492863,-0.37054671138462597,512,K_H
object_support,28,mse_G,0.21711545559103235,0.3324799405763267,512,K_H
object_support,28,r2_P,-0.17225399757956533,-0.0010187962772227372,512,K_H
object_support,28,mse_P,0.19537910844462755,0.2859932365159474,512,K_H
object_support,28,delta_adapt,0.11630764267975875,0.06301793653654685,512,K_H
object_support,29,r2_G,-0.28764047676268295,-0.4270616967647429,512,K_H
object_support,29,mse_G,0.25571589862212607,0.3376631504560488,512,K_H
object_support,29,r2_P,-0.1988209321820533,-0.012913008119614103,512,K_H
object_support,29,mse_P,0.20950385381261374,0.28559412229203146,512,K_H
object_support,29,delta_adapt,0.19695580632517365,0.08951173596090682,512,K_H
object_support,30,r2_G,-0.17444331433606847,-0.3555342408532747,512,K_H
object_support,30,mse_G,0.16177832208947027,0.3345708198864742,512,K_H
object_support,30,r2_P,-0.10788100387956191,0.046132114675959304,512,K_H
object_support,30,mse_P,0.1319471266636912,0.2901475470926174,512,K_H
object_support,30,delta_adapt,0.07732829147640792,0.03444201971824539,512,K_H
object_support,31,r2_G,-0.19767660804408282,-0.35763835244503955,512,K_H
object_support,31,mse_G,0.17701413207676725,0.31539178997722617,512,K_H
object_support,31,r2_P,-0.11186427827559767,0.018883806977489388,512,K_H
object_support,31,mse_P,0.1400332130268594,0.2703307748538012,512,K_H
object_support,31,delta_adapt,0.13044758729014316,0.06282705193348669,512,K_H
