pair,family,size_name,paper_model,approx_params_m,k,method,mknn,n,n_test,protocol,sae1_tag,sae2_tag
official_legacy_cross_ijepa_huge,ijepa,huge,IJEPA Huge,630.0,10,dense_cosine,0.010443115234375,16384,3277,paper_full_catalog,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_huge,ijepa,huge,IJEPA Huge,630.0,10,dense_cosine_heldout,0.010741531888922795,16384,3277,heldout_query_full_gallery,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_huge,ijepa,huge,IJEPA Huge,630.0,10,sae_codes_cosine,0.01687519072322246,16384,3277,heldout_query_full_gallery,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_huge,ijepa,huge,IJEPA Huge,630.0,10,sae_idf_cosine,0.020231919438510833,16384,3277,heldout_query_full_gallery,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_huge,ijepa,huge,IJEPA Huge,630.0,10,shared_side1_basis_cosine,0.020262435154104363,16384,3277,heldout_query_full_gallery,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_huge,ijepa,huge,IJEPA Huge,630.0,10,shared_side1_basis_idf,0.023436069575831553,16384,3277,heldout_query_full_gallery,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_huge,ijepa,huge,IJEPA Huge,630.0,10,shared_side2_basis_cosine,0.020384498016478486,16384,3277,heldout_query_full_gallery,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_huge,ijepa,huge,IJEPA Huge,630.0,10,shared_side2_basis_idf,0.023649679584986268,16384,3277,heldout_query_full_gallery,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_huge,ijepa,huge,IJEPA Huge,630.0,10,dense_cosine_test_subset,0.019926762282575526,16384,3277,test_subset_mknn,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_huge,ijepa,huge,IJEPA Huge,630.0,10,shared_best_basis_idf,0.023649679584986268,16384,3277,heldout_query_full_gallery,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_giant,ijepa,giant,IJEPA Giant,1000.0,10,dense_cosine,0.017822265625,16384,3277,paper_full_catalog,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_giant,ijepa,giant,IJEPA Giant,1000.0,10,dense_cosine_heldout,0.017577052181873665,16384,3277,heldout_query_full_gallery,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_giant,ijepa,giant,IJEPA Giant,1000.0,10,sae_codes_cosine,0.02291730241074153,16384,3277,heldout_query_full_gallery,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_giant,ijepa,giant,IJEPA Giant,1000.0,10,sae_idf_cosine,0.02371071101617333,16384,3277,heldout_query_full_gallery,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_giant,ijepa,giant,IJEPA Giant,1000.0,10,shared_side1_basis_cosine,0.025358559658223985,16384,3277,heldout_query_full_gallery,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_giant,ijepa,giant,IJEPA Giant,1000.0,10,shared_side1_basis_idf,0.02737259688739701,16384,3277,heldout_query_full_gallery,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_giant,ijepa,giant,IJEPA Giant,1000.0,10,shared_side2_basis_cosine,0.027738785474519377,16384,3277,heldout_query_full_gallery,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_giant,ijepa,giant,IJEPA Giant,1000.0,10,shared_side2_basis_idf,0.028104974061641745,16384,3277,heldout_query_full_gallery,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_giant,ijepa,giant,IJEPA Giant,1000.0,10,dense_cosine_test_subset,0.03320109856576137,16384,3277,test_subset_mknn,F2048_k18_seed0,F2048_k18_seed0
official_legacy_cross_ijepa_giant,ijepa,giant,IJEPA Giant,1000.0,10,shared_best_basis_idf,0.028104974061641745,16384,3277,heldout_query_full_gallery,F2048_k18_seed0,F2048_k18_seed0
