family,model,size_name,parameter_count,log10_params,embedding_dim,pca_rank,rank_label,raw_dense_mknn,raw_pca_mknn,raw_pca_minus_dense,pca_ridge_mknn,dense_raw_from_pca_sweep,dense_ridge_mknn,ridge_gain_after_pca,ridge_gain_full,I_pca_x_ridge
astropt,official_legacy_cross_astropt_850m,850m,850000000,8.929418925714293,2048,8,8,0.026212999694842844,0.02053707659444614,-0.005675923100396704,0.0209642966127555,0.0262129996948428,0.0501678364357644,0.00042722001830935996,0.023954836740921553,-0.023527616722612194
astropt,official_legacy_cross_astropt_850m,850m,850000000,8.929418925714293,2048,16,16,0.026212999694842844,0.022245956667683857,-0.003967043027158987,0.0310649984742142,0.0262129996948428,0.0501678364357644,0.008819041806530342,0.023954836740921553,-0.015135794934391211
astropt,official_legacy_cross_astropt_850m,850m,850000000,8.929418925714293,2048,32,32,0.026212999694842844,0.023527616722612145,-0.0026853829722306988,0.0366493744278303,0.0262129996948428,0.0501678364357644,0.013121757705218152,0.023954836740921553,-0.010833079035703401
astropt,official_legacy_cross_astropt_850m,850m,850000000,8.929418925714293,2048,64,64,0.026212999694842844,0.024839792493133964,-0.00137320720170888,0.0450411962160512,0.0262129996948428,0.0501678364357644,0.02020140372291724,0.023954836740921553,-0.0037534330180043138
astropt,official_legacy_cross_astropt_850m,850m,850000000,8.929418925714293,2048,128,128,0.026212999694842844,0.02416844675007629,-0.0020445529447665547,0.0531583765639304,0.0262129996948428,0.0501678364357644,0.028989929813854114,0.023954836740921553,0.00503509307293256
astropt,official_legacy_cross_astropt_850m,850m,850000000,8.929418925714293,2048,256,256,0.026212999694842844,0.023130912419896246,-0.0030820872749465975,0.063259078425389,0.0262129996948428,0.0501678364357644,0.04012816600549275,0.023954836740921553,0.0161733292645712
astropt,official_legacy_cross_astropt_850m,850m,850000000,8.929418925714293,2048,512,512,0.026212999694842844,0.023466585291425084,-0.00274641440341776,0.0692706743973146,0.0262129996948428,0.0501678364357644,0.04580408910588952,0.023954836740921553,0.021849252364967965
astropt,official_legacy_cross_astropt_850m,850m,850000000,8.929418925714293,2048,2048,full,0.026212999694842844,0.026212999694842844,0.0,0.0501678364357644,0.0262129996948428,0.0501678364357644,0.023954836740921553,0.023954836740921553,0.0
convnext,official_legacy_cross_convnext_nano,nano,15000000,7.176091259055681,640,8,8,0.017973756484589563,0.009459871833994507,-0.008513884650595056,0.0127860848336893,0.0179737564845895,0.0411046689044858,0.0033262129996947925,0.02313091241989624,-0.019804699420201445
convnext,official_legacy_cross_convnext_nano,nano,15000000,7.176091259055681,640,16,16,0.017973756484589563,0.015196826365578273,-0.0027769301190112908,0.0215440952090326,0.0179737564845895,0.0411046689044858,0.006347268843454327,0.02313091241989624,-0.016783643576441912
