family,model,size_name,parameter_count,log10_params,embedding_dim,pca_rank,rank_label,raw_dense_mknn,raw_pca_mknn,raw_pca_minus_dense,pca_ridge_mknn,dense_raw_from_pca_sweep,dense_ridge_mknn,ridge_gain_after_pca,ridge_gain_full,I_pca_x_ridge
vit,official_legacy_cross_vit_large,large,307000000,8.487138375477187,1024,256,256,0.024412572474824534,0.02883735123588648,0.004424778761061947,0.0538297223069881,0.0244125724748245,0.0453463533719865,0.024992371071101617,0.02093378089716197,0.004058590173939648
vit,official_legacy_cross_vit_large,large,307000000,8.487138375477187,1024,512,512,0.024412572474824534,0.029020445529447665,0.004607873054623131,0.0593225511138236,0.0244125724748245,0.0453463533719865,0.030302105584375932,0.02093378089716197,0.009368324687213964
vit,official_legacy_cross_vit_large,large,307000000,8.487138375477187,1024,1024,full,0.024412572474824534,0.024412572474824534,0.0,0.0453463533719865,0.0244125724748245,0.0453463533719865,0.02093378089716197,0.02093378089716197,0.0
vit,official_legacy_cross_vit_huge,huge,632000000,8.800717078282386,1280,8,8,0.02609093683246872,0.018370460787305462,-0.007720476045163259,0.0195910894110466,0.0260909368324687,0.0458956362526701,0.0012206286237411365,0.019804699420201376,-0.01858407079646024
vit,official_legacy_cross_vit_huge,huge,632000000,8.800717078282386,1280,16,16,0.02609093683246872,0.022490082392432102,-0.003600854440036619,0.0280744583460482,0.0260909368324687,0.0458956362526701,0.005584375953616098,0.019804699420201376,-0.014220323466585277
vit,official_legacy_cross_vit_huge,huge,632000000,8.800717078282386,1280,32,32,0.02609093683246872,0.02545010680500458,-0.0006408300274641406,0.0379615501983521,0.0260909368324687,0.0458956362526701,0.012511443393347522,0.019804699420201376,-0.007293256026853854
vit,official_legacy_cross_vit_huge,huge,632000000,8.800717078282386,1280,64,64,0.02609093683246872,0.026823314006713457,0.000732377174244736,0.0454073848031736,0.0260909368324687,0.0458956362526701,0.018584070796460142,0.019804699420201376,-0.0012206286237412337
vit,official_legacy_cross_vit_huge,huge,632000000,8.800717078282386,1280,128,128,0.02609093683246872,0.027555691180958193,0.001464754348489472,0.0549893194995422,0.0260909368324687,0.0458956362526701,0.027433628318584008,0.019804699420201376,0.007628928898382632
vit,official_legacy_cross_vit_huge,huge,632000000,8.800717078282386,1280,256,256,0.02609093683246872,0.02783033262129997,0.001739395788831248,0.0611229783338419,0.0260909368324687,0.0458956362526701,0.03329264571254193,0.019804699420201376,0.013487946292340555
vit,official_legacy_cross_vit_huge,huge,632000000,8.800717078282386,1280,512,512,0.02609093683246872,0.02783033262129997,0.001739395788831248,0.0670430271589868,0.0260909368324687,0.0458956362526701,0.03921269453768683,0.019804699420201376,0.019407995117485456
vit,official_legacy_cross_vit_huge,huge,632000000,8.800717078282386,1280,1280,full,0.02609093683246872,0.02609093683246872,0.0,0.0458956362526701,0.0260909368324687,0.0458956362526701,0.019804699420201376,0.019804699420201376,0.0
ijepa,official_legacy_cross_ijepa_huge,huge,630000000,8.799340549453582,1280,8,8,0.019926762282575526,0.013945682026243517,-0.005981080256332009,0.0142813548977723,0.0199267622825755,0.0399450717119316,0.00033567287152878357,0.020018309429356076,-0.019682636557827295
ijepa,official_legacy_cross_ijepa_huge,huge,630000000,8.799340549453582,1280,16,16,0.019926762282575526,0.018584070796460177,-0.0013426914861153494,0.0233140067134574,0.0199267622825755,0.0399450717119316,0.004729935916997222,0.020018309429356076,-0.015288373512358854
ijepa,official_legacy_cross_ijepa_huge,huge,630000000,8.799340549453582,1280,32,32,0.019926762282575526,0.02017088800732377,0.00024412572474824534,0.0306682941714983,0.0199267622825755,0.0399450717119316,0.010497406164174529,0.020018309429356076,-0.009520903265181548
ijepa,official_legacy_cross_ijepa_huge,huge,630000000,8.799340549453582,1280,64,64,0.019926762282575526,0.0209948123283491,0.0010680500457735734,0.0372902044552944,0.0199267622825755,0.0399450717119316,0.0162953921269453,0.020018309429356076,-0.003722917302410776
ijepa,official_legacy_cross_ijepa_huge,huge,630000000,8.799340549453582,1280,128,128,0.019926762282575526,0.02145254806225206,0.0015257857796765334,0.0406164174549893,0.0199267622825755,0.0399450717119316,0.01916386939273724,0.020018309429356076,-0.0008544400366188379
ijepa,official_legacy_cross_ijepa_huge,huge,630000000,8.799340549453582,1280,256,256,0.019926762282575526,0.02154409520903265,0.0016173329264571254,0.0439121147390906,0.0199267622825755,0.0399450717119316,0.022368019530057952,0.020018309429356076,0.0023497101007018753
ijepa,official_legacy_cross_ijepa_huge,huge,630000000,8.799340549453582,1280,512,512,0.019926762282575526,0.021605126640219713,0.0016783643576441867,0.0487335978028684,0.0199267622825755,0.0399450717119316,0.027128471162648687,0.020018309429356076,0.007110161733292611
ijepa,official_legacy_cross_ijepa_huge,huge,630000000,8.799340549453582,1280,1280,full,0.019926762282575526,0.019926762282575526,0.0,0.0399450717119316,0.0199267622825755,0.0399450717119316,0.020018309429356076,0.020018309429356076,0.0
ijepa,official_legacy_cross_ijepa_giant,giant,1000000000,9.0,1408,8,8,0.03320109856576137,0.02236801953005798,-0.010833079035703387,0.0213610009154714,0.0332010985657613,0.0561489166920964,-0.001007018614586578,0.022947818126335034,-0.023954836740921612
ijepa,official_legacy_cross_ijepa_giant,giant,1000000000,9.0,1408,16,16,0.03320109856576137,0.029813854134879463,-0.003387244430881904,0.0298443698504729,0.0332010985657613,0.0561489166920964,3.0515715593436993e-05,0.022947818126335034,-0.022917302410741597
ijepa,official_legacy_cross_ijepa_giant,giant,1000000000,9.0,1408,32,32,0.03320109856576137,0.031278608483368935,-0.001922490082392432,0.0415013732072017,0.0332010985657613,0.0561489166920964,0.010222764723832767,0.022947818126335034,-0.012725053402502268
ijepa,official_legacy_cross_ijepa_giant,giant,1000000000,9.0,1408,64,64,0.03320109856576137,0.03289594140982606,-0.0003051571559353067,0.0481843149221849,0.0332010985657613,0.0561489166920964,0.015288373512358837,0.022947818126335034,-0.007659444613976198
ijepa,official_legacy_cross_ijepa_giant,giant,1000000000,9.0,1408,128,128,0.03320109856576137,0.03338419285932255,0.000183094293561184,0.0541348794629234,0.0332010985657613,0.0561489166920964,0.020750686603600847,0.022947818126335034,-0.0021971315227341873
ijepa,official_legacy_cross_ijepa_giant,giant,1000000000,9.0,1408,256,256,0.03320109856576137,0.033597802868477265,0.0003967043027158987,0.0604211168751907,0.0332010985657613,0.0561489166920964,0.026823314006713436,0.022947818126335034,0.0038754958803784018
ijepa,official_legacy_cross_ijepa_giant,giant,1000000000,9.0,1408,512,512,0.03320109856576137,0.033567287152883735,0.000366188587122368,0.065273115654562,0.0332010985657613,0.0561489166920964,0.03170582850167826,0.022947818126335034,0.008758010375343225
ijepa,official_legacy_cross_ijepa_giant,giant,1000000000,9.0,1408,1408,full,0.03320109856576137,0.03320109856576137,0.0,0.0561489166920964,0.0332010985657613,0.0561489166920964,0.022947818126335034,0.022947818126335034,0.0
