rank_label,n,raw_dense,raw_pca,dense_ridge,pca_ridge,mean_lift_raw_pca,mean_I,n_pos_lift,n_pos_I
256,16,0.02178249923710711,0.02410550808666463,0.04153188892279519,0.04953654256942321,0.0023230088495575225,0.005681644797070496,13,14
512,14,0.022010549718819473,0.024515018091459957,0.04271110336108807,0.055065608788526045,0.0025044683726404816,0.009850037054797502,13,14
