ok,d,lin_nmse,quad_nmse,quadN_nmse,lin_r2,quad_r2,lam,df,df_frac,n_tr,n_te,m_d,energy,test_sse_lin,dataset_id,sample_id,k,stage
1.0,22.0,0.12265083389323991,0.09880214902666534,0.09880214902666534,0.8773491661067601,0.9011978509733347,861.5190889534678,99.84333421546549,0.39463768464610866,1024.0,1024.0,253.0,250.16383064480422,30.682802438512482,desi_vit_base_hsc,9981,2048,coarse_fixed
1.0,23.0,0.11959635328563031,0.0965276461170987,0.0965276461170987,0.8804036467143697,0.9034723538829013,896.2194648968857,105.80578609065165,0.3833542974298973,1024.0,1024.0,276.0,250.16383064480422,29.918681869082597,desi_vit_base_hsc,9981,2048,coarse_fixed
1.0,24.0,0.1168315834328179,0.09440106614690177,0.09440106614690179,0.8831684165671821,0.9055989338530982,939.1319045971702,111.06836103925882,0.3702278701308627,1024.0,1024.0,300.0,250.16383064480422,29.22703645185177,desi_vit_base_hsc,9981,2048,coarse_fixed
1.0,26.0,0.11132142368946525,0.0901584681927779,0.0901584681927779,0.8886785763105347,0.9098415318072222,1011.4652965091192,122.85606282650144,0.3500172730099756,1024.0,1024.0,351.0,250.16383064480422,27.84859378298988,desi_vit_base_hsc,9981,2048,coarse_fixed
1.0,28.0,0.10652514817127118,0.08683617777591938,0.08683617777591938,0.8934748518287288,0.9131638222240807,1081.8256122599362,134.36943569044766,0.33095920120799915,1024.0,1024.0,406.0,250.16383064480422,26.648739126530558,desi_vit_base_hsc,9981,2048,coarse_fixed
1.0,30.0,0.1021086657093555,0.0836816521923205,0.0836816521923205,0.8978913342906445,0.9163183478076795,1157.0870543923543,145.0707736790132,0.31198015844949073,1024.0,1024.0,465.0,250.16383064480422,25.543894955882138,desi_vit_base_hsc,9981,2048,coarse_fixed
1.0,32.0,0.09815982156469429,0.0806896939292652,0.0806896939292652,0.9018401784353057,0.9193103060707348,1235.4185092147297,155.59852969331828,0.29469418502522404,1024.0,1024.0,528.0,250.16383064480422,24.55603697803438,desi_vit_base_hsc,9981,2048,coarse_fixed
1.0,34.0,0.09441734671069572,0.07779078757907772,0.07779078757907772,0.9055826532893043,0.9222092124209222,1300.6084658510144,166.5835470066607,0.27997234791035414,1024.0,1024.0,595.0,250.16383064480422,23.619805132466247,desi_vit_base_hsc,9981,2048,coarse_fixed
1.0,36.0,0.09117352974439805,0.0754691792782169,0.0754691792782169,0.9088264702556019,0.924530820721783,1380.5599084130743,176.10344433593286,0.2644195860899893,1024.0,1024.0,666.0,250.16383064480422,22.808319454266613,desi_vit_base_hsc,9981,2048,coarse_fixed
1.0,38.0,0.08765593328575894,0.07305304028198167,0.07305304028198167,0.9123440667142411,0.9269469597180183,1460.0646718358114,185.53409308522828,0.25038339147804084,1024.0,1024.0,741.0,250.16383064480422,21.928344049510855,desi_vit_base_hsc,9981,2048,coarse_fixed
1.0,2.0,0.5194223763369139,0.5132002961783124,0.5132002961783124,0.4805776236630861,0.4867997038216876,152.65247563868866,2.437197583706122,0.8123991945687074,1024.0,1024.0,3.0,221.67729492356065,115.14414730913478,desi_vit_base_hsc,3510,2048,coarse_fixed
1.0,4.0,0.39559508058710663,0.38231634993840974,0.3823163499384097,0.6044049194128933,0.6176836500615903,227.436354711705,7.484987533674258,0.7484987533674258,1024.0,1024.0,10.0,221.67729492356065,87.69444734961777,desi_vit_base_hsc,3510,2048,coarse_fixed
1.0,5.0,0.3500908929311029,0.3330356711556095,0.3330356711556095,0.6499091070688972,0.6669643288443905,260.9795078434506,10.878512594506404,0.7252341729670936,1024.0,1024.0,15.0,221.67729492356065,77.6072021223408,desi_vit_base_hsc,3510,2048,coarse_fixed
1.0,6.0,0.31622302924349194,0.292408149854975,0.292408149854975,0.683776970756508,0.707591850145025,291.8157973910941,14.799793558021598,0.7047520741915047,1024.0,1024.0,21.0,221.67729492356065,70.0994657152313,desi_vit_base_hsc,3510,2048,coarse_fixed
1.0,7.0,0.29271551511119503,0.2673207641124573,0.2673207641124573,0.7072844848888049,0.7326792358875427,326.99643235658004,19.023356965678424,0.6794056059170865,1024.0,1024.0,28.0,221.67729492356065,64.88838357200636,desi_vit_base_hsc,3510,2048,coarse_fixed
1.0,8.0,0.27267462927812147,0.24901446760014512,0.24901446760014515,0.7273253707218785,0.7509855323998549,376.1427443617605,23.08578870294492,0.6412719084151367,1024.0,1024.0,36.0,221.67729492356065,60.445774212658705,desi_vit_base_hsc,3510,2048,coarse_fixed
1.0,10.0,0.23942925507410495,0.21419646214839047,0.21419646214839047,0.760570744925895,0.7858035378516095,448.6315920331746,32.96695005846219,0.5993990919720398,1024.0,1024.0,55.0,221.67729492356065,53.076029590390796,desi_vit_base_hsc,3510,2048,coarse_fixed
1.0,11.0,0.22546817584996992,0.19983809473652783,0.19983809473652783,0.7745318241500301,0.8001619052634722,481.5247755349361,38.47177001412934,0.582905606274687,1024.0,1024.0,66.0,221.67729492356065,49.98117531377102,desi_vit_base_hsc,3510,2048,coarse_fixed
1.0,12.0,0.21365958758390347,0.18701534930313132,0.18701534930313132,0.7863404124160965,0.8129846506968686,509.9710263709069,44.41763085539895,0.569456805838448,1024.0,1024.0,78.0,221.67729492356065,47.36347941008331,desi_vit_base_hsc,3510,2048,coarse_fixed
1.0,13.0,0.20439334480453608,0.17864928358256912,0.17864928358256912,0.7956066551954639,0.8213507164174308,539.4165758174005,50.40704779368004,0.5539236021283521,1024.0,1024.0,91.0,221.67729492356065,45.30936377664817,desi_vit_base_hsc,3510,2048,coarse_fixed
1.0,14.0,0.195277040878402,0.16984125404092743,0.16984125404092743,0.804722959121598,0.8301587459590726,573.30543391815,56.541117992896105,0.5384868380275819,1024.0,1024.0,105.0,221.67729492356065,43.28848618260173,desi_vit_base_hsc,3510,2048,coarse_fixed
1.0,16.0,0.18089557368019218,0.15691393653994862,0.15691393653994862,0.8191044263198078,0.8430860634600514,645.1737946018845,68.67560702403915,0.5049676987061702,1024.0,1024.0,136.0,221.67729492356065,40.10044143707066,desi_vit_base_hsc,3510,2048,coarse_fixed
1.0,17.0,0.17424952200666505,0.15136218290274436,0.15136218290274436,0.8257504779933349,0.8486378170972556,679.2066069058151,74.93301125382257,0.4897582434890364,1024.0,1024.0,153.0,221.67729492356065,38.62716268016096,desi_vit_base_hsc,3510,2048,coarse_fixed
1.0,18.0,0.1685311960514394,0.14636450161212788,0.1463645016121279,0.8314688039485606,0.8536354983878721,710.9017256739213,81.16863972804902,0.4746704077663685,1024.0,1024.0,171.0,221.67729492356065,37.35953965091535,desi_vit_base_hsc,3510,2048,coarse_fixed
1.0,20.0,0.15815574058560822,0.1369838864977694,0.1369838864977694,0.8418442594143918,0.8630161135022306,778.9125412023848,94.0646263676895,0.44792679222709286,1024.0,1024.0,210.0,221.67729492356065,35.05953674965002,desi_vit_base_hsc,3510,2048,coarse_fixed
1.0,22.0,0.14949493804777603,0.12888749055713683,0.12888749055713683,0.850505061952224,0.8711125094428631,849.5507814996153,106.43142191597866,0.4206775569801528,1024.0,1024.0,253.0,221.67729492356065,33.13963347119628,desi_vit_base_hsc,3510,2048,coarse_fixed
1.0,23.0,0.14537896615893442,0.1253472513690011,0.12534725136900113,0.8546210338410656,0.874652748630999,883.238184803593,112.8590070060794,0.40890944567420073,1024.0,1024.0,276.0,221.67729492356065,32.22721595689645,desi_vit_base_hsc,3510,2048,coarse_fixed
