ok,d,lin_nmse,quad_nmse,quadN_nmse,lin_r2,quad_r2,lam,df,df_frac,n_tr,n_te,m_d,energy,test_sse_lin,dataset_id,sample_id,k,stage
1.0,19.0,0.15166365877557828,0.11982844348008029,0.11982844348008029,0.8483363412244217,0.8801715565199197,755.886074697224,84.44536677941777,0.4444492988390409,1024.0,1024.0,190.0,196.91639848703818,29.865061467453955,desi_vit_base_hsc,4866,2048,fine_closest
1.0,32.0,0.1115116255304431,0.0895191971210332,0.0895191971210332,0.8884883744695569,0.9104808028789668,1216.887504831553,161.37579508433458,0.30563597553851246,1024.0,1024.0,528.0,196.91639848703818,21.958467688890114,desi_vit_base_hsc,4866,2048,fine_closest
1.0,33.0,0.10957607791272952,0.0882253995390368,0.0882253995390368,0.8904239220872705,0.9117746004609633,1252.2021289264417,166.66159516629656,0.29707949227503844,1024.0,1024.0,561.0,196.91639848703818,21.57732662290979,desi_vit_base_hsc,4866,2048,fine_closest
1.0,34.0,0.10738514878218046,0.08680267934156245,0.08680267934156245,0.8926148512178196,0.9131973206584375,1289.2627940251612,172.08921807372184,0.2892255765944905,1024.0,1024.0,595.0,196.91639848703818,21.14589674918173,desi_vit_base_hsc,4866,2048,fine_closest
1.0,35.0,0.10546655742965613,0.08540548427751543,0.08540548427751543,0.8945334425703438,0.9145945157224846,1322.554129750867,177.44232190697332,0.281654479217418,1024.0,1024.0,630.0,196.91639848703818,20.768094649874264,desi_vit_base_hsc,4866,2048,fine_closest
1.0,36.0,0.10358752894024308,0.08392379480113706,0.08392379480113706,0.896412471059757,0.9160762051988629,1359.5433648709716,182.921935356674,0.2746575605956066,1024.0,1024.0,666.0,196.91639848703818,20.398083127084504,desi_vit_base_hsc,4866,2048,fine_closest
1.0,37.0,0.10165277084278125,0.08254293212404386,0.08254293212404386,0.8983472291572188,0.9174570678759562,1396.3779753115698,188.2091317168158,0.2677228047180879,1024.0,1024.0,703.0,196.91639848703818,20.01709753058869,desi_vit_base_hsc,4866,2048,fine_closest
1.0,38.0,0.09991250871511848,0.08140732808965111,0.08140732808965111,0.9000874912848815,0.9185926719103489,1436.196260101153,193.01671723284494,0.26048139977441964,1024.0,1024.0,741.0,196.91639848703818,19.674411379985944,desi_vit_base_hsc,4866,2048,fine_closest
1.0,9.0,0.23185008663888157,0.20095416498996457,0.20095416498996457,0.7681499133611185,0.7990458350100355,64.77399662425533,40.73929081870606,0.9053175737490236,1024.0,1024.0,45.0,254.07177255213193,58.906562478706,desi_vit_base_hsc,10020,2048,fine_closest
1.0,10.0,0.21779707479206084,0.1904450042310272,0.19044500423102717,0.7822029252079392,0.8095549957689728,440.31633646982095,33.34550587977309,0.6062819250867835,1024.0,1024.0,55.0,254.07177255213193,55.33608884908815,desi_vit_base_hsc,10020,2048,fine_closest
1.0,11.0,0.20710196225363978,0.17896283468422128,0.1789628346842213,0.7928980377463603,0.8210371653157787,474.15179342228305,38.75989212053373,0.5872710927353595,1024.0,1024.0,66.0,254.07177255213193,52.61876264880698,desi_vit_base_hsc,10020,2048,fine_closest
1.0,12.0,0.1977959200204074,0.1699431998475384,0.1699431998475384,0.8022040799795926,0.8300568001524616,507.6013037812892,44.4265057415862,0.5695705864305923,1024.0,1024.0,78.0,254.07177255213193,50.25436000316463,desi_vit_base_hsc,10020,2048,fine_closest
1.0,13.0,0.18815433380608274,0.1604771564295796,0.1604771564295796,0.8118456661939173,0.8395228435704204,545.0176249596018,50.12023875256867,0.5507718544238315,1024.0,1024.0,91.0,254.07177255213193,47.80470510347696,desi_vit_base_hsc,10020,2048,fine_closest
1.0,15.0,0.17271375757240573,0.1465074744857812,0.1465074744857812,0.8272862424275943,0.8534925255142188,614.4701475395746,61.99062271969064,0.5165885226640887,1024.0,1024.0,120.0,254.07177255213193,43.88169053056032,desi_vit_base_hsc,10020,2048,fine_closest
1.0,16.0,0.16587152341238237,0.13992661470339954,0.13992661470339954,0.8341284765876176,0.8600733852966005,647.0678602014405,68.31626897831705,0.5023255071935078,1024.0,1024.0,136.0,254.07177255213193,42.14327196930644,desi_vit_base_hsc,10020,2048,fine_closest
1.0,17.0,0.15986623086849353,0.13468620132203,0.13468620132203,0.8401337691315065,0.86531379867797,686.802186233777,74.04639277488872,0.4839633514698609,1024.0,1024.0,153.0,254.07177255213193,40.6174966479865,desi_vit_base_hsc,10020,2048,fine_closest
1.0,18.0,0.1549057092514587,0.13032972554132005,0.13032972554132005,0.8450942907485413,0.86967027445868,721.8596868631159,80.16695092933935,0.46881257853414826,1024.0,1024.0,171.0,254.07177255213193,39.35716812796329,desi_vit_base_hsc,10020,2048,fine_closest
1.0,19.0,0.14920265419977707,0.12591749534946162,0.12591749534946162,0.8507973458002229,0.8740825046505384,758.8551057916609,86.3169504587062,0.4542997392563484,1024.0,1024.0,190.0,254.07177255213193,37.90818282202015,desi_vit_base_hsc,10020,2048,fine_closest
1.0,32.0,0.10894332342391998,0.09242133635387542,0.09242133635387544,0.89105667657608,0.9075786636461246,1228.2406642458523,163.11281912845678,0.3089257938038954,1024.0,1024.0,528.0,254.07177255213193,27.679423290035544,desi_vit_base_hsc,10020,2048,fine_closest
1.0,33.0,0.10693671530285366,0.09084705171573054,0.09084705171573054,0.8930632846971464,0.9091529482842695,1268.8935694014351,167.98835626790085,0.29944448532602647,1024.0,1024.0,561.0,254.07177255213193,27.16960080789872,desi_vit_base_hsc,10020,2048,fine_closest
1.0,34.0,0.10474159471922355,0.0891395063743726,0.0891395063743726,0.8952584052807765,0.9108604936256274,1303.0851197204715,173.5684798113524,0.2917117307753822,1024.0,1024.0,595.0,254.07177255213193,26.61188263025015,desi_vit_base_hsc,10020,2048,fine_closest
1.0,35.0,0.10284007351123903,0.0876429132773971,0.0876429132773971,0.897159926488761,0.912357086722603,1341.8780818202208,178.81911660057307,0.2838398676199573,1024.0,1024.0,630.0,254.07177255213193,26.12875976639205,desi_vit_base_hsc,10020,2048,fine_closest
1.0,36.0,0.10105285242843658,0.08621285930452748,0.08621285930452749,0.8989471475715635,0.9137871406954725,1384.1715829791924,183.06674500687643,0.27487499250281744,1024.0,1024.0,666.0,254.07177255213193,25.67467733794189,desi_vit_base_hsc,10020,2048,fine_closest
1.0,37.0,0.0990644319493787,0.08475287161774415,0.08475287161774415,0.9009355680506212,0.9152471283822559,1416.7008132560377,188.79537829446826,0.2685567258811782,1024.0,1024.0,703.0,254.07177255213193,25.169475822248696,desi_vit_base_hsc,10020,2048,fine_closest
1.0,38.0,0.0972075853020595,0.08342168706869617,0.08342168706869617,0.9027924146979405,0.9165783129313039,1452.8726247300772,193.5099929855952,0.2611470890493862,1024.0,1024.0,741.0,254.07177255213193,24.697703503206824,desi_vit_base_hsc,10020,2048,fine_closest
1.0,9.0,0.221944507635244,0.1797462444986412,0.1797462444986412,0.778055492364756,0.8202537555013588,66.08396938743768,40.135763792402095,0.8919058620533798,1024.0,1024.0,45.0,500.29288558119015,111.03725816373272,desi_vit_base_hsc,4468,2048,fine_closest
1.0,10.0,0.21105826651187987,0.16637714882840898,0.16637714882840898,0.7889417334881201,0.8336228511715911,71.7387209855587,48.44074575386281,0.8807408318884147,1024.0,1024.0,55.0,500.29288558119015,105.59094917899225,desi_vit_base_hsc,4468,2048,fine_closest
1.0,11.0,0.2000013459154098,0.15661358413618978,0.15661358413618978,0.7999986540845903,0.8433864158638102,77.22570767633995,57.56680119149107,0.8722242604771375,1024.0,1024.0,66.0,500.29288558119015,100.05925046814215,desi_vit_base_hsc,4468,2048,fine_closest
1.0,12.0,0.19093821324262616,0.14718830937810023,0.14718830937810023,0.8090617867573738,0.8528116906218998,82.15471197353703,67.40735245430788,0.8641968263372806,1024.0,1024.0,78.0,500.29288558119015,95.52502967087005,desi_vit_base_hsc,4468,2048,fine_closest
1.0,13.0,0.1829973741088834,0.14022513291319838,0.14022513291319838,0.8170026258911166,0.8597748670868016,87.65514510989165,77.66627531925643,0.8534755529588618,1024.0,1024.0,91.0,500.29288558119015,91.55228434671385,desi_vit_base_hsc,4468,2048,fine_closest
1.0,15.0,0.16884279923750653,0.12804555908407497,0.12804555908407494,0.8311572007624934,0.871954440915925,98.87146600170739,99.81503147130212,0.8317919289275176,1024.0,1024.0,120.0,500.29288558119015,84.47085124013772,desi_vit_base_hsc,4468,2048,fine_closest
1.0,16.0,0.1635742524557893,0.1291896379432578,0.1291896379432578,0.8364257475442107,0.8708103620567422,656.7692451278416,65.06471425571354,0.47841701658612895,1024.0,1024.0,136.0,500.29288558119015,81.8350347678929,desi_vit_base_hsc,4468,2048,fine_closest
1.0,17.0,0.15811010146095342,0.1238240645963249,0.1238240645963249,0.8418898985390466,0.8761759354036751,688.8811416078801,71.44725883713924,0.46697554795515844,1024.0,1024.0,153.0,500.29288558119015,79.10135889943513,desi_vit_base_hsc,4468,2048,fine_closest
1.0,18.0,0.15366714895953285,0.12079377900313079,0.12079377900313079,0.8463328510404672,0.8792062209968692,724.3729635355827,77.26944605064779,0.45186810555934376,1024.0,1024.0,171.0,500.29288558119015,76.87858137199927,desi_vit_base_hsc,4468,2048,fine_closest
1.0,19.0,0.14908720613022372,0.11663595890929848,0.11663595890929848,0.8509127938697763,0.8833640410907015,757.1142896951351,83.3546319769087,0.43870858935215107,1024.0,1024.0,190.0,500.29288558119015,74.58726855812732,desi_vit_base_hsc,4468,2048,fine_closest
1.0,32.0,0.11257149360590318,0.08990260807304955,0.08990260807304955,0.8874285063940968,0.9100973919269505,1234.7929902808878,157.20544513416058,0.29773758548136475,1024.0,1024.0,528.0,500.29288558119015,56.3187173702818,desi_vit_base_hsc,4468,2048,fine_closest
1.0,33.0,0.11070458119862976,0.0887260274207682,0.0887260274207682,0.8892954188013702,0.9112739725792318,1271.1602502191465,162.64823829374095,0.2899255584558662,1024.0,1024.0,561.0,500.29288558119015,55.38471437491965,desi_vit_base_hsc,4468,2048,fine_closest
1.0,34.0,0.10897692142083323,0.08750135429330974,0.08750135429330973,0.8910230785791667,0.9124986457066903,1312.0925269886156,167.5662664251794,0.28162397718517546,1024.0,1024.0,595.0,500.29288558119015,54.52037847938327,desi_vit_base_hsc,4468,2048,fine_closest
1.0,35.0,0.10733867637419997,0.08626659946311871,0.08626659946311871,0.8926613236258001,0.9137334005368813,1351.0985547200028,172.1509965606627,0.27325555009629,1024.0,1024.0,630.0,500.29288558119015,53.70077613771402,desi_vit_base_hsc,4468,2048,fine_closest
